charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1732837,8664,478,8,1999-10-01T10:46:09,813.0,28664,
43991,5566,497,3,1999-10-04T10:47:00,3074.0,25566,
639323,7592,470,10,1999-06-25T10:46:38,4866.0,7592,
1391060,8379,458,9,1999-09-26T10:50:38,1363.0,28379,
1471866,9158,391,8,1999-09-19T10:49:09,1360.0,29158,
1760952,9988,487,8,1999-06-21T10:48:18,4850.0,9988,
90193,6956,464,8,1999-06-24T10:50:34,1184.0,6956,
1258602,3440,355,4,1999-08-18T10:48:07,1678.0,13440,
1450797,5989,274,7,1999-08-26T10:47:32,4203.0,15989,
34159,8159,473,2,1999-09-05T10:46:15,3598.0,18159,
1523678,9722,491,10,1999-09-30T10:45:24,424.0,29722,
1427638,9677,457,8,1999-07-15T10:45:44,2483.0,9677,
660892,9998,498,5,1999-08-22T10:48:17,2762.0,19998,
1801948,7476,497,6,1999-08-12T10:43:46,626.0,7476,
1902049,6457,487,4,1999-09-17T10:43:47,2562.0,26457,
1199647,10000,419,6,1999-09-30T10:51:18,3616.0,30000,
1922167,6193,288,5,1999-08-08T10:45:17,1503.0,6193,
1226210,9498,474,4,1999-07-22T10:45:37,1023.0,9498,
1465745,9412,457,6,1999-07-25T10:48:40,564.0,9412,
1000011,2184,406,8,1999-10-08T10:43:38,633.0,22184,
1670532,6393,373,8,1999-07-21T10:49:03,1804.0,6393,
694245,6545,479,5,1999-10-13T10:50:53,3872.0,0,
833697,7739,239,5,1999-10-01T10:46:13,3155.0,27739,
1130470,6245,382,10,1999-09-17T10:45:57,3565.0,26245,
1150542,5533,293,2,1999-07-04T10:47:31,1008.0,5533,
1983119,8650,443,6,1999-08-28T10:50:01,3382.0,18650,
745681,7602,448,8,1999-06-26T10:47:08,2820.0,7602,
1157092,8350,490,8,1999-06-17T10:48:00,297.0,8350,
982960,8462,418,2,1999-07-25T10:50:00,1987.0,8462,
11315,9763,496,7,1999-06-22T10:44:27,4893.0,9763,
1397317,8177,333,4,1999-10-05T10:51:08,2798.0,28177,
977269,9216,391,8,1999-08-01T10:49:34,3281.0,9216,
1199378,6558,284,3,1999-09-27T10:51:17,338.0,26558,
864359,7439,258,3,1999-10-10T10:48:34,4833.0,27439,
1932300,9498,469,3,1999-07-15T10:46:07,3521.0,9498,
627759,7351,417,7,1999-10-08T10:45:44,268.0,27351,
1020237,2465,442,4,1999-09-27T10:45:09,3691.0,22465,
619471,6410,460,8,1999-09-25T10:45:05,3090.0,26410,
1276331,9806,484,5,1999-07-02T10:49:30,4937.0,9806,
1119523,6323,439,8,1999-09-13T10:45:05,2132.0,26323,
1014811,2026,499,10,1999-10-09T10:44:43,3847.0,22026,
1936835,9829,396,8,1999-09-15T10:46:27,2306.0,29829,
1263238,7651,473,2,1999-10-11T10:48:28,4713.0,27651,
810324,1021,412,4,1999-07-04T10:44:23,2665.0,1021,
612146,7921,469,2,1999-08-23T10:44:32,3810.0,17921,
1340185,9820,500,4,1999-07-02T10:46:43,3877.0,9820,
1255932,9771,486,2,1999-09-20T10:47:55,2656.0,29771,
1335874,9350,494,9,1999-07-26T10:46:23,3175.0,9350,
907560,9690,485,5,1999-08-23T10:44:11,3727.0,19690,
989166,9227,472,7,1999-08-25T10:50:30,2769.0,19227,
1255800,9027,495,4,1999-07-02T10:47:54,2419.0,9027,
1178538,6677,496,9,1999-08-05T10:49:40,638.0,6677,
981959,5137,491,10,1999-07-16T10:49:56,4955.0,5137,
1864871,7090,265,10,1999-07-19T10:48:36,2596.0,7090,
40283,8296,393,6,1999-06-30T10:46:43,2349.0,8296,
