playerid,year,stint,tmid,w,l,sa,ga
dunhami01,2005,1,ATL,0,2,4,3
millery01,2006,1,BUF,10,4,46,9
rasktu01,2010,1,BOS,1,1,5,2
lalimpa01,2007,1,CHI,3,0,9,2
bironma01,2006,2,PHI,0,1,3,2
norrefr01,2007,1,CBS,0,4,10,4
lundqhe01,2008,1,NYR,9,4,40,10
millery01,2005,1,BUF,3,2,17,5
raycran01,2008,1,COL,2,0,8,1
gigueje01,2009,2,TOR,1,2,8,4
vokouto01,2006,1,NAS,2,3,17,7
leighmi01,2008,1,CAR,1,1,5,3
lehtoka01,2010,1,DAL,3,7,33,14
josepcu01,2008,1,TOR,2,1,11,3
enrotjh01,2010,1,BUF,3,0,19,5
raycran01,2010,1,DAL,2,0,6,1
rolosdw01,2008,1,EDM,4,4,24,5
andercr01,2008,1,FLO,0,4,11,7
turcoma01,2008,1,DAL,5,6,43,16
budajpe01,2005,1,COL,0,5,14,9
osgooch01,2007,1,DET,2,3,16,8
andercr01,2009,1,COL,7,4,51,16
ersbeer01,2007,1,LAK,1,1,10,2
burkese01,2005,1,TBL,2,3,11,5
smithmi02,2006,1,DAL,1,0,3,0
toskave01,2009,1,TOR,1,1,4,2
labarja01,2009,1,PHO,6,1,27,8
khabini01,2008,1,CHI,2,5,19,9
aebisda01,2005,1,COL,2,1,10,2
shielst01,2005,1,ATL,0,1,2,1
bironma01,2005,1,BUF,2,3,12,5
auldal01,2008,1,OTT,2,4,25,9
gerbema01,2005,1,CAR,7,2,33,10
huetcr01,2007,1,MTL,2,3,13,5
vokouto01,2008,1,FLO,3,4,19,6
auldal01,2006,1,FLO,0,3,8,6
brustba01,2006,1,LAK,1,1,5,1
toskave01,2005,1,SJS,0,3,12,5
rolosdw01,2009,1,NYI,5,5,39,15
clemmsc01,2009,1,FLO,2,1,11,1
schaeno01,2005,1,SJS,1,0,4,1
toskave01,2006,1,SJS,0,1,3,3
hillejo01,2011,1,AND,3,7,40,17
poulike01,2010,1,NYI,0,1,3,2
smithmi02,2007,1,DAL,2,0,6,0
aubinje01,2005,1,TOR,0,2,5,2
hasekdo01,2006,1,DET,1,5,16,8
garonma01,2008,1,EDM,1,0,3,1
crawfco01,2011,1,CHI,6,4,32,6
turcoma01,2005,1,DAL,8,1,24,6
lehtoka01,2006,1,ATL,7,4,30,10
vokouto01,2005,1,NAS,4,3,20,8
theodjo01,2008,1,WAS,4,4,22,6
schneco01,2008,1,VAN,0,1,3,3
hasekdo01,2007,1,DET,3,2,12,3
bouchbr01,2009,1,PHI,1,2,7,4
andercr01,2010,1,COL,1,0,3,0
rasktu01,2011,1,BOS,2,2,14,6
hedbejo01,2011,1,NJD,5,2,20,7
climima01,2008,1,DAL,1,0,3,2
macdojo01,2006,1,DET,0,1,7,3
turcoma01,2010,1,CHI,2,2,13,7
elliobr01,2011,1,STL,1,3,14,5
fernama01,2005,1,MIN,4,2,19,4
dubiewa01,2006,1,NYI,2,0,6,1
toivoha01,2005,1,BOS,0,1,3,2
grahajo01,2005,1,TBL,4,1,16,4
sanfocu01,2006,1,STL,0,2,6,5
masonch02,2005,1,NAS,2,0,5,0
johnsbr02,2011,1,PIT,0,1,3,2
kiprumi01,2009,1,CAL,2,7,27,15
