year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1996,CQF,B,BUF,NHL,OTT,NHL,4,3,0,14,13,
1962,SCF,C,TOR,NHL,DET,NHL,4,1,0,17,10,
1980,Pre,F,PHI,NHL,QUE,NHL,3,2,0,22,17,
1994,CSF,K,DET,NHL,SJS,NHL,4,0,0,24,6,
1941,QF,B,BOS,NHL,CHI,NHL,2,1,0,5,7,
1999,SCF,O,NJD,NHL,DAL,NHL,4,2,0,15,9,
1986,DF,L,EDM,NHL,WIN,NHL,4,0,0,17,9,
2001,CQF,C,CAR,NHL,NJD,NHL,4,2,0,9,11,
1989,DSF,A,BOS,NHL,HAR,NHL,4,3,0,23,21,
1975,SF,,WIJ,WHA,CAC,WHA,4,1,0,22,13,
1939,QF,C,DET,NHL,NYA,NHL,2,1,0,9,7,
1976,SCF,K,MTL,NHL,BOS,NHL,4,0,0,16,6,
2010,CSF,L,SJS,NHL,DET,NHL,4,3,0,18,18,
1984,DSF,G,EDM,NHL,LAK,NHL,3,0,0,11,7,
1993,CQF,A,NYR,NHL,NYI,NHL,4,0,0,22,3,
1985,DF,I,MTL,NHL,HAR,NHL,4,3,0,16,13,
1936,QF,C,NYR,NHL,TOR,NHL,2,0,0,5,1,
1977,QF,F,BOS,NHL,CHI,NHL,4,0,0,19,9,
1984,CF,N,EDM,NHL,CHI,NHL,4,2,0,44,25,
2006,CF,M,OTT,NHL,BUF,NHL,4,1,0,15,10,
1996,CQF,E,COL,NHL,CHI,NHL,4,2,0,28,14,
1990,DSF,H,EDM,NHL,CAL,NHL,4,3,0,22,20,
1924,F,,MTL,NHL,HAM,NHL,0,0,0,0,0,DEF
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
1985,CF,M,MTL,NHL,NYR,NHL,4,1,0,15,9,
1974,SF,I,PHI,NHL,NYI,NHL,4,3,0,19,16,
1977,SCF,K,MTL,NHL,BOS,NHL,4,2,0,18,13,
1913,SCF,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1999,CQF,A,PHI,NHL,BUF,NHL,4,1,0,14,8,
1987,DF,K,DET,NHL,STL,NHL,4,1,0,21,14,
2006,CQF,H,SJS,NHL,NAS,NHL,4,1,0,16,14,
1991,DSF,A,MTL,NHL,HAR,NHL,4,3,0,21,18,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
2007,CQF,A,MTL,NHL,BOS,NHL,4,3,0,19,15,
1975,Pre,D,TOR,NHL,PIT,NHL,2,1,0,8,3,
1982,DSF,B,BUF,NHL,MTL,NHL,3,0,0,8,2,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
2005,CQF,C,NJD,NHL,NYR,NHL,4,0,0,17,4,
1995,CQF,B,PIT,NHL,WAS,NHL,4,2,0,21,17,
1982,DSF,F,MNS,NHL,TOR,NHL,3,1,0,18,18,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
1933,QF,B,CHI,NHL,MTL,NHL,1,0,1,4,3,TG
1933,SF,D,CHI,NHL,MTM,NHL,2,0,0,6,2,TG
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
1969,QF,B,BOS,NHL,NYR,NHL,4,2,0,25,16,
1996,CQF,H,ANA,NHL,PHO,NHL,4,3,0,17,17,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
1976,DSF,,WIJ,WHA,SDM,WHA,4,3,0,28,19,
1950,SCF,C,TOR,NHL,MTL,NHL,4,1,0,13,10,
1986,DSF,D,NYI,NHL,WAS,NHL,4,3,0,19,19,
1941,QF,C,DET,NHL,MTL,NHL,2,1,0,8,8,
1964,SF,A,CHI,NHL,DET,NHL,4,3,0,23,19,
1929,QF,C,NYR,NHL,OTS,NHL,1,0,1,6,3,TG
1999,CSF,J,NJD,NHL,TOR,NHL,4,2,0,16,9,
1974,SF,,QUN,WHA,MFS,WHA,4,2,0,25,16,
1929,QF,B,MTL,NHL,CHI,NHL,1,0,1,3,2,TG
2005,CSF,I,BUF,NHL,OTT,NHL,4,1,0,16,13,
1957,SF,A,MTL,NHL,DET,NHL,4,0,0,19,6,
2010,CF,M,BOS,NHL,TBL,NHL,4,3,0,21,21,
1974,Pre,D,NYI,NHL,NYR,NHL,2,1,0,10,13,
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1982,DSF,G,EDM,NHL,WIN,NHL,3,0,0,14,9,
1926,SCF,E,OTS,NHL,BOS,NHL,2,0,2,7,3,
1957,SCF,C,MTL,NHL,BOS,NHL,4,2,0,16,14,
1948,SCF,C,TOR,NHL,DET,NHL,4,0,0,12,5,
1977,QF,E,MTL,NHL,DET,NHL,4,1,0,24,10,
1965,SF,A,MTL,NHL,TOR,NHL,4,0,0,15,6,
1931,SF,D,TOR,NHL,MTM,NHL,1,0,1,4,3,TG
2008,CQF,A,BOS,NHL,MTL,NHL,4,0,0,17,6,
2000,CQF,A,NJD,NHL,CAR,NHL,4,2,0,20,8,
1973,QF,D,CHI,NHL,LAK,NHL,4,1,0,10,7,
2001,CQF,A,MTL,NHL,BOS,NHL,4,2,0,20,18,
2008,CQF,E,AND,NHL,SJS,NHL,4,2,0,18,10,
