playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
kochadi01,2001,1,TBL,NHL,5,237,0,3,1,0,0,16,129,,,,,,,,,
reeseje01,1993,1,CAL,NHL,1,13,0,0,0,0,0,1,5,,,,,,,,,
roberea01,1936,1,DET,NHL,,,,,,,,,,6,340,3,2,,,2,8,
bromlga01,1977,1,WIJ,WHA,39,2252,25,12,1,1,1,124,1090,5,268,4,0,,0,0,7,
fleurma01,2009,1,PIT,NHL,67,3798,37,21,6,4,1,168,1772,13,798,7,6,,0,1,37,339
brimsfr01,1949,1,CHI,NHL,70,4200,22,38,10,,5,244,,,,,,,,,,
benedcl01,1925,1,MTM,NHL,36,2288,20,11,5,,6,73,,4,240,2,0,2,,1,5,
drapeto01,1992,1,BUF,NHL,11,664,5,6,0,1,0,41,344,,,,,,,,,
lehmahu01,1925,1,VMR,WCHL,30,1826,10,18,2,,3,90,,,,,,,,,,
larsscu01,1975,1,WIJ,WHA,23,1287,11,10,1,0,0,83,635,2,110,2,0,,0,0,6,
lehmahu01,1927,1,CHI,NHL,4,250,1,2,1,,1,20,,,,,,,,,,
trefian01,1998,2,CAL,NHL,4,162,0,3,0,0,0,11,84,,,,,,,,,
hasekdo01,2005,1,OTT,NHL,43,2584,28,10,4,1,5,90,1202,,,,,,,,,
mossty01,1998,1,CAL,NHL,11,550,3,7,0,0,0,23,295,,,,,,,,,
sauvebo01,1986,1,CHI,NHL,46,2660,19,19,5,0,1,159,1497,4,245,0,4,,0,0,15,136
sanfocu01,2007,1,VAN,NHL,16,679,4,3,1,0,0,32,313,,,,,,,,,
flahewa01,1991,1,SJS,NHL,3,178,0,3,0,2,0,13,120,,,,,,,,,
benedcl01,1914,1,OT1,NHA,20,1220,14,6,0,,0,64,,2,120,1,1,0,,1,1,
richtmi01,1999,1,NYR,NHL,61,3622,22,31,8,4,0,173,1815,,,,,,,,,
takkoka01,1986,1,MNS,NHL,38,2075,13,18,4,4,0,119,1061,,,,,,,,,
dycked01,1971,1,VAN,NHL,12,573,1,6,2,1,0,35,,,,,,,,,,
leblaal01,1913,1,MOW,NHA,4,169,2,1,0,,0,17,,,,,,,,,,
tatarda01,1975,1,TOT,WHA,23,1261,7,12,1,3,0,100,786,,,,,,,,,
reeseje01,1989,1,TOR,NHL,21,1101,9,6,3,0,0,81,630,2,108,1,1,,0,0,6,50
johnsed01,1977,1,STL,NHL,12,650,5,6,1,0,0,45,,,,,,,,,,
grattgi01,1973,1,TOT,WHA,57,3200,26,24,3,1,2,188,1786,10,539,5,3,,0,1,25,287
benedcl01,1928,1,MTM,NHL,37,2300,14,16,7,,11,57,,,,,,,,,,
thibajo01,2006,1,PIT,NHL,22,1101,7,8,2,2,1,52,572,1,8,0,0,,0,0,0,1
belanyv01,1978,1,ATF,NHL,5,182,1,2,0,0,0,21,,,,,,,,,,
osgooch01,2001,1,NYI,NHL,66,3743,32,25,6,6,4,156,1727,7,392,3,4,,3,0,17,193
holmqjo01,2007,1,TBL,NHL,45,2469,20,16,6,1,2,124,1129,,,,,,,,,
whiddbo01,1975,1,CLC,WHA,21,1230,7,11,2,1,1,70,650,,,,,,,,,
currami01,1973,1,MFS,WHA,40,2382,23,14,2,2,2,130,1444,5,289,2,3,,0,0,14,161
hanlogl01,1982,1,STL,NHL,14,671,3,8,1,2,0,50,414,,,,,,,,,
roypa01,1988,1,MTL,NHL,48,2744,33,5,6,2,4,113,1228,19,1206,13,6,,2,2,42,528
johnsed01,1970,1,BOS,NHL,38,2280,30,6,2,2,4,96,,1,60,0,1,,0,0,7,
baronma01,1982,1,BOS,NHL,9,516,6,3,0,1,0,33,233,,,,,,,,,
leighmi01,2009,2,PHI,NHL,27,1449,16,5,2,0,1,60,735,14,757,8,3,,0,3,31,371
wakeler01,1975,1,SDM,WHA,67,3823,35,27,4,3,3,208,1980,11,640,5,6,,0,0,39,
vokouto01,2006,1,NAS,NHL,44,2601,27,12,4,3,5,104,1299,5,324,1,4,,0,0,16,163
hackeje01,1997,1,CHI,NHL,58,3441,21,25,11,3,8,126,1520,,,,,,,,,
macindr01,2011,1,BUF,NHL,2,43,0,0,0,0,0,1,18,,,,,,,,,
hanlogl01,1984,1,NYR,NHL,44,2510,14,20,7,1,0,175,1439,3,168,0,3,,0,0,14,99
stefagr01,1986,1,DET,NHL,43,2351,20,17,3,4,1,135,1082,9,508,4,5,,3,0,24,252
hodgech01,1954,1,MTL,NHL,14,840,6,4,4,,1,31,,4,83,1,1,,,0,6,
moogan01,1981,1,EDM,NHL,8,399,3,5,0,2,0,32,,,,,,,,,,
sawchte01,1959,1,DET,NHL,58,3480,24,20,14,,5,156,,6,405,2,4,,,0,20,
ingpe01,1989,1,TOR,NHL,3,182,0,2,1,1,0,18,107,,,,,,,,,
worthch01,1970,1,CLF,NHL,11,480,1,3,1,1,0,39,,,,,,,,,,
sawchte01,1965,1,TOR,NHL,27,1521,10,11,3,1,1,80,,2,120,0,2,,0,0,6,
bryzgil01,2010,1,PHO,NHL,68,4060,36,20,10,3,7,168,2125,4,234,0,4,,1,0,17,140
whitmka01,1993,1,VAN,NHL,32,1921,18,14,0,2,0,113,848,,,,,,,,,
froesbo01,1988,1,NYR,NHL,30,1621,9,14,4,4,1,102,791,2,72,0,2,,0,0,8,51
millery01,2010,1,BUF,NHL,66,3829,34,22,8,8,5,165,1964,7,410,3,4,,1,2,20,242
