playerid,award,year,lgid,note,pos
worslgu01,Calder,1952,NHL,,
josepcu01,King Clancy,1999,NHL,,
macinal01,Second Team All-Star,1986,NHL,,D
gretzwa01,Hart,1986,NHL,,
howego01,Art Ross,1956,NHL,,
shanabr01,First Team All-Star,1993,NHL,,LW
gretzwa01,Second Team All-Star,1979,NHL,,C
smithno01,First Team All-Star,1936,NHL,,G
arnotja01,All-Rookie,1993,NHL,,C
parenbe01,Vezina,1974,NHL,,
stastpa01,All-Rookie,2006,NHL,,F
koivusa01,King Clancy,2006,NHL,,
demitpa01,Lady Byng,1999,NHL,,
selante01,Second Team All-Star,1997,NHL,,RW
martiri01,Second Team All-Star,1976,NHL,,LW
backsni02,All-Rookie,2007,NHL,,F
howema01,First Team All-Star,1986,NHL,,D
lumleha01,First Team All-Star,1954,NHL,,G
barrato01,Second Team All-Star,1984,NHL,,G
orrbo01,First Team All-Star,1974,NHL,,D
lacroan01,First Team All-Star,1972,WHA,,C
cookbi01,First Team All-Star,1930,NHL,,RW
robinla01,Second Team All-Star,1980,NHL,,D
niedesc01,First Team All-Star,2006,NHL,,D
savarse01,Masterton,1978,NHL,,
howema01,First Team All-Star,1982,NHL,,D
howego01,First Team All-Star,1973,WHA,,RW
morenho01,Second Team All-Star,1932,NHL,,C
gomezsc01,All-Rookie,1999,NHL,,F
dunlobl01,Masterton,1980,NHL,,
lapoigu01,Second Team All-Star,1974,NHL,,D
ovechal01,Lindsay,2009,NHL,,
lemiema01,Art Ross,1991,NHL,,
blakero01,First Team All-Star,1997,NHL,,D
gelinja01,Calder,1949,NHL,,
kiprumi01,Jennings,2005,NHL,,
drydeke01,First Team All-Star,1978,NHL,,G
parenbe01,Vezina,1973,NHL,tie,
alfreda01,Second Team All-Star,2005,NHL,,RW
datsypa01,Selke,2007,NHL,,
macdoki01,Calder,1939,NHL,,
granato01,All-Rookie,1988,NHL,,RW
stlouma01,Hart,2003,NHL,,
messima01,Hart,1991,NHL,,
parenbe01,Conn Smythe,1973,NHL,,
hornula01,Second Team All-Star,1972,WHA,,D
chelich01,Norris,1995,NHL,,
forsbpe01,First Team All-Star,1997,NHL,,C
hampste01,Deneau,1972,WHA,Most Gentlemanly,
carlyra01,First Team All-Star,1980,NHL,,D
robitlu01,Second Team All-Star,1986,NHL,,LW
robinla01,Conn Smythe,1977,NHL,,
lemiema01,Hart,1987,NHL,,
samsose01,Calder,1997,NHL,,
jagrja01,First Team All-Star,2000,NHL,,RW
cookbu01,Second Team All-Star,1930,NHL,,LW
hullbo01,First Team All-Star,1969,NHL,,LW
brodema01,Jennings,1997,NHL,,
belivje01,First Team All-Star,1959,NHL,,C
kurrija01,First Team All-Star,1984,NHL,,RW
jonsske01,All-Rookie,1994,NHL,,D
kellyre01,First Team All-Star,1954,NHL,,D
coffepa01,First Team All-Star,1994,NHL,,D
leetcbr01,Norris,1991,NHL,,
eliaspa01,Plus-Minus,2000,NHL,tie,
roypa01,Jennings,1991,NHL,,
poilebu01,Second Team All-Star,1947,NHL,,RW
coffepa01,Second Team All-Star,1981,NHL,,D
popiepo01,Second Team All-Star,1974,WHA,,D
karlser01,First Team All-Star,2011,NHL,,D
staplpa01,Murphy,1973,WHA,Best Defenceman,
selante01,All-Rookie,1992,NHL,,RW
mahovfr01,Second Team All-Star,1963,NHL,,LW
leducri01,Second Team All-Star,1976,WHA,,C
lemiema01,Hart,1992,NHL,,
graharo02,Second Team All-Star,1975,WHA,,G
hejdumi01,Richard,2002,NHL,,
prongch01,All-Rookie,1993,NHL,,D
lilesjo01,All-Rookie,2003,NHL,,D
reschgl01,Masterton,1981,NHL,,
ratelje01,Lady Byng,1975,NHL,,
ovechal01,First Team All-Star,2008,NHL,,LW
siebeba01,Hart,1936,NHL,,
macinal01,Second Team All-Star,1988,NHL,,D
mikitst01,First Team All-Star,1965,NHL,,C
lemiema01,Pearson,1987,NHL,,
gretzwa01,Hart,1980,NHL,,
greente01,Second Team All-Star,1968,NHL,,D
neelyca01,Masterton,1993,NHL,,
bossymi01,Second Team All-Star,1984,NHL,,RW
bertuto01,First Team All-Star,2002,NHL,,RW
orrbo01,First Team All-Star,1968,NHL,,D
forsbpe01,First Team All-Star,2002,NHL,,C
backsra01,Calder,1958,NHL,,
harvedo01,Norris,1959,NHL,,
richabr01,Conn Smythe,2003,NHL,,
ovechal01,Pearson,2008,NHL,,
brodema01,Vezina,2007,NHL,,
howema01,Plus-Minus,1985,NHL,,
chelich01,Second Team All-Star,1990,NHL,,D
hallgl01,First Team All-Star,1959,NHL,,G
leachre01,Second Team All-Star,1975,NHL,,RW
leetcbr01,Second Team All-Star,1995,NHL,,D
esposto01,First Team All-Star,1969,NHL,,G
suterga01,Second Team All-Star,1987,NHL,,D
brodema01,Vezina,2006,NHL,,
shoreed01,First Team All-Star,1937,NHL,,D
orrbo01,Norris,1972,NHL,,
reisele02,Second Team All-Star,1950,NHL,,D
bergfni01,All-Rookie,2009,NHL,,F
lacroan01,First Team All-Star,1973,WHA,,C
sedinda01,Lindsay,2010,NHL,,
barbebi01,First Team All-Star,1975,NHL,,LW
