playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
,,bowieru01h,Russell,Bowie,,Russell,Dubbie,,,,P194503,,bowieru01,,,,,C,1880,8,24,Canada,QC,Montreal,1959,4,8,,,
vokouto01,,,Tomas,Vokoun,,Tomas,,72,195,R,18247,18609,vokouto01,1996,2011,,,G,1976,7,2,Czech Republic,,Karlovy Vary,,,,,,
preisto01,,,Tom,Preissing,,,,72,198,R,20861,49763,preisto01,2003,2009,,,D,1978,12,3,USA,MN,Rosemount,,,,,,
milleki01,,,Kip,Miller,,Kip Charles,,70,190,L,11123,3730,milleki01,1990,2003,,,C,1969,6,11,USA,MI,Lansing,,,,,,
labrada01,,,Dan,Labraaten,,Daniel,Rusty,72,190,R,13258,2884,labrada01,1978,1981,1976,1977,L,1951,6,9,Sweden,,Leksand,,,,,,
melande01,,,Dean,Melanson,,Dean C.,,71,190,R,11099,3660,melande01,1994,2001,,,D,1973,11,19,Canada,NS,Antigonish,,,,,,
tallaba01,,,Barry,Tallackson,,,,77,210,R,20528,61773,tallaba01,2005,2008,,,R,1983,4,14,USA,ND,Grafton,,,,,,
hryneti01,,,Tim,Hrynewich,,Timothy,,71,190,L,13020,6885,hryneti01,1982,1983,,,L,1963,10,2,Canada,ON,Leamington,,,,,,
zmoledo01,,,Doug,Zmolek,,Douglas Allan,,74,222,L,11796,5867,zmoledo01,1992,1999,,,D,1970,11,3,USA,MN,Rochester,,,,,,
fredrfr01,fredrfr01c,fredrfr01h,Frank,Fredrickson,,Frank Sigudor,,71,180,L,P195807,1779,fredrfr01,1926,1930,,,C,1895,6,11,Canada,MB,Winnipeg,1979,5,28,,,
lesuepe01,lesuepe01c,lesuepe01h,Percy,LeSueur,,Percy Helier,,67,150,L,P196106,3122,lesuepe01,,,,,G,1881,11,21,Canada,QC,Quebec City,1962,1,27,,,
herouyv01,,,Yves,Heroux,,Yves,,71,185,R,10637,2252,herouyv01,1986,1986,,,R,1965,4,27,Canada,QC,Terrebonne,,,,,,
maceash01,,,Shane,MacEachern,,Shane,,71,180,L,13457,3276,maceash01,1987,1987,,,C,1967,12,14,Canada,PE,Charlottetown,,,,,,
spaceja01,,,Jaroslav,Spacek,,Jaroslav,,71,204,L,16534,37533,spaceja01,1998,2011,,,D,1974,2,11,Czech Republic,,Rokycany,,,,,,
jonesji01,,,Jim,Jones,,James William,,70,185,L,13138,10288,jonesji01,1971,1971,1973,1973,D,1949,7,27,Canada,ON,Espanola,,,,,,
smidla01,,,Ladislav,Smid,,,,75,204,L,21267,71282,smidla01,2006,2011,,,D,1986,2,1,Czech Republic,,Frydlant,,,,,,
holstgr01,,,Greg,Holst,,Gregory,,70,170,L,12983,6621,holstgr01,1975,1977,,,C,1954,2,21,Canada,QC,Montreal,,,,,,
zharkvl01,,,Vladimir,Zharkov,,,,73,200,L,,92051,zharkvl01,2009,2011,,,R,1988,1,10,Russia,,Elektrostal,,,,,,
garnero01,,,Rob,Garner,,Robert William,,71,180,L,12685,6444,garnero01,1982,1982,,,C,1958,8,17,Canada,ON,Weston,,,,,,
stratgo01,,,Gord,Strate,,Gordon Lynn,,73,190,L,14468,11141,stratgo01,1956,1958,,,D,1935,5,28,Canada,AB,Edmonton,,,,,,
bordejp01,,,J.P.,Bordeleau,,Jean Paul,,73,175,R,12045,481,bordejp01,1969,1979,,,R,1949,6,13,Canada,QC,Rouyn-Noranda,,,,,,
mccreke01,,,Keith,McCreary,,Keith Vernon,,70,180,L,13609,3535,mccreke01,1961,1974,,,L,1940,6,19,Canada,ON,Sundridge,2003,12,9,,,
woollja01,,,Jason,Woolley,,Jason Douglas,,72,203,L,11766,3891,woollja01,1991,2005,,,D,1969,7,27,Canada,ON,Toronto,,,,,,
daskacl01,,,Cleon,Daskalakis,,Cleon,,69,175,L,18484,6180,daskacl01,1984,1986,,,G,1962,9,29,USA,MA,Boston,,,,,,
yorkha01,,,Harry,York,,Harry,,74,215,L,15183,21515,yorkha01,1996,1999,,,C,1974,4,16,Canada,AB,Ponoka,,,,,,
gossema01,,,Mario,Gosselin,,Mario,Goose,68,160,L,18275,1976,gossema01,1983,1993,,,G,1963,6,15,Canada,QC,Thetford Mines,,,,,,
giulije01,,,Jeff,Giuliano,,,,69,205,L,21870,45035,giulije01,2005,2007,,,L,1979,6,20,USA,NH,Nashua,,,,,,
seaboji01,,,Jim,Seaborn,,James Thomas,,74,210,R,,,,,,,,D,1892,,,Canada,MB,Winnipeg,,,,,,
motinjo01,,,Johan,Motin,,,,73,202,R,,98862,motinjo01,2009,2009,,,D,1989,10,10,Sweden,,Kariskoga,,,,,,
arnasty01,,,Tyler,Arnason,,,,71,204,L,17678,42531,arnasty01,2001,2008,,,C,1979,3,16,USA,OK,Oklahoma City,,,,,,
vorobvl01,,,Vladimir,Vorobiev,,Vladimir,,72,184,R,14836,22834,vorobvl01,1996,1998,,,R,1972,10,2,Russia,,Cherepovets,,,,,,
butensv01,,,Sven,Butenschon,,Sven,,76,215,L,10484,22895,butensv01,1997,2005,,,D,1976,3,22,Germany,,Itzehoe,,,,,,
balesmi01,,,Mike,Bales,,Michael Raymond,Baler,73,200,L,18211,182,balesmi01,1992,1996,,,G,1971,8,6,Canada,SK,Prince Albert,,,,,,
fridati01,,,Tim,Friday,,Timothy,,72,190,R,12651,9630,fridati01,1985,1985,,,D,1961,3,5,USA,CA,Burbank,,,,,,
ashtoro01,,,Ron,Ashton,,Ronald,,73,205,L,,8601,ashtoro01,,,1974,1974,L,1954,5,8,Canada,SK,Regina,,,,,,
caronjo01,,,Jordan,Caron,,,,74,202,,,,caronjo01,2010,2011,,,R,1990,11,2,Canada,QC,Sayabec,,,,,,
mastebi01,,,Bill,Masterton,,William,Bat,72,189,R,13562,12409,mastebi01,1967,1967,,,C,1938,8,13,Canada,MB,Winnipeg,1968,1,15,USA,MN,Bloomington
mcdonja01,,,Jack,McDonald,,John Patrick,,67,140,R,13623,29893,mcdonja01,1917,1921,,,L,1887,2,28,Canada,QC,Quebec City,1958,1,24,,,
podolja01,,,Jason,Podollan,,Jason,,73,198,R,10947,11394,podolja01,1996,2001,,,R,1976,2,18,Canada,BC,Vernon,,,,,,
mikulol01,,,Oleg,Mikulchik,,Oleg A.,,74,200,R,10295,5917,mikulol01,1993,1995,,,D,1964,6,27,Belarus,,Minsk,,,,,,
norwicr01,,,Craig,Norwich,,Craig Richard,,71,175,L,13864,4008,norwicr01,1979,1980,1977,1978,D,1955,12,15,USA,MN,Edina,,,,,,
constch01,,,Charles,Constantin,,Charles,,73,192,L,,10215,constch01,,,1974,1977,L,1954,4,30,Canada,QC,Montreal,,,,,,
roussbo01,,,Bobby,Rousseau,,Robert Joseph Jean Paul,,70,178,R,14184,4674,roussbo01,1960,1974,,,R,1940,7,26,Canada,QC,Montreal,,,,,,
fortida01,,,Dave,Fortier,,David Edward,,71,190,L,12630,1744,fortida01,1972,1976,1977,1977,D,1951,6,17,Canada,ON,Sudbury,,,,,,
ledyagr01,,,Grant,Ledyard,,Grant S.,Granville,74,195,L,10924,3067,ledyagr01,1984,2001,,,D,1961,11,19,Canada,MB,Winnipeg,,,,,,
leonage01,,,George,Leonard,,George Joseph Arthur,,68,150,R,,,,,,,,C,1884,8,27,Canada,QC,Quebec City,,,,,,
travepa01,,,Patrick,Traverse,,Patrick,,76,207,L,11656,6397,travepa01,1995,2005,,,D,1974,3,14,Canada,QC,Montreal,,,,,,
daniesc01,,,Scott,Daniels,,Scott,,75,215,L,10340,1251,daniesc01,1992,1998,,,L,1969,9,19,Canada,SK,Mistawasis,,,,,,
heaslma01,,,Mark,Heaslip,,Mark Patrick,,70,190,R,12893,2218,heaslma01,1976,1978,,,R,1951,12,26,USA,MN,Duluth,,,,,,
prestri01,,,Rich,Preston,,Richard John,Cool Hand Luke,72,185,R,14038,4380,prestri01,1979,1986,1974,1978,R,1952,5,22,Canada,SK,Regina,,,,,,
radulal01,,,Alexander,Radulov,,,,73,188,L,21273,77322,radulal01,2006,2011,,,R,1986,7,5,Russia,,Nizhny Tagil,,,,,,
perrema01,,,Mathieu,Perreault,,,,70,174,L,,89510,perrema01,2009,2011,,,C,1988,1,5,Canada,QC,Drummondville,,,,,,
,,bainda01h,Dan,Bain,,Donald Henderson,,,,,P194501,,bainda01,,,,,C,1874,2,14,Canada,ON,Belleville,1962,8,15,,,
kearnbr01,,,Bracken,Kearns,,,,72,190,,,,kearnbr01,2011,2011,,,C,1981,5,12,,,,,,,,,
woywije01,,,Jeff,Woywitka,,,,74,209,L,20146,50710,woywije01,2005,2011,,,D,1983,9,1,Canada,AB,Vermilion,,,,,,
marapa01,,,Paul,Mara,,Paul,,76,219,L,15086,24722,marapa01,1998,2010,,,D,1979,9,7,USA,NJ,Ridgewood,,,,,,
,garvite01c,,Ted,Garvin,,Frederick Allen,,,,,,14478,garvite99c,,,,,,1923,8,20,Canada,ON,Sarnia,,,,,,
andersh01,,,Shawn,Anderson,,Shawn Stephen,,73,200,L,10024,74,andersh01,1986,1994,,,D,1968,2,7,Canada,QC,Montreal,,,,,,
vonarre01,,,Reto,Von Arx,,,,70,190,L,19829,32700,vonarre01,2000,2000,,,L,1976,9,13,Switzerland,,Egerkingen,,,,,,
,,scapira01h,Ray,Scapinello,,Raymond Angelo Joseph,Scampy,,,,O200801,,,,,,,,1946,11,5,Canada,ON,Glen Christie,,,,,,
capuaja01,capuaja01c,,Jack,Capuano,,Jack (Jr.),,74,210,L,10217,807,capuaja01,1989,1991,,,D,1966,7,7,USA,RI,Cranston,,,,,,
blouisy01,,,Sylvain,Blouin,,Sylvain Lucien,,74,215,L,14966,14111,blouisy01,1996,2002,,,L,1974,5,21,Canada,QC,Montreal,,,,,,
carteje01,,,Jeff,Carter,,,,75,200,R,20914,59691,carteje01,2005,2011,,,C,1985,1,1,Canada,ON,London,,,,,,
baumgke01,,,Ken,Baumgartner,,Kenneth James,The Bomber,73,205,L,10075,246,baumgke01,1987,1998,,,L,1966,3,11,Canada,MB,Flin Flon,,,,,,
engelje01,,,Jerry,Engele,,Jerome Wilfred,,72,197,L,12549,6623,engelje01,1975,1977,,,D,1950,11,26,Canada,SK,Carmel,,,,,,
suikkka01,,,Kai,Suikkanen,,Kai,,74,205,L,14476,6574,suikkka01,1981,1982,,,L,1959,6,29,Finland,,Parkano,,,,,,
faheytr01,,,Trevor,Fahey,,John Trevor,,73,175,L,12565,10016,faheytr01,1964,1964,,,L,1944,1,4,Canada,NS,New Waterford,,,,,,
boydji01,,,Jim,Boyd,,James Patrick,,69,180,L,,8346,boydji01,,,1974,1976,C,1949,6,4,Canada,AB,Calgary,,,,,,
smithbr03,,,Brad,Smith,,Brad Allan,,73,195,R,14352,5025,smithbr03,1978,1986,,,R,1958,4,13,Canada,ON,Windsor,,,,,,
