playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
andrell01,1921,TRS,NHL,F,5,2,0,2,3
stewane01,1925,MTM,NHL,C,4,6,1,7,14
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
camerha01,1921,TRS,NHL,D,4,0,2,2,11
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
smithto01,1912,QU1,NHA,L,3,4,0,4,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
mackami01,1920,VML,PCHA,C,5,0,1,1,0
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
clancki01,1922,OTS,NHL,D,6,1,0,1,4
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
stackte01,1921,TRS,NHL,D,4,0,0,0,0
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
morenho01,1924,MTL,NHL,C,4,4,1,5,4
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
crawfru01,1923,CAT,WCHL,L,2,0,0,0,0
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
cookll01,1914,VML,PCHA,D,3,3,0,3,9
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
rossar01,1914,OT1,NHA,D,3,0,0,0,12
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
mackami01,1921,VML,PCHA,L,5,1,0,1,6
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
mackami01,1917,VML,PCHA,C,5,5,5,10,12
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
dyeba01,1921,TRS,NHL,R,5,9,1,10,3
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
gerared01,1921,TRS,NHL,D,1,0,0,0,0
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
