year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2003,NHL,TBL,24,10,4.0,3,22,12,4.0,3,,,,,6,0,1,0,5,4,3,1,4,9,2,0,11.0,3.0,0.0,2,9.0,1.0,1.0,2,10,4,1,1,1,1,0,0
1991,NHL,BUF,22,13,5.0,,9,24,7.0,,,,,,4,6,1,,5,6,2,,3,7,3,,8.0,3.0,3.0,,4.0,7.0,1.0,,6,6,2,,1,2,0,
1991,NHL,EDM,22,13,5.0,,14,21,5.0,,,,,,5,6,2,,3,7,2,,7,5,2,,5.0,8.0,1.0,,9.0,3.0,0.0,,6,4,3,,1,1,0,
1983,NHL,DET,18,20,2.0,,13,22,5.0,,,,,,4,3,2,,6,8,0,,4,9,2,,3.0,9.0,1.0,,8.0,4.0,2.0,,6,8,0,,0,1,0,
1923,PCHA,VC1,7,6,0.0,,4,12,1.0,,,,,,,,,,3,2,0,,3,5,0,,3.0,4.0,0.0,,2.0,7.0,1.0,,,,,,,,,
1972,WHA,OTN,21,15,3.0,,14,24,1.0,,,,,,5,4,0,,5,6,1,,6,8,2,,3.0,11.0,0.0,,6.0,7.0,1.0,,10,2,0,,0,1,0,
1941,NHL,TOR,18,6,0.0,,9,12,3.0,,,,,,,,,,8,2,0,,6,5,0,,4.0,4.0,2.0,,6.0,2.0,1.0,,3,5,0,,,,,
1967,NHL,BOS,22,9,6.0,,15,18,4.0,,,,,,5,1,1,,8,4,1,,6,6,2,,5.0,7.0,2.0,,6.0,4.0,4.0,,7,5,0,,,,,
2000,NHL,MIN,14,13,10.0,4,11,26,3.0,1,,,,,2,7,3,0,5,7,1,1,5,3,3,1,6.0,5.0,1.0,1,4.0,7.0,0.0,0,2,8,4,2,1,2,1,0
1979,NHL,STL,20,13,7.0,,14,21,5.0,,,,,,3,4,3,,5,9,1,,5,5,2,,8.0,3.0,3.0,,6.0,4.0,1.0,,4,9,2,,3,0,0,
2005,NHL,TOR,26,12,,3,15,21,,5,,,,,6,4,,2,8,5,,1,8,5,,0,3.0,8.0,,2,2.0,4.0,,0,7,6,,1,7,1,,2
1917,PCHA,SEA,8,1,0.0,,3,6,0.0,,,,,,,,,,,,,,,,,,5.0,3.0,0.0,,4.0,3.0,0.0,,2,1,0,,,,,
1926,NHL,DTC,6,15,1.0,,6,13,3.0,,,,,,,,,,3,2,0,,2,6,1,,3.0,8.0,1.0,,2.0,6.0,0.0,,2,6,2,,,,,
1912,NHA,QU1,8,2,0.0,,8,2,0.0,,,,,,,,,,,,,,2,0,0,,4.0,4.0,0.0,,8.0,0.0,0.0,,2,0,0,,,,,
1989,NHL,NYR,20,11,9.0,,16,20,4.0,,,,,,8,2,3,,5,7,1,,2,9,3,,5.0,4.0,3.0,,9.0,3.0,1.0,,7,5,2,,0,1,0,
1957,NHL,CHI,15,17,3.0,,9,22,4.0,,,,,,4,4,1,,3,7,3,,3,7,2,,7.0,6.0,0.0,,3.0,8.0,0.0,,4,7,1,,,,,
1988,NHL,WIN,17,18,5.0,,9,24,7.0,,,,,,3,4,2,,6,4,2,,5,6,3,,4.0,8.0,2.0,,3.0,9.0,1.0,,4,11,2,,1,0,0,
2009,NHL,AND,25,11,,5,14,21,,6,,,,,4,6,,2,6,5,,2,6,6,,3,9.0,6.0,,0,5.0,2.0,,0,7,6,,1,2,1,,3
2009,NHL,CAL,20,17,,4,20,15,,6,,,,,7,4,,1,10,2,,2,6,6,,2,4.0,8.0,,3,3.0,3.0,,1,9,6,,0,1,3,,1
1971,NHL,VAN,14,20,5.0,,6,30,3.0,,,,,,4,7,2,,3,7,2,,2,8,0,,5.0,6.0,1.0,,2.0,12.0,1.0,,3,10,2,,1,0,0,
1919,NHL,MTL,8,4,0.0,,5,7,0.0,,,,,,,,,,,,,,1,2,0,,7.0,2.0,0.0,,3.0,5.0,0.0,,2,2,0,,,,,
1931,NHL,NYR,13,7,4.0,,10,10,4.0,,,,,,,,,,5,1,1,,6,1,3,,7.0,5.0,1.0,,2.0,5.0,2.0,,3,5,1,,,,,
1979,NHL,BUF,27,5,8.0,,20,12,8.0,,,,,,6,3,2,,9,3,1,,10,4,0,,7.0,3.0,3.0,,7.0,3.0,3.0,,4,1,7,,4,0,0,
1946,NHL,NYR,11,14,5.0,,11,18,1.0,,,,,,2,2,1,,3,8,1,,4,5,3,,7.0,4.0,0.0,,4.0,5.0,1.0,,2,8,0,,,,,
1924,NHL,MTM,5,8,2.0,,4,11,0.0,,,,,,,,,,,,,,4,4,1,,4.0,5.0,1.0,,1.0,7.0,0.0,,0,3,0,,,,,
2001,NHL,EDM,23,14,4.0,0,15,14,8.0,4,,,,,9,4,1,0,7,3,2,1,5,6,3,1,4.0,7.0,3.0,0,1.0,4.0,1.0,0,9,2,2,1,3,2,0,1
1978,WHA,SOV,0,0,0.0,,4,1,1.0,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,
2005,NHL,ATL,24,13,,4,17,20,,4,,,,,3,8,,0,7,4,,3,6,5,,3,7.0,7.0,,0,3.0,2.0,,0,9,5,,0,6,2,,2
1982,NHL,CAL,21,12,7.0,,11,22,7.0,,,,,,4,7,2,,5,6,3,,5,7,2,,7.0,5.0,0.0,,5.0,5.0,2.0,,6,4,4,,0,0,1,
1978,NHL,PIT,23,12,5.0,,13,19,8.0,,,,,,1,6,2,,5,7,1,,9,2,4,,5.0,7.0,1.0,,6.0,3.0,1.0,,8,4,4,,2,2,0,
