year,hofid,name,category
1949,bainda01h,Dan Bain,Player
1986,boivile01h,Leo Boivin,Player
1947,bowieru01h,Russell Bowie,Player
1958,fredrfr01h,Frank Fredrickson,Player
1961,lesuepe01h,Percy LeSueur,Player
1962,ruttaja01h,Jack Ruttan,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1962,hernri01h,Riley Hern,Player
1947,joliaau01h,Aurel Joliat,Player
2001,gartnmi01h,Mike Gartner,Player
1980,worslgu01h,Gump Worsley,Player
1962,walshma01h,Marty Walsh,Player
2009,yzermst01h,Steve Yzerman,Player
1964,diliofr01h,Francis Dilio,Builder
1960,adamsch01h,Charles Adams,Builder
1971,sawchte01h,Terry Sawchuk,Player
2008,andergl01h,Glenn Anderson,Player
2001,hawerda01h,Dale Hawerchuk,Player
1962,hylanha01h,Harry Hyland,Player
1985,cheevge01h,Gerry Cheevers,Player
1952,mackami01h,Mickey MacKay,Player
1960,bouchge01h,Georges Boucher,Player
1965,howesy01h,Syd Howe,Player
1985,mariujo01h,John Mariucci,Builder
1992,mathefr01h,Frank Mathers,Builder
1965,lockhth01h,Tommy Lockhart,Builder
1986,keonda01h,Dave Keon,Player
1966,campbcl01h,Clarence Campbell,Builder
1989,lewishe01h,Herbie Lewis,Player
1964,siebeba01h,Babe Siebert,Player
1984,lemaija01h,Jacques Lemaire,Player
1962,huttobo01h,Bowse Hutton,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1970,johnsto01h,Tom Johnson,Player
1964,durnabi01h,Bill Durnan,Player
1945,mcgeefr01h,Frank McGee,Player
1945,gardich01h,Charlie Gardiner,Player
2011,belfoed01h,Ed Belfour,Player
1945,bakerho01h,Hobey Baker,Player
1971,robergo02h,Gord Roberts,Player
2004,bourqra01h,Raymond Bourque,Player
1964,campban01h,Angus Campbell,Builder
1985,pilouru01h,Rudy Pilous,Builder
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1988,parkbr01h,Brad Park,Player
2006,brookhe01h,Herb Brooks,Builder
2001,kurrija01h,Jari Kurri,Player
1983,mikitst01h,Stan Mikita,Player
1993,lapraed01h,Edgar Laprade,Player
1989,sittlda01h,Darryl Sittler,Player
1958,conneal01h,Alec Connell,Player
2011,gilmodo01h,Doug Gilmour,Player
1999,gretzwa01h,Wayne Gretzky,Player
1988,oconnbu01h,Buddy O'Connor,Player
1997,sathegl01h,Glen Sather,Builder
1984,parenbe01h,Bernie Parent,Player
1991,bowmasc01h,Scotty Bowman,Builder
2003,lafonpa01h,Pat LaFontaine,Player
1963,gormato01h,Tommy Gorman,Builder
1984,milfoja01h,Jake Milford,Builder
1972,holmeha01h,Hap Holmes,Player
1950,davidal01h,Scotty Davidson,Player
1974,dundeto01h,Tommy Dunderdale,Player
1945,vezinge01h,Georges Vezina,Player
2007,gregoji01h,Jim Gregory,Builder
1993,grifffr01h,Frank Griffiths,Builder
2001,patricr01h,Craig Patrick,Builder
2007,stevesc01h,Scott Stevens,Player
1976,rossph01h,Philip Ross,Builder
1966,blaketo01h,Toe Blake,Player
2002,federbe01h,Bernie Federko,Player
1965,scanlfr01h,Fred Scanlon,Player
1947,nelsofr01h,Francis Nelson,Builder
2006,roypa01h,Patrick Roy,Player
1982,ullmano01h,Norm Ullman,Player
1993,shuttst01h,Steve Shutt,Player
1945,allanmo01h,Montagu Allan,Builder
1961,richama01h,Maurice Richard,Player
1961,appssy01h,Syl Apps,Player
1959,adamsja01h,Jack Adams,Player
1962,noblere01h,Reg Noble,Player
