name,id,award,year,lgid,note
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
David Poile,,Patrick,2000,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Max McNab,mcnabma01,Patrick,1997,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Harry Sinden,sindeha01c,Patrick,1998,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Gary Bettman,,Patrick,2000,NHL,
Jerry York,,Patrick,2009,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Bob Naegele,,Patrick,2007,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Phil Esposito,esposph01,Patrick,1977,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Bob Fleming,,Patrick,1994,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Fred Cusick,,Patrick,1987,NHL,
Jim Devellano,,Patrick,2008,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Bruce McNall,,Patrick,1992,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Cammi Granato,,Patrick,2006,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Gil Stein,,Patrick,1992,NHL,
Donald Clark,,Patrick,1974,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Stan Fischler,,Patrick,2006,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Art Berglund,,Patrick,1991,NHL,
Ray Miron,,Patrick,2003,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
John Mayasich,,Patrick,1997,NHL,
Peter Karmanos,,Patrick,1997,NHL,
John Halligan,,Patrick,2006,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Jack Parker,,Patrick,2009,NHL,
John MacInnes,,Patrick,1985,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
George Leader,,Patrick,1975,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Eddie Shore,shoreed01,Patrick,1969,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
