playerid,year,stint,tmid,s,g,gdg
hortona01,2009,1,FLO,8,2,1
oreilry01,2011,1,COL,2,5,2
nashri01,2007,1,CBS,10,4,2
bergfni01,2010,1,ATL,2,0,0
recchma01,2005,1,PIT,3,0,0
alfreda01,2010,1,OTT,3,0,0
pruchpe01,2008,2,PHO,1,0,0
mielean01,2011,1,PHO,0,1,0
kobasch01,2007,1,BOS,3,0,0
jeffrdu01,2010,1,PIT,1,1,1
hortona01,2006,1,FLO,7,2,1
gaborma01,2011,1,NYR,4,7,1
richabr01,2007,2,DAL,1,1,0
schrero01,2008,1,EDM,1,0,0
parkri01,2007,1,NYI,5,2,2
gonchse01,2007,1,PIT,1,0,0
ruutuja01,2005,1,VAN,4,2,1
nasluma02,2007,1,VAN,5,1,0
kubalto01,2010,1,CBS,1,0,0
hamilje01,2006,1,CHI,10,5,0
mooredo01,2011,2,SJS,0,1,0
sedinda01,2008,1,VAN,2,0,0
nasluma02,2008,1,NYR,12,5,1
smythry01,2007,1,COL,3,1,1
bouwmja01,2007,1,FLO,1,0,0
ballake01,2007,1,PHO,2,0,0
pisanfe01,2009,1,EDM,1,0,0
krejcda01,2008,1,BOS,3,1,0
fishemi01,2008,1,OTT,5,2,2
brodzky01,2009,1,MIN,1,0,0
sharppa01,2008,1,CHI,4,1,0
ryanbo01,2009,1,AND,2,0,0
zajactr01,2008,1,NJD,1,1,1
metrogl01,2007,1,BOS,1,0,0
macarcl01,2008,1,BUF,1,0,0
erikslo01,2008,1,DAL,5,1,0
sturmma01,2009,1,BOS,2,1,0
bergfni01,2010,2,FLO,1,0,0
tlustji01,2011,1,CAR,0,1,0
fleisto01,2005,1,WAS,2,0,0
perroda01,2007,1,STL,5,0,0
sullist01,2008,1,NAS,6,1,1
streima01,2007,1,MTL,2,0,0
ovechal01,2011,1,WAS,3,8,0
perryco01,2008,1,AND,10,5,2
giroucl01,2009,1,PHI,5,3,2
murragl01,2005,1,BOS,5,1,0
kopitan01,2007,1,LAK,8,3,0
prongch01,2006,1,AND,1,0,0
drurych01,2006,1,BUF,1,0,0
bochebr01,2006,1,CHI,1,0,0
alfreda01,2006,1,OTT,2,0,0
cassean01,2005,1,WAS,2,1,0
ponikal01,2006,1,TOR,7,0,0
kulemni01,2008,1,TOR,9,3,1
niedero01,2006,1,AND,2,0,0
anisiar01,2010,1,NYR,5,1,1
paveljo01,2011,1,SJS,4,10,2
seminal01,2008,1,WAS,7,3,2
zajactr01,2006,1,NJD,4,1,1
jonesbl01,2011,2,CAL,1,2,0
moreaet01,2007,1,EDM,1,0,0
eliaspa01,2008,1,NJD,7,3,1
nealja01,2008,1,DAL,7,5,2
suttebr03,2011,1,CAR,0,1,0
tkachke01,2008,1,STL,1,0,0
rolstbr01,2007,1,MIN,5,1,0
kubinpa01,2007,1,TOR,1,0,0
