constructorid,constructorref,name,nationality,url
2,bmw_sauber,BMW Sauber,Немецкий,http://en.wikipedia.org/wiki/BMW_Sauber
3,Уильямы,Уильямс,Британские,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
6,ferrari,Феррари,Итальянский,http://en.wikipedia.org/wiki/Scuderia_Ferrari
7,Toyota,Тойота,Японский,http://en.wikipedia.org/wiki/Toyota_Racing
8,супер_aguri,Супер Агури,Японский,http://en.wikipedia.org/wiki/Super_Aguri_F1
14,Spyker_mf1,Спайкер MF1,Датч,http://en.wikipedia.org/wiki/Midland_F1_Racing
18,Минарди,Минарди,Итальянский,http://en.wikipedia.org/wiki/Minardi
30,Мирный,Тихоокеанский регион,Британские,http://en.wikipedia.org/wiki/Pacific_Racing
41,Лейтон,Лейтон Хаус,Британские,http://en.wikipedia.org/wiki/Leyton_House
49,Скорость зачистки,Закскорость,Немецкий,http://en.wikipedia.org/wiki/Zakspeed
51,Alfa,Alfa Romeo,Итальянский,http://en.wikipedia.org/wiki/Alfa_Romeo_(Формула_One)
56,fittipaldi,Фиттипальди,Бразилия,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
59,Волк,Волк,Канада,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
62,Ребак,Противоречие,Мексика,http://en.wikipedia.org/wiki/Rebaque
65,Мартини,Мартини,Французский,http://en.wikipedia.org/wiki/Martini_(кары)
72,Койма,Kojima,Японский,http://en.wikipedia.org/wiki/Kojima_Engineering
74,Маки,Маки,Японский,http://en.wikipedia.org/wiki/Maki_(кари)
78,Амон,Амон,Новая Зеландия,http://en.wikipedia.org/wiki/Amon_(Formula_One_team)
80,iso_marlboro,Изо Марлборо,Британские,http://en.wikipedia.org/wiki/Iso_Marlboro
82,Матра,Матра,Французский,http://en.wikipedia.org/wiki/Matra
86,Томасо,Де Томасо,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
97,Гилби,Гилби,Британские,http://en.wikipedia.org/wiki/Gilby
100,enb,ENB,Бельгия,http://en.wikipedia.org/wiki/Ecurie_Nationale_Belge
101,jbw,JBW,Британские,http://en.wikipedia.org/wiki/JBW
109,Филлипсы,Филлипс,Американцы,http://en.wikipedia.org/wiki/Phillips_ (constructor)
110,Лесовский,Лесовский,Американцы,http://en.wikipedia.org/wiki/Lesovsk
116,эвинг,Ювинг,Американцы,http://en.wikipedia.org/wiki/Ewing_ (constructor)
117,Aston_martin,Астон Мартин,Британские,http://en.wikipedia.org/wiki/Aston_Martin
122,Саттон,Саттон,Американцы,http://en.wikipedia.org/wiki/Satton_ (constructor)
129,Стивенс,Стивенс,Американцы,http://en.wikipedia.org/wiki/Stevens_ (constructor)
136,Панкратц,Панкратц,Американцы,http://en.wikipedia.org/wiki/Pankratz
143,Дель_рой,Дель Рой,Американцы,http://en.wikipedia.org/wiki/Del_Roy
144,veritas,Веритас,Немецкий,http://en.wikipedia.org/wiki/Veritas_ (constructor)
161,Адамс,Адамс,Американцы,http://en.wikipedia.org/wiki/Adams_(constructor)
163,Милано,Милано,Итальянский,http://en.wikipedia.org/wiki/Scuderia_Milano
174,Де-томасо-оска,Де Томасо-Оска,Итальянский,http://en.wikipedia.org/wiki/De_Tomaso
180,Лотос-форд,Лотос-Форд,Британские,http://en.wikipedia.org/wiki/Team_Lotus
181,брабам-брубм,Брэбхам-БрМ,Британские,http://en.wikipedia.org/wiki/Brabham
183,brabham-climax,Брэбхам-Климакс,Британские,http://en.wikipedia.org/wiki/Brabham
193,Копер-отцы,&lt; &lt; Купер-АТС &gt; &gt;,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
195,Копер-брубка,&lt; &lt; Купер-БРМ &gt; &gt;,Британские,http://en.wikipedia.org/wiki/Cooper_Car_Company
