corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
37,Corp. Driven QuestsInc., , ,,,,,2004-10-12T10:41:26,1,
59,Corp. Famous Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
164,Corp. Giant NeedleworkCo., , ,,,,,2004-10-12T10:41:26,8,
206,Corp. Apex PetroleumCorp., , ,,,,,2004-10-12T10:41:26,6,
208,Corp. Apex RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,4,
219,Corp. Boston Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,4,
225,Corp. Computer OperaCorp., , ,,,,,2004-10-12T10:41:26,7,
230,Corp. Computer TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
320,Corp. Boston TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
349,Corp. Expert Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,3,
381,Corp. Imperial Key StonesLtd., , ,,,,,2004-10-12T10:41:26,4,
420,Corp. Boston TransitAg., , ,,,,,2004-10-12T10:41:26,7,
446,Corp. Expert PetroleumAg., , ,,,,,2004-10-12T10:41:26,6,
449,Corp. Expert Sail MakersAg., , ,,,,,2004-10-12T10:41:26,5,
472,Corp. Humble LightingAg., , ,,,,,2004-10-12T10:41:26,4,
485,Corp. Imperial OperaAg., , ,,,,,2004-10-12T10:41:26,1,
497,Corp. Just QuestsAg., , ,,,,,2004-10-12T10:41:26,4,
233,Corp. Driven MachineryCorp., , ,,,,,2004-10-12T10:41:26,2,
301,Corp. Apex Key StonesLtd., , ,,,,,2004-10-12T10:41:26,5,
303,Corp. Apex MachineryLtd., , ,,,,,2004-10-12T10:41:26,8,
391,Corp. Just Key StonesLtd., , ,,,,,2004-10-12T10:41:26,4,
450,Corp. Expert TransitAg., , ,,,,,2004-10-12T10:41:26,2,
462,Corp. Giant LightingAg., , ,,,,,2004-10-12T10:41:26,7,
471,Corp. Humble Key StonesAg., , ,,,,,2004-10-12T10:41:26,2,
476,Corp. Humble PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
97,Corp. Just QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
163,Corp. Giant MachineryCo., , ,,,,,2004-10-12T10:41:26,6,
327,Corp. Computer QuestsLtd., , ,,,,,2004-10-12T10:41:26,7,
332,Corp. Driven LightingLtd., , ,,,,,2004-10-12T10:41:26,7,
345,Corp. Expert OperaLtd., , ,,,,,2004-10-12T10:41:26,1,
373,Corp. Humble MachineryLtd., , ,,,,,2004-10-12T10:41:26,4,
383,Corp. Imperial MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
403,Corp. Apex MachineryAg., , ,,,,,2004-10-12T10:41:26,3,
426,Corp. Computer PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
452,Corp. Famous LightingAg., , ,,,,,2004-10-12T10:41:26,2,
486,Corp. Imperial PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
483,Corp. Imperial MachineryAg., , ,,,,,2004-10-12T10:41:26,6,
