charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1859776,7296,500,8,1999-10-01T10:48:12,1390.0,27296,
639963,9911,309,6,1999-09-17T10:46:41,813.0,29911,
650703,9170,480,3,1999-10-05T10:47:31,627.0,29170,
49031,8962,470,10,1999-07-28T10:47:24,2978.0,8962,
958963,9786,467,3,1999-10-04T10:48:08,556.0,29786,
1273827,8529,231,4,1999-09-28T10:49:18,3460.0,28529,
1727827,6742,485,2,1999-07-05T10:45:45,3530.0,6742,
1053666,1879,500,9,1999-07-21T10:47:45,1533.0,1879,
1766913,7808,500,5,1999-06-23T10:48:45,3598.0,7808,
50791,5038,472,5,1999-09-05T10:47:32,952.0,15038,
1845500,7403,495,5,1999-07-18T10:47:07,1966.0,7403,
769186,9187,491,5,1999-10-03T10:48:56,3643.0,29187,
1620784,8596,496,2,1999-08-24T10:45:11,3090.0,18596,
1241571,9086,439,5,1999-08-12T10:46:49,1358.0,9086,
1908323,7577,498,3,1999-06-26T10:44:15,32.0,7577,
701725,9259,316,3,1999-08-14T10:43:45,2350.0,19259,
975325,6919,480,3,1999-09-15T10:49:25,2156.0,26919,
788446,6508,376,9,1999-07-07T10:50:26,4411.0,6508,
1203726,7672,500,8,1999-08-10T10:43:54,1462.0,7672,
1452101,9557,465,8,1999-07-11T10:47:38,4744.0,9557,
1250821,7531,500,3,1999-06-25T10:47:32,1524.0,7531,
1788830,8545,469,10,1999-09-27T10:50:28,455.0,28545,
891321,9158,467,10,1999-09-25T10:50:39,4200.0,29158,
1367354,3070,424,5,1999-06-16T10:48:47,1594.0,3070,
1646912,7845,494,9,1999-08-08T10:47:14,4031.0,7845,
1207963,8634,484,8,1999-06-23T10:44:12,3392.0,8634,
1479409,9837,500,3,1999-09-09T10:49:44,3253.0,19837,
579928,9930,457,10,1999-08-16T10:49:46,785.0,19930,
1343607,8951,485,3,1999-09-06T10:46:58,4726.0,18951,
1310680,4688,496,5,1999-06-19T10:44:25,3160.0,4688,
771817,8872,499,10,1999-10-03T10:49:08,540.0,28872,
1113453,4463,479,6,1999-08-17T10:44:37,2753.0,14463,
1354599,7227,491,10,1999-07-03T10:47:49,4067.0,7227,
1779138,9102,500,7,1999-09-02T10:49:43,1221.0,19102,
1129964,9726,442,4,1999-08-05T10:45:55,3155.0,9726,
820738,6167,338,9,1999-06-29T10:45:11,4361.0,6167,
1253968,6835,468,3,1999-07-14T10:47:46,4590.0,6835,
646357,7321,438,7,1999-08-08T10:47:11,4329.0,7321,
1982937,8196,442,5,1999-08-09T10:50:00,1741.0,8196,
1178575,5068,438,3,1999-07-19T10:49:40,4278.0,5068,
954047,9509,375,2,1999-06-28T10:47:47,1331.0,9509,
50203,8894,403,3,1999-08-12T10:47:29,3219.0,8894,
1054272,8645,490,9,1999-06-25T10:47:48,14.0,8645,
1451059,7555,333,7,1999-09-26T10:47:33,2647.0,27555,
736641,4721,477,3,1999-09-02T10:46:27,1603.0,14721,
741975,8023,499,4,1999-08-01T10:46:51,2513.0,8023,
1171509,8677,285,8,1999-07-09T10:49:07,1359.0,8677,
806709,5435,455,7,1999-07-17T10:44:07,4645.0,5435,
533433,9825,488,5,1999-08-22T10:46:12,4299.0,19825,
1159520,5367,468,5,1999-09-03T10:48:11,1224.0,15367,
1598286,6667,494,6,1999-10-04T10:51:12,2122.0,26667,
3032,9811,325,8,1999-09-11T10:43:51,3541.0,19811,
810938,8877,491,2,1999-10-11T10:44:26,1678.0,28877,
513815,9032,334,8,1999-07-24T10:44:39,1320.0,9032,
662183,3928,486,10,1999-09-16T10:48:23,6.0,23928,
1700426,3064,439,7,1999-07-08T10:43:40,4786.0,3064,
707919,2353,356,5,1999-07-01T10:44:12,4810.0,2353,
98213,8340,500,9,1999-09-16T10:51:12,2236.0,28340,
1397620,7591,479,4,1999-07-19T10:51:09,1207.0,7591,
1033445,8872,463,3,1999-06-26T10:46:12,4437.0,8872,
1359842,9054,481,4,1999-06-18T10:48:12,2915.0,9054,
1970402,6019,461,8,1999-07-07T10:49:02,1622.0,6019,
1028781,6189,500,6,1999-10-13T10:45:49,1507.0,0,
1928531,7894,195,9,1999-07-15T10:45:48,2352.0,7894,
1065350,9100,201,6,1999-10-06T10:48:38,193.0,29100,
1587480,8209,500,5,1999-08-16T10:50:22,1728.0,18209,
742834,8324,339,10,1999-08-17T10:46:55,2024.0,18324,
955954,8794,361,10,1999-07-03T10:47:55,932.0,8794,
1089222,8264,345,6,1999-08-22T10:50:30,238.0,18264,
1080748,9152,498,9,1999-06-18T10:49:50,26.0,9152,
635277,9922,433,4,1999-08-21T10:46:20,1346.0,19922,
585873,8325,340,7,1999-08-10T10:50:14,1834.0,8325,
1122122,6798,362,6,1999-07-04T10:45:17,4255.0,6798,
1663765,5716,448,7,1999-08-25T10:48:30,541.0,15716,
1434979,6628,491,2,1999-07-10T10:46:18,2773.0,6628,
1202503,7888,411,6,1999-09-11T10:43:48,4171.0,17888,
1166306,9861,420,7,1999-09-26T10:48:43,4496.0,29861,
1125281,9335,491,10,1999-09-26T10:45:33,4002.0,29335,
1007843,9484,397,5,1999-08-09T10:44:12,3813.0,9484,
583674,7365,494,7,1999-07-30T10:50:04,1604.0,7365,
1229308,9841,189,6,1999-06-25T10:45:52,4587.0,9841,
93287,4992,368,8,1999-09-16T10:50:49,4316.0,24992,
961458,8870,435,6,1999-08-14T10:48:20,4535.0,18870,
720313,9370,472,6,1999-07-09T10:45:09,2867.0,9370,
1927621,8880,463,7,1999-08-06T10:45:44,1415.0,8880,
1459436,9962,289,3,1999-06-26T10:48:10,504.0,9962,
1290115,9774,498,4,1999-06-16T10:50:34,4818.0,9774,
1069504,4423,372,6,1999-08-07T10:48:58,4281.0,4423,
955590,6237,500,2,1999-08-24T10:47:53,1595.0,16237,
40448,6685,412,9,1999-07-29T10:46:44,2325.0,6685,
73193,8765,499,2,1999-06-27T10:49:15,1820.0,8765,
528212,9338,482,8,1999-09-04T10:45:47,607.0,19338,
1994258,9153,497,4,1999-06-20T10:50:53,2573.0,9153,
1825756,9414,495,5,1999-06-26T10:45:35,87.0,9414,
1052777,5304,293,3,1999-09-08T10:47:41,1314.0,15304,
977557,8808,498,8,1999-06-17T10:49:35,2200.0,8808,
1580208,9132,405,3,1999-09-25T10:49:48,2026.0,29132,
