id,season,team_id1,team_id2,pred,team_id1_wins,team_id2_wins
2012_1246_1443,2012,1246,1443,0.5,1,0
2012_1196_1266,2012,1196,1266,0.5,1,0
2011_1336_1396,2011,1336,1396,0.5,0,1
2014_1113_1400,2014,1113,1400,0.5,0,1
2011_1266_1314,2011,1266,1314,0.5,0,1
2012_1314_1325,2012,1314,1325,0.5,1,0
2013_1160_1228,2013,1160,1228,0.5,0,1
2013_1143_1393,2013,1143,1393,0.5,0,1
2012_1217_1435,2012,1217,1435,0.5,0,1
2012_1276_1325,2012,1276,1325,0.5,0,1
2012_1393_1421,2012,1393,1421,0.5,1,0
2014_1110_1458,2014,1110,1458,0.5,0,1
2011_1276_1397,2011,1276,1397,0.5,1,0
2011_1246_1314,2011,1246,1314,0.5,1,0
2011_1266_1393,2011,1266,1393,0.5,1,0
2011_1114_1421,2011,1114,1421,0.5,0,1
2011_1246_1343,2011,1246,1343,0.5,1,0
2014_1301_1462,2014,1301,1462,0.5,1,0
2014_1142_1411,2014,1142,1411,0.5,1,0
2013_1242_1314,2013,1242,1314,0.5,1,0
2013_1112_1125,2013,1112,1125,0.5,1,0
2014_1174_1277,2014,1174,1277,0.5,0,1
2013_1235_1326,2013,1235,1326,0.5,0,1
2011_1139_1458,2011,1139,1458,0.5,1,0
2013_1103_1433,2013,1103,1433,0.5,0,1
2012_1231_1308,2012,1231,1308,0.5,1,0
2013_1211_1455,2013,1211,1455,0.5,0,1
2011_1294_1361,2011,1294,1361,0.5,0,1
2014_1243_1246,2014,1243,1246,0.5,0,1
2013_1196_1276,2013,1196,1276,0.5,0,1
2011_1112_1400,2011,1112,1400,0.5,1,0
2013_1231_1241,2013,1231,1241,0.5,1,0
2012_1160_1424,2012,1160,1424,0.5,1,0
2012_1161_1293,2012,1161,1293,0.5,0,1
2012_1125_1207,2012,1125,1207,0.5,0,1
2011_1243_1458,2011,1243,1458,0.5,0,1
2011_1199_1323,2011,1199,1323,0.5,1,0
2012_1272_1387,2012,1272,1387,0.5,0,1
2011_1206_1437,2011,1206,1437,0.5,1,0
2014_1234_1397,2014,1234,1397,0.5,0,1
2011_1326_1427,2011,1326,1427,0.5,1,0
2014_1409_1417,2014,1409,1417,0.5,0,1
2011_1232_1393,2011,1232,1393,0.5,0,1
2013_1241_1254,2013,1241,1254,0.5,1,0
2012_1242_1345,2012,1242,1345,0.5,1,0
