playerid,yearid,stint,glf,gcf,grf
walkecu01,1921,1,0.0,46.0,13.0
cuyleki01,1935,2,5.0,49.0,3.0
marshwi01,1949,1,2.0,0.0,136.0
jonesre01,1940,1,1.0,0.0,0.0
sheckji01,1909,1,148.0,0.0,0.0
staintu01,1946,1,11.0,18.0,37.0
dextech01,1902,1,1.0,4.0,5.0
turnetu01,1898,1,0.0,0.0,34.0
ryanji01,1890,1,0.0,118.0,0.0
mollwfr01,1914,1,0.0,0.0,1.0
wheatza01,1920,1,148.0,0.0,0.0
mcmahsa01,1889,1,0.0,2.0,0.0
moellda01,1908,1,3.0,1.0,23.0
worthhe01,1872,1,0.0,0.0,1.0
stransa01,1905,1,4.0,7.0,27.0
dolanto01,1882,1,1.0,2.0,1.0
coopewi01,1916,1,1.0,0.0,0.0
marsaar01,1916,1,0.0,150.0,0.0
lamarbi01,1919,2,6.0,29.0,1.0
callale01,1913,1,2.0,4.0,2.0
neisbe01,1926,1,15.0,8.0,0.0
flackma01,1915,1,61.0,0.0,81.0
hinespa01,1877,1,24.0,18.0,7.0
schialo01,1902,1,0.0,0.0,2.0
rusieam01,1895,1,0.0,1.0,0.0
staleha01,1894,1,0.0,1.0,0.0
lamarbi01,1924,1,87.0,0.0,0.0
popeda01,1954,1,18.0,6.0,5.0
brownto02,1950,1,16.0,0.0,0.0
hodapjo01,1932,2,29.0,0.0,2.0
jacksjo01,1919,1,133.0,0.0,6.0
schuljo03,1920,1,2.0,0.0,79.0
terryad01,1888,1,2.0,4.0,1.0
johnsdi01,1888,1,0.0,135.0,0.0
doyleja01,1902,2,0.0,0.0,4.0
dailyhu01,1884,1,2.0,0.0,0.0
maulal01,1889,1,39.0,0.0,25.0
mccosba01,1951,2,4.0,7.0,1.0
woodke01,1952,1,1.0,0.0,12.0
cookedu01,1933,1,47.0,70.0,30.0
ryanji01,1892,1,0.0,120.0,0.0
daviski01,1937,2,9.0,26.0,0.0
muelldo01,1953,1,11.0,0.0,111.0
clymeot01,1905,1,4.0,0.0,85.0
connojo01,1884,2,0.0,2.0,0.0
baldwki01,1890,1,0.0,0.0,2.0
mannodo01,1941,1,5.0,0.0,0.0
ebrighi01,1889,1,0.0,0.0,4.0
stiveja01,1898,1,2.0,5.0,8.0
nelsoca01,1873,1,0.0,0.0,6.0
brownpe01,1885,1,0.0,112.0,0.0
glenned01,1888,1,3.0,0.0,0.0
gillepe01,1882,1,74.0,0.0,0.0
iottha01,1903,1,0.0,3.0,0.0
woodswa01,1899,1,0.0,0.0,2.0
paskedo01,1919,1,3.0,76.0,3.0
lazzeto01,1930,1,1.0,0.0,0.0
donnepe01,1873,1,0.0,6.0,0.0
tremani01,1934,1,8.0,1.0,0.0
hanlone01,1891,1,39.0,80.0,0.0
orthal01,1899,1,1.0,0.0,0.0
mccorji01,1885,2,0.0,0.0,1.0
eggleda01,1874,1,7.0,50.0,0.0
griffto01,1917,1,0.0,0.0,100.0
pikeli01,1875,1,1.0,64.0,0.0
peoplji01,1885,1,0.0,0.0,1.0
mcfarhe01,1903,1,39.0,58.0,7.0
emslibo01,1885,2,0.0,0.0,1.0
remseja01,1878,1,0.0,56.0,0.0
adamssp01,1929,1,2.0,0.0,0.0
beckebe01,1915,1,90.0,0.0,8.0
browned02,1921,1,2.0,26.0,2.0
baumhfr01,1951,1,17.0,64.0,60.0
donovpa01,1900,1,0.0,0.0,124.0
hughejo01,1902,1,0.0,0.0,1.0
fultzda01,1905,1,0.0,121.0,1.0
connojo05,1924,1,0.0,0.0,3.0
fredejo01,1929,1,0.0,143.0,0.0
poholto01,1955,1,1.0,0.0,0.0
woodge01,1883,1,96.0,3.0,0.0
barbeda01,1932,1,77.0,1.0,0.0
coombja01,1908,1,1.0,11.0,35.0
galvipu01,1883,1,4.0,3.0,1.0
wagneho01,1897,1,1.0,52.0,0.0
martihe01,1944,1,78.0,2.0,0.0
wisebi01,1882,1,,,
criscto01,1943,1,10.0,2.0,1.0
wiliede01,1915,1,11.0,24.0,0.0
melesa01,1952,2,0.0,0.0,112.0
chapmbe01,1933,1,76.0,0.0,77.0
crowlbi01,1883,1,0.0,21.0,1.0
coonejo01,1924,1,0.0,15.0,1.0
radboch01,1886,1,1.0,0.0,5.0
sullito01,1886,1,0.0,0.0,1.0
coreyfr01,1883,1,0.0,13.0,1.0
sullisu01,1899,1,1.0,0.0,20.0
wilsoha01,1928,1,0.0,143.0,0.0
seerepa01,1945,1,38.0,28.0,68.0
hartsto01,1903,1,94.0,2.0,0.0
fribebe01,1925,1,12.0,0.0,0.0
vaughfa01,1890,1,8.0,1.0,3.0
henlibu01,1926,1,2.0,0.0,0.0
sheckji01,1908,1,115.0,0.0,0.0
roweja01,1884,1,17.0,12.0,1.0
mowryjo01,1935,1,30.0,2.0,13.0
valenjo01,1883,1,2.0,1.0,1.0
sullida01,1882,1,0.0,3.0,1.0
cooledu01,1902,1,94.0,33.0,0.0
dimagvi01,1939,1,3.0,3.0,1.0
shortch01,1917,1,16.0,20.0,7.0
foxjo01,1881,1,0.0,0.0,12.0
lelivja01,1913,2,0.0,1.0,0.0
thomptu01,1884,1,0.0,7.0,5.0
boothed01,1872,1,0.0,3.0,1.0
jahnar01,1925,1,58.0,0.0,0.0
addybo01,1875,1,0.0,1.0,67.0
flagsir01,1923,2,0.0,3.0,99.0
careyma01,1926,1,0.0,82.0,0.0
schulfr01,1916,2,20.0,0.0,28.0
fennefr01,1888,1,2.0,2.0,0.0
brownpe01,1891,1,48.0,0.0,2.0
troyda01,1885,1,0.0,0.0,2.0
yeagejo01,1902,1,7.0,0.0,6.0
smithed01,1890,1,0.0,0.0,2.0
buckldi01,1889,1,1.0,0.0,0.0
dobyla01,1949,1,0.0,117.0,39.0
smithel02,1921,1,1.0,0.0,126.0
harrijo03,1914,1,1.0,0.0,0.0
hoganha01,1901,1,0.0,0.0,1.0
hamilbi01,1890,1,123.0,0.0,0.0
burkeje01,1900,1,140.0,1.0,0.0
sommejo01,1885,1,105.0,2.0,0.0
thomsbo01,1952,1,0.0,63.0,0.0
remseja01,1872,1,0.0,37.0,0.0
harrijo03,1925,2,16.0,0.0,25.0
manushe01,1937,1,0.0,0.0,123.0
cooledu01,1898,1,0.0,149.0,0.0
poormto01,1880,1,0.0,10.0,0.0
medwijo01,1945,1,23.0,0.0,0.0
titusjo01,1904,1,105.0,2.0,33.0
heathje01,1946,2,83.0,0.0,0.0
moseswa01,1943,1,0.0,23.0,125.0
batesjo02,1907,1,1.0,1.0,118.0
tincube01,1918,1,0.0,0.0,1.0
bealljo01,1913,2,0.0,17.0,0.0
seedsbo01,1933,1,17.0,0.0,16.0
woodjo02,1918,1,84.0,1.0,10.0
keelewi01,1902,1,0.0,0.0,133.0
tayloja01,1897,1,0.0,1.0,0.0
funkli01,1932,1,4.0,115.0,1.0
