id,lgid,teamid,franchid,name,park
112,AL,WS1,MIN,Сенаторы Вашингтона,Парк II Американской лиги
266,NL,SDN,SDP,Сан-Диего Падрес,Стадион Джека Мерфи
43,AL,BOS,BOS,Бостонские американцы,Земля Хантингтон-авеню
222,NL,IN3,IND,Индианаполис Хусье,Атлетический парк II
173,NL,BSN,ATL,Бостонские бунтари,South End Groups II / Congress Street Groups / South End Groups III
281,NL,SLN,STL,Кардиналы Сент-Луиса,Поле Робисон
167,NL,BRO,LAD,Бруклинские комнаты,Восточный парк
219,NL,HOU,HOU,Хьюстон Кольт 45-й.,Стадион кольта
165,NL,BRO,LAD,Бруклин Доджерс,Эббетс Поле
134,,CH1,CNA,Белые чулки Чикаго,Расположена на базах
154,,WS6,WNT,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Олимпийские игры
313,UA,WIL,WIL,Уилмингтон Быстрые шаги,
210,NL,FLO,FLA,Флорида Марлинс,стадион &quot; Дельфин &quot;
214,NL,HAR,HAR,Хартфорд Тёмный Блюз,Hartford Ball Club Groups
147,,RC1,ROK,Рокфордские лесные города,Сельскохозяйственное общество
156,NL,ARI,ARI,Аризона Даймондбэкс,&lt; &lt; Чейз филд &gt; &gt;
309,UA,MLU,MLU,Милуоки Брюэрс,
37,AA,WS9,WAS,Вашингтон,Поле границы
308,UA,KCU,KCU,Канзас Сити Ковбои,
81,AL,NYA,NYY,Нью-Йоркские горожане,Парк Хиллтоп
188,NL,CHN,CHC,Белые чулки Чикаго,23-я улица
304,UA,BLU,BLU,Памятные памятники Балтимора,
49,AL,CHA,CHW,Чикаго Уайт Сокс,Парк Комиски
272,NL,SFN,SFG,Сан-Франциско Гиганты,Пакбелл Парк
307,UA,CNU,COR,Красные цициннати,
145,,PH2,PWS,Филадельфия Уайтс,Земля Джефферсона
260,NL,PIT,PIT,Питтсбургские пираты,Экспозиционный парк/Форбс Поле
162,NL,BRO,LAD,Бруклинские женихи,Восточный парк
211,NL,FLO,FLA,Флорида Марлинс,Стадион Джо Робби
312,UA,SPU,STP,Белые капсулы Святого Пола,
223,NL,KCN,KCN,Канзас Сити Ковбои,Парк Ассоциации
14,AA,CN2,CIN,Красные чулки Цинциннати,Парк I Лиги в Цинциннати
51,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt;
129,,BL4,MAR,Балтимор Мэрилендс,Ньюингтонский парк
80,AL,MLA,BAL,Милуоки Брюэрс,Земля Ллойда
310,UA,PHU,PHK,Критерии Филадельфии,
306,UA,CHU,CPI,Чикаго/Питтсбург (Союзная лига),
202,NL,CL2,CBL,Блюз Кливленда,Парк Кеннард Стрит
122,FL,CHF,CHH,Чикагские киты,Филд Уригли
276,NL,SL5,SLM,Сент-Луис Марунс,Парк I для спортсменов
256,NL,PHI,PHI,Филадельфийские квакеры,Парк отдыха
254,NL,PHI,PHI,Филадельфия Филадельфия,Стадион ветеранов
103,AL,TEX,TEX,Техасские рейнджеры,Поле Америкс
187,NL,CHN,CHC,Дети-сироты в Чикаго,Вестсайдский парк II
234,NL,MON,WSN,Монреальские выставки,Джерри Парк
45,AL,BOS,BOS,Бостонский ред Сокс,Парк Фенвей II
3,AA,BL3,BLO,Балтимор Ориолс,Парк Ориол
152,,WS4,NAT,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальные земли
20,AA,LS2,LOU,Луизвилль Экслипс,Парк I Eclipse
79,AL,ML4,MIL,Милуоки Брюэрс,Окружной стадион
66,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Поле Навина
199,NL,CIN,CIN,Красные Цинциннати,Парк Лиги II в Цинциннати
151,,WS3,OLY,Олимпийские игры в Вашингтоне,Олимпийские игры
225,NL,LAN,LAD,Лос-Анджелес Доджерс,Колизей мемориала Лос-Анджелеса
46,AL,BOS,BOS,Бостонский ред Сокс,Земля Хантингтон-авеню
155,NL,ARI,ARI,Аризона Даймондбэкс,Банк Один шарпарк
128,,BL1,BLC,Балтиморские канареи,Ньюингтонский парк
44,AL,BOS,BOS,Бостонский ред Сокс,Парк Фенвей I
180,NL,BSN,ATL,Красные капсулы Бостона,South End Groups I
132,,BR2,BRA,Бруклинские Атлантики,Союзные земли
299,PL,CLP,CLI,Кливлендские младенцы,
119,FL,BUF,BFL,Буффало Блюз,
118,FL,BRF,BTT,Бруклинские таблетки,
291,NL,WAS,WSN,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальный парк
88,AL,OAK,OAK,Аклендская атлетика,Сетевые помощники Колизей
257,NL,PHN,ATH,Филадельфия Атлетика,Земля Джефферсона
50,AL,CHA,CHW,Чикаго Уайт Сокс,Парк Комиски II
26,AA,PH4,PHQ,Филадельфия Атлетика,Атлетический парк
5,AA,BR3,LAD,Бруклинские Атлантики,Вашингтон Парк I
35,AA,TL2,TLM,Толедо Маумес,Парк &lt; &lt; Сперанза &gt; &gt;
282,NL,SLN,STL,Кардиналы Сент-Луиса,Парк Робисон Филд/Спортсмены IV
18,AA,KC2,KCC,Канзас Сити Ковбои,Парк выставки
287,NL,TRN,TRT,Тройские троянцы,Земля хеймеров
137,,ELI,RES,Элизабет Резолютес,Ярмарки Вейверли
208,NL,COL,COL,Колорадо Скалистые горы,Высший стадион Майл
93,AL,PHA,OAK,Филадельфия Атлетика,Стадион Конни Мак
115,AL,WS2,TEX,Сенаторы Вашингтона,Стадион Griffith II
238,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля II
78,AL,MIN,MIN,Близнецы из Миннесоты,Целевая группа на местах
269,NL,SFN,SFG,Сан-Франциско Гиганты,Парк 3Com
76,AL,MIN,MIN,Близнецы из Миннесоты,Хьюберт Хэмфри Метродом
259,NL,PIT,PIT,Питтсбургские пираты,Парк выставки
