yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
2011,ALCS,ordonma01,DET,AL,1,2,0,0,0,0,0,0,0,0.0,1,1,,,,,
2006,NLCS,carpech01,SLN,NL,2,4,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1889,WS,terryad01,BR3,AA,5,18,1,3,0,0,0,1,1,,1,1,0.0,,,,
1892,CS,oconnja01,CL4,NL,6,22,1,3,0,0,0,0,0,,2,3,0.0,,,,
1992,NLCS,drabedo01,PIT,NL,3,6,0,0,0,0,0,0,0,0.0,1,4,0.0,0.0,1.0,0.0,0.0
2003,ОДЛС1,pierzaj01,MIN,AL,4,13,1,3,0,0,1,1,0,0.0,2,0,1.0,0.0,0.0,0.0,1.0
2002,ALCS,koskico01,MIN,AL,5,18,3,5,2,0,0,2,0,0.0,2,8,0.0,0.0,0.0,0.0,0.0
1998,НЛДС1,lopezja01,ATL,NL,2,7,1,2,0,0,1,1,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1976,WS,maddoel01,NYA,AL,2,5,0,1,0,1,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,1.0
1998,НЛДС1,gracema01,CHN,NL,3,12,0,1,0,0,0,1,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1984,WS,jonesru01,DET,AL,2,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1975,NLCS,gulledo01,CIN,NL,1,4,1,2,0,0,1,3,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1916,WS,cutshge01,BRO,NL,5,19,2,2,1,0,0,2,0,0.0,1,1,0.0,1.0,0.0,0.0,1.0
2011,WS,westbja01,SLN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
1938,WS,pageva01,CHN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,НЛДС2,ashbyan01,SDN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
1978,NLCS,carltst01,PHI,NL,1,4,2,2,0,0,1,4,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,ОДЛС2,wilkiri01,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1955,WS,furilca01,BRO,NL,7,27,4,8,1,0,1,3,0,0.0,3,5,1.0,1.0,0.0,0.0,1.0
1981,NWDIV,smithda02,HOU,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2009,ОДЛС2,hunteto01,LAA,AL,3,10,2,2,1,0,1,3,0,0.0,2,1,1.0,1.0,0.0,0.0,0.0
