hofid,yearid,votedby,ballots,needed,votes,inducted,category
boggswa01h,2005,ББВАА,516.0,387.0,474.0,Y,Игрок
tiantlu01h,1992,ББВАА,430.0,323.0,50.0,Н,Игрок
fletcar01h,1948,ББВАА,121.0,91.0,3.0,Н,Игрок
whitero01h,1985,ББВАА,395.0,297.0,0.0,Н,Игрок
griffcl01h,1938,ББВАА,262.0,197.0,10.0,Н,Пионер/Исполнительный
youngro01h,1954,ББВАА,252.0,189.0,34.0,Н,Игрок
chaseha01h,1936,ББВАА,226.0,170.0,11.0,Н,Игрок
wilsoha01h,1979,Ветераны,,,,Y,Игрок
gleaski01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
hickmji02h,1980,ББВАА,385.0,289.0,1.0,Н,Игрок
mcmilro01h,1972,ББВАА,396.0,297.0,9.0,Н,Игрок
blylebe01h,2011,ББВАА,581.0,436.0,463.0,Y,Игрок
larsedo01h,1976,ББВАА,388.0,291.0,47.0,Н,Игрок
dentbu01h,1990,ББВАА,444.0,333.0,3.0,Н,Игрок
schalra01h,1951,ББВАА,226.0,170.0,37.0,Н,Игрок
maranra01h,1939,ББВАА,274.0,206.0,82.0,Н,Игрок
keltnke01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
parkeda01h,2010,ББВАА,539.0,405.0,82.0,Н,Игрок
nehfar01h,1952,ББВАА,234.0,176.0,3.0,Н,Игрок
ewingbu01h,1939,ББВАА,274.0,206.0,2.0,Н,Игрок
floodcu01h,1995,ББВАА,460.0,345.0,59.0,Н,Игрок
sherdbi01h,1958,ББВАА,266.0,200.0,2.0,Н,Игрок
kuennha01h,1980,ББВАА,385.0,289.0,83.0,Н,Игрок
lindsfr01h,1956,ББВАА,193.0,145.0,3.0,Н,Игрок
smithsh01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
chandsp01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
mccovwi01h,1986,ББВАА,425.0,319.0,346.0,Y,Игрок
wambsbi01h,1954,ББВАА,252.0,189.0,4.0,Н,Игрок
kellyge01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
stonest01h,1987,ББВАА,413.0,310.0,0.0,Н,Игрок
ricesa01h,1950,ББВАА,168.0,126.0,1.0,Н,Игрок
moraljo01h,1990,ББВАА,444.0,333.0,0.0,Н,Игрок
hafeych01h,1950,ББВАА,168.0,126.0,4.0,Н,Игрок
martipe01h,1962,ББВАА,160.0,120.0,6.0,Н,Игрок
knoblch01h,2008,ББВАА,543.0,408.0,1.0,Н,Игрок
foxxji01h,1946,Выдвижение кандидатур,202.0,,26.0,Н,Игрок
dropowa01h,1967,ББВАА,292.0,219.0,1.0,Н,Игрок
yerkest02h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
paganjo01h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
ruelmu01h,1954,ББВАА,252.0,189.0,5.0,Н,Игрок
gracema01h,2009,ББВАА,539.0,405.0,22.0,Н,Игрок
sukefcl01h,1958,ББВАА,266.0,200.0,1.0,Н,Игрок
whitalo01h,2001,ББВАА,515.0,387.0,15.0,Н,Игрок
marisro01h,1975,ББВАА,362.0,272.0,70.0,Н,Игрок
glassja01h,1936,Ветераны,78.0,59.0,2.0,Н,Игрок
marioma01h,1962,ББВАА,160.0,120.0,16.0,Н,Игрок
wiseri01h,1988,ББВАА,427.0,321.0,0.0,Н,Игрок
waltebu01h,1960,ББВАА,269.0,202.0,19.0,Н,Игрок
olearch01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
bradlbi01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
connoto99h,1953,Ветераны,,,,Y,Ампир
castivi02h,2012,ББВАА,573.0,430.0,6.0,Н,Игрок
spahnwa01h,1958,ББВАА,266.0,200.0,1.0,Н,Игрок
granted01h,1942,ББВАА,233.0,175.0,3.0,Н,Игрок
morriha02h,2006,ББВАА,520.0,390.0,5.0,Н,Игрок
cavarph01h,1962,ББВАА,160.0,120.0,2.0,Н,Игрок
bridgto01h,1956,ББВАА,193.0,145.0,3.0,Н,Игрок
nehfar01h,1954,ББВАА,252.0,189.0,7.0,Н,Игрок
smithlo01h,2000,ББВАА,499.0,375.0,1.0,Н,Игрок
rusieam01h,1977,Ветераны,,,,Y,Игрок
stengca01h,1950,ББВАА,168.0,126.0,3.0,Н,Менеджер
meusebo01h,1938,ББВАА,262.0,197.0,1.0,Н,Игрок
shockur01h,1958,ББВАА,266.0,200.0,4.0,Н,Игрок
rhoderi01h,1995,ББВАА,460.0,345.0,0.0,Н,Игрок
reynoal01h,1960,ББВАА,269.0,202.0,24.0,Н,Игрок
reynoal01h,1971,ББВАА,360.0,270.0,110.0,Н,Игрок
macphla99h,1978,Ветераны,,,,Y,Пионер/Исполнительный
hackst01h,1951,ББВАА,226.0,170.0,3.0,Н,Игрок
gomezle01h,1949,ББВАА,153.0,115.0,17.0,Н,Игрок
boyerke01h,1986,ББВАА,425.0,319.0,95.0,Н,Игрок
willike01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
elberki01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
coopewa01h,1975,ББВАА,362.0,272.0,13.0,Н,Игрок
wheatza01h,1938,ББВАА,262.0,197.0,7.0,Н,Игрок
lazzeto01h,1953,ББВАА,264.0,198.0,28.0,Н,Игрок
wilsoha01h,1954,ББВАА,252.0,189.0,48.0,Н,Игрок
deandi01h,1949,ББВАА,153.0,115.0,88.0,Н,Игрок
kuennha01h,1988,ББВАА,427.0,321.0,168.0,Н,Игрок
bondsbo01h,1993,ББВАА,423.0,318.0,45.0,Н,Игрок
moneydo01h,1989,ББВАА,447.0,336.0,1.0,Н,Игрок
dickebi01h,1950,ББВАА,168.0,126.0,78.0,Н,Игрок
lathaar01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
harrile01h,2011,ББВАА,581.0,436.0,0.0,Н,Игрок
rolfere01h,1962,ББВАА,160.0,120.0,1.0,Н,Игрок
schalra01h,1949,ББВАА,153.0,115.0,24.0,Н,Игрок
southbi01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
wardjo01h,1936,Ветераны,78.0,59.0,3.0,Н,Игрок
friscfr01h,1947,ББВАА,161.0,121.0,136.0,Y,Игрок
beaumgi01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
hartnga01h,1936,ББВАА,226.0,170.0,0.0,Н,Игрок
altroni01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
ricesa01h,1962,ББВАА,160.0,120.0,81.0,Н,Игрок
rommeed01h,1960,ББВАА,269.0,202.0,12.0,Н,Игрок
hermabi01h,1964,ББВАА,201.0,151.0,26.0,Н,Игрок
johnto01h,2006,ББВАА,520.0,390.0,154.0,Н,Игрок
hafeych01h,1948,ББВАА,121.0,91.0,1.0,Н,Игрок
seweljo01h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
donovbi01h,1945,ББВАА,247.0,186.0,3.0,Н,Игрок
lawve01h,1973,ББВАА,380.0,285.0,9.0,Н,Игрок
reynoal01h,1970,ББВАА,300.0,225.0,89.0,Н,Игрок
shockur01h,1949,ББВАА,153.0,115.0,2.0,Н,Игрок
torrejo01h,1984,ББВАА,403.0,303.0,45.0,Н,Игрок
aparilu01h,1981,ББВАА,401.0,301.0,48.0,Н,Игрок
tanneje01h,1946,Выдвижение кандидатур,202.0,,1.0,Н,Игрок
reesepe01h,1974,ББВАА,365.0,274.0,141.0,Н,Игрок
hafeych01h,1951,ББВАА,226.0,170.0,1.0,Н,Игрок
rowesc01h,1960,ББВАА,269.0,202.0,3.0,Н,Игрок
schacal01h,1948,ББВАА,121.0,91.0,2.0,Н,Игрок
ensje01h,1950,ББВАА,168.0,126.0,1.0,Н,Игрок
hackst01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
riceji01h,2000,ББВАА,499.0,375.0,257.0,Н,Игрок
terrybi01h,1938,ББВАА,262.0,197.0,7.0,Н,Игрок
mccarjo99h,1953,ББВАА,264.0,198.0,1.0,Н,Менеджер
darkal01h,1977,ББВАА,383.0,288.0,66.0,Н,Игрок
lyonste01h,1954,ББВАА,252.0,189.0,170.0,Н,Игрок
rootch01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
boudrlo01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
cuyleki01h,1956,ББВАА,193.0,145.0,55.0,Н,Игрок
ruffire01h,1948,ББВАА,121.0,91.0,4.0,Н,Игрок
jacksre01h,1993,ББВАА,423.0,318.0,396.0,Y,Игрок
bakerfr01h,1942,ББВАА,233.0,175.0,39.0,Н,Игрок
brownmo01h,1937,ББВАА,201.0,151.0,31.0,Н,Игрок
henrito01h,1952,ББВАА,234.0,176.0,4.0,Н,Игрок
faberre01h,1953,ББВАА,264.0,198.0,9.0,Н,Игрок
niekrph01h,1994,ББВАА,456.0,342.0,273.0,Н,Игрок
keefeti01h,1964,Ветераны,,,,Y,Игрок
candito01h,2005,ББВАА,516.0,387.0,2.0,Н,Игрок
faberre01h,1954,ББВАА,252.0,189.0,12.0,Н,Игрок
doerrbo01h,1964,ББВАА,201.0,151.0,24.0,Н,Игрок
colliji01h,1945,ББВАА,247.0,186.0,121.0,Н,Игрок
crowlte01h,1989,ББВАА,447.0,336.0,0.0,Н,Игрок
casege01h,1964,ББВАА,201.0,151.0,2.0,Н,Игрок
chancfr01h,1936,ББВАА,226.0,170.0,5.0,Н,Игрок
santoro01h,1988,ББВАА,427.0,321.0,108.0,Н,Игрок
allendi01h,1986,ББВАА,425.0,319.0,41.0,Н,Игрок
pennohe01h,1938,ББВАА,262.0,197.0,37.0,Н,Игрок
heilmha01h,1937,ББВАА,201.0,151.0,10.0,Н,Игрок
fisheed02h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
clarkfr01h,1939,ББВАА,274.0,206.0,59.0,Н,Игрок
bunniji01h,1977,ББВАА,383.0,288.0,146.0,Н,Игрок
wilheho01h,1985,ББВАА,395.0,297.0,331.0,Y,Игрок
lopesda01h,1993,ББВАА,423.0,318.0,2.0,Н,Игрок
brownmo01h,1939,ББВАА,274.0,206.0,54.0,Н,Игрок
porteda02h,1993,ББВАА,423.0,318.0,0.0,Н,Игрок
hernake01h,1998,ББВАА,473.0,355.0,51.0,Н,Игрок
peitzhe01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
eversjo01h,1942,ББВАА,233.0,175.0,91.0,Н,Игрок
tiantlu01h,1991,ББВАА,443.0,333.0,32.0,Н,Игрок
dykesji01h,1952,ББВАА,234.0,176.0,5.0,Н,Игрок
jossad01h,1937,ББВАА,201.0,151.0,11.0,Н,Игрок
olivato01h,1984,ББВАА,403.0,303.0,124.0,Н,Игрок
sainjo01h,1971,ББВАА,360.0,270.0,11.0,Н,Игрок
southbi01h,1952,ББВАА,234.0,176.0,1.0,Н,Игрок
santibe01h,2011,ББВАА,581.0,436.0,1.0,Н,Игрок
wellsda01h,2013,ББВАА,569.0,427.0,5.0,Н,Игрок
newcodo01h,1968,ББВАА,283.0,213.0,9.0,Н,Игрок
rootch01h,1958,ББВАА,266.0,200.0,6.0,Н,Игрок
mayru01h,1989,ББВАА,447.0,336.0,0.0,Н,Игрок
friscfr01h,1942,ББВАА,233.0,175.0,84.0,Н,Игрок
rayji01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
boyerke01h,1991,ББВАА,443.0,333.0,58.0,Н,Игрок
marioma01h,1971,ББВАА,360.0,270.0,123.0,Н,Игрок
leachfr01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
grohhe01h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
