team_id,team_name
1123,Балл Ст
1129,Боуи-стрит
1131,Бостонский университет
1134,Бруклин
1135,Коричневый
1147,Столетний
1163,Коннектикут
1172,Даймон
1175,Делавэр-стрит
1200,Фордхэм
1235,Айова Стейт
1241,Джеймс Мэдисон
1281,Миссури
1297,Северная Кентукки
1318,Северо-Восточный
1322,Северо-запад Лос-Анджелеса
1327,Оклахома-Сити
1330,Старое Доминион
1342,Преподобнители
1360,Сан-Диего
1398,Теннесси Стейт
1406,Товсон
1414,УC Ирвин
1415,Калифорнийский университет в Риверсайде
1447,Вагнер
1452,Западная Вирджиния
1457,Уинтроп
