statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
1783,1783,1999-08-13T00:00:00,1999-09-02T00:00:00,2474.0,
2024,2024,1999-08-13T00:00:00,1999-09-02T00:00:00,1935.0,
3186,3186,1999-08-13T00:00:00,1999-09-02T00:00:00,5581.0,
3938,3938,1999-08-13T00:00:00,1999-09-02T00:00:00,7006.0,
4081,4081,1999-08-13T00:00:00,1999-09-02T00:00:00,9657.0,
4315,4315,1999-08-13T00:00:00,1999-09-02T00:00:00,11385.0,
5299,5299,1999-08-13T00:00:00,1999-09-02T00:00:00,20318.0,
5416,5416,1999-08-13T00:00:00,1999-09-02T00:00:00,17727.0,
5844,5844,1999-08-13T00:00:00,1999-09-02T00:00:00,6499.0,
6596,6596,1999-08-13T00:00:00,1999-09-02T00:00:00,3897.0,
7329,7329,1999-08-13T00:00:00,1999-09-02T00:00:00,17643.0,
7465,7465,1999-08-13T00:00:00,1999-09-02T00:00:00,15776.0,
7471,7471,1999-08-13T00:00:00,1999-09-02T00:00:00,23886.0,
7479,7479,1999-08-13T00:00:00,1999-09-02T00:00:00,19004.0,
7508,7508,1999-08-13T00:00:00,1999-09-02T00:00:00,14198.0,
7640,7640,1999-08-13T00:00:00,1999-09-02T00:00:00,16070.0,
8013,8013,1999-08-13T00:00:00,1999-09-02T00:00:00,44454.0,
8531,8531,1999-08-13T00:00:00,1999-09-02T00:00:00,19093.0,
8558,8558,1999-08-13T00:00:00,1999-09-02T00:00:00,27125.0,
8656,8656,1999-08-13T00:00:00,1999-09-02T00:00:00,34934.0,
8768,8768,1999-08-13T00:00:00,1999-09-02T00:00:00,27124.0,
9213,9213,1999-08-13T00:00:00,1999-09-02T00:00:00,22016.0,
9226,9226,1999-08-13T00:00:00,1999-09-02T00:00:00,22735.0,
9330,9330,1999-08-13T00:00:00,1999-09-02T00:00:00,71385.0,
9332,9332,1999-08-13T00:00:00,1999-09-02T00:00:00,47137.0,
9348,9348,1999-08-13T00:00:00,1999-09-02T00:00:00,12489.0,
9384,9384,1999-08-13T00:00:00,1999-09-02T00:00:00,43477.0,
9461,9461,1999-08-13T00:00:00,1999-09-02T00:00:00,34001.0,
9492,9492,1999-08-13T00:00:00,1999-09-02T00:00:00,42492.0,
9606,9606,1999-08-13T00:00:00,1999-09-02T00:00:00,71088.0,
9659,9659,1999-08-13T00:00:00,1999-09-02T00:00:00,37086.0,
9711,9711,1999-08-13T00:00:00,1999-09-02T00:00:00,33114.0,
9837,9837,1999-08-13T00:00:00,1999-09-02T00:00:00,51639.0,
9860,9860,1999-08-13T00:00:00,1999-09-02T00:00:00,47824.0,
9884,9884,1999-08-13T00:00:00,1999-09-02T00:00:00,35312.0,
13499,3499,1999-09-13T00:00:00,1999-10-03T00:00:00,4899.0,
13731,3731,1999-09-13T00:00:00,1999-10-03T00:00:00,9377.0,
14724,4724,1999-09-13T00:00:00,1999-10-03T00:00:00,5221.0,
15416,5416,1999-09-13T00:00:00,1999-10-03T00:00:00,14688.0,
15818,5818,1999-09-13T00:00:00,1999-10-03T00:00:00,5767.0,
15902,5902,1999-09-13T00:00:00,1999-10-03T00:00:00,3298.0,
16884,6884,1999-09-13T00:00:00,1999-10-03T00:00:00,4178.0,
16983,6983,1999-09-13T00:00:00,1999-10-03T00:00:00,8246.0,
17200,7200,1999-09-13T00:00:00,1999-10-03T00:00:00,4014.0,
17518,7518,1999-09-13T00:00:00,1999-10-03T00:00:00,16481.0,
17870,7870,1999-09-13T00:00:00,1999-10-03T00:00:00,13829.0,
17965,7965,1999-09-13T00:00:00,1999-10-03T00:00:00,16577.0,
18146,8146,1999-09-13T00:00:00,1999-10-03T00:00:00,12388.0,
18287,8287,1999-09-13T00:00:00,1999-10-03T00:00:00,12796.0,
18388,8388,1999-09-13T00:00:00,1999-10-03T00:00:00,20036.0,
18394,8394,1999-09-13T00:00:00,1999-10-03T00:00:00,19293.0,
18574,8574,1999-09-13T00:00:00,1999-10-03T00:00:00,17811.0,
19036,9036,1999-09-13T00:00:00,1999-10-03T00:00:00,23937.0,
19170,9170,1999-09-13T00:00:00,1999-10-03T00:00:00,8536.0,
19342,9342,1999-09-13T00:00:00,1999-10-03T00:00:00,26562.0,
19436,9436,1999-09-13T00:00:00,1999-10-03T00:00:00,18074.0,
19725,9725,1999-09-13T00:00:00,1999-10-03T00:00:00,38641.0,
19777,9777,1999-09-13T00:00:00,1999-10-03T00:00:00,51062.0,
19841,9841,1999-09-13T00:00:00,1999-10-03T00:00:00,28722.0,
19933,9933,1999-09-13T00:00:00,1999-10-03T00:00:00,32746.0,
19951,9951,1999-09-13T00:00:00,1999-10-03T00:00:00,45345.0,
19981,9981,1999-09-13T00:00:00,1999-10-03T00:00:00,35211.0,
5071,5071,1999-08-13T00:00:00,1999-09-02T00:00:00,18102.0,
16229,6229,1999-09-13T00:00:00,1999-10-03T00:00:00,1806.0,
6953,6953,1999-08-13T00:00:00,1999-09-02T00:00:00,21235.0,
2613,2613,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
13437,3437,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
16854,6854,1999-09-13T00:00:00,1999-10-03T00:00:00,5839.0,
6208,6208,1999-08-13T00:00:00,1999-09-02T00:00:00,13848.0,
16559,6559,1999-09-13T00:00:00,1999-10-03T00:00:00,11615.0,
16497,6497,1999-09-13T00:00:00,1999-10-03T00:00:00,5708.0,
18590,8590,1999-09-13T00:00:00,1999-10-03T00:00:00,6319.0,
7859,7859,1999-08-13T00:00:00,1999-09-02T00:00:00,35610.0,
12009,2009,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
3470,3470,1999-08-13T00:00:00,1999-09-02T00:00:00,2800.0,
