charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1916754,9342,365,5,1999-08-23T10:44:53,84.0,19342,
1491044,9951,442,10,1999-08-20T10:50:38,3781.0,19951,
1850757,7465,499,8,1999-07-21T10:47:31,3214.0,7465,
1376255,9711,487,4,1999-07-01T10:49:30,1975.0,9711,
672919,9492,476,6,1999-08-10T10:49:14,1081.0,9492,
1168847,9555,460,4,1999-09-21T10:48:55,912.0,29555,
99209,9837,482,7,1999-07-03T10:51:16,3205.0,9837,
1593609,7025,423,2,1999-09-28T10:50:50,502.0,27025,
1321866,6364,485,5,1999-10-04T10:45:16,4980.0,26364,
1694882,9332,472,3,1999-06-24T10:50:56,333.0,9332,
1327977,9531,477,2,1999-09-17T10:45:45,2552.0,29531,
1225810,9384,311,2,1999-08-09T10:45:36,1868.0,9384,
1666344,9036,483,9,1999-08-23T10:48:43,1759.0,19036,
1982423,9933,375,4,1999-09-12T10:49:58,2336.0,19933,
630263,4724,489,5,1999-09-01T10:45:56,1892.0,14724,
1525570,9841,487,3,1999-08-20T10:45:34,3286.0,19841,
1794461,5416,493,2,1999-07-26T10:50:54,3344.0,5416,
1569481,8574,417,6,1999-08-26T10:48:58,2276.0,18574,
1932719,7870,491,8,1999-09-07T10:46:09,3762.0,17870,
1384179,7471,484,3,1999-06-29T10:50:07,4360.0,7471,
3402,5818,324,2,1999-09-06T10:43:52,4624.0,15818,
1857265,8287,465,7,1999-08-26T10:48:01,2474.0,18287,
911704,9213,342,5,1999-07-02T10:44:29,1649.0,9213,
881214,3186,298,2,1999-07-04T10:49:53,352.0,3186,
935662,9330,498,2,1999-07-17T10:46:22,2109.0,9330,
1151906,8388,491,3,1999-09-03T10:47:37,2555.0,18388,
1890802,7518,360,6,1999-09-12T10:50:37,3356.0,17518,
1640212,5153,434,4,1999-10-04T10:46:43,4139.0,25153,
506421,8146,456,3,1999-09-10T10:44:06,813.0,18146,
1459811,7508,456,10,1999-07-31T10:48:12,2430.0,7508,
1005578,9312,214,3,1999-10-06T10:44:02,4907.0,29312,
1307777,9436,476,3,1999-08-18T10:44:12,4634.0,19436,
1652468,7479,492,3,1999-07-08T10:47:40,3427.0,7479,
1155108,8999,434,7,1999-10-05T10:47:51,4688.0,28999,
832426,8558,426,9,1999-08-06T10:46:07,4214.0,8558,
622288,4081,495,9,1999-07-21T10:45:18,197.0,4081,
1680298,9672,494,9,1999-09-30T10:49:48,4514.0,29672,
895695,4315,492,2,1999-07-31T10:51:00,2227.0,4315,
793547,9226,393,10,1999-06-26T10:50:50,2118.0,9226,
1445409,9981,500,7,1999-08-25T10:47:07,275.0,19981,
1167189,5299,355,3,1999-07-14T10:48:47,1744.0,5299,
653006,8656,477,6,1999-06-16T10:47:42,52.0,8656,
1975181,8188,491,10,1999-10-11T10:49:24,1756.0,28188,
1257744,8473,500,9,1999-10-04T10:48:03,4271.0,28473,
35717,5416,470,10,1999-09-10T10:46:22,3281.0,15416,
862219,9860,482,2,1999-07-31T10:48:23,2451.0,9860,
512194,8531,464,7,1999-07-30T10:44:32,936.0,8531,
536375,9036,499,10,1999-09-09T10:46:25,3902.0,19036,
1991075,7640,245,2,1999-07-25T10:50:38,35.0,7640,
720746,7329,357,5,1999-07-05T10:45:11,2457.0,7329,
769401,9606,492,7,1999-07-20T10:48:57,250.0,9606,
974655,5689,266,6,1999-10-08T10:49:22,1850.0,25689,
544824,9170,436,4,1999-08-27T10:47:04,4596.0,19170,
1164546,4633,441,9,1999-10-13T10:48:35,3916.0,0,
523191,9659,486,2,1999-07-29T10:45:22,1396.0,9659,
1958253,9818,419,7,1999-09-16T10:48:05,1375.0,29818,
561906,7200,406,10,1999-08-31T10:48:22,4014.0,17200,
18339,5902,428,10,1999-09-10T10:45:00,3056.0,15902,
1491313,8013,475,9,1999-07-10T10:50:39,261.0,8013,
726807,8768,377,5,1999-07-25T10:45:40,1276.0,8768,
1013235,3938,416,4,1999-07-18T10:44:36,2547.0,3938,
1834035,3731,425,8,1999-09-10T10:46:14,1799.0,13731,
1728511,6983,479,5,1999-08-20T10:45:48,3889.0,16983,
1967984,1783,434,2,1999-07-16T10:48:50,2474.0,1783,
777488,2024,475,7,1999-08-01T10:49:35,1503.0,2024,
1639496,6884,348,9,1999-09-01T10:46:39,856.0,16884,
1263107,9348,499,7,1999-07-19T10:48:27,329.0,9348,
1035754,8394,496,4,1999-08-14T10:46:22,225.0,18394,
1223585,5844,477,5,1999-07-30T10:45:23,1213.0,5844,
1603126,3499,375,7,1999-09-06T10:43:51,4899.0,13499,
589641,9357,345,4,1999-10-12T10:50:32,3404.0,29357,
1866441,9461,331,6,1999-06-22T10:48:43,3639.0,9461,
978447,9777,162,2,1999-08-21T10:49:39,3237.0,19777,
638646,8893,500,5,1999-09-24T10:46:35,4903.0,28893,
965046,7965,453,6,1999-08-17T10:48:37,1689.0,17965,
1117531,6596,500,4,1999-08-03T10:44:56,1373.0,6596,
732081,9919,483,7,1999-09-15T10:46:06,480.0,29919,
1153134,9895,486,2,1999-09-28T10:47:43,1266.0,29895,
1546309,9884,454,8,1999-06-29T10:47:11,1809.0,9884,
1156190,9725,485,7,1999-09-04T10:47:56,1472.0,19725,
