provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
162,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
214,Prov. Boston Ne, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
245,Prov. Expert Op, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
266,Prov. Giant Pet, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
298,Prov. Just Rest, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
311,Prov. Boston Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,5,
324,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
331,Prov. Driven Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
342,Prov. Expert Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,4,
345,Prov. Expert Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
348,Prov. Expert Re, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
355,Prov. Famous Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
357,Prov. Famous Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
360,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
365,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
375,Prov. Humble Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
377,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
393,Prov. Just Mach, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
406,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
416,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
417,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
419,Prov. Boston Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
423,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
425,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
426,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
428,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
434,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
436,Prov. Driven Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
441,Prov. Expert Ke, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
442,Prov. Expert Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
453,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
454,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
456,Prov. Famous Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
460,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
464,Prov. Giant Nee, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
465,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
470,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
472,Prov. Humble Li, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
475,Prov. Humble Op, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
476,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,5,
477,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
479,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
482,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
483,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
484,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
485,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
486,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
487,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
489,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
491,Prov. Just Key, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
492,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
493,Prov. Just Mach, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
494,Prov. Just Need, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,3,
495,Prov. Just Oper, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
496,Prov. Just Petr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
498,Prov. Just Rest, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
499,Prov. Just Sail, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
500,Prov. Just Tran, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
50,Prov. Expert Tr, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,8,
92,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,8,
95,Prov. Just Oper, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
424,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,4,
313,Prov. Boston Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
