charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
555100,8787,448,10,1999-08-02T10:47:51,4314.0,8787,
1420541,5353,450,4,1999-09-17T10:45:10,544.0,25353,
1899400,6677,315,7,1999-07-06T10:51:17,4904.0,6677,
617472,8842,277,10,1999-09-25T10:44:56,4087.0,28842,
1566891,8830,272,4,1999-08-16T10:48:45,2344.0,18830,
1705272,6976,500,10,1999-09-17T10:44:01,2068.0,26976,
802051,9596,468,9,1999-06-25T10:43:47,3457.0,9596,
1165342,9550,500,4,1999-09-19T10:48:38,3749.0,29550,
1902547,9962,462,4,1999-08-10T10:43:49,4412.0,9962,
1671308,7193,295,6,1999-06-24T10:49:06,1014.0,7193,
1986205,7144,500,3,1999-08-28T10:50:16,4265.0,17144,
540349,6638,478,5,1999-09-18T10:46:44,3620.0,26638,
917815,9756,461,5,1999-06-25T10:44:57,4636.0,9756,
885683,7462,362,7,1999-10-11T10:50:13,4371.0,27462,
690313,9414,499,6,1999-09-13T10:50:35,2479.0,29414,
867619,8244,414,7,1999-08-25T10:48:49,4975.0,18244,
78315,9219,488,9,1999-08-25T10:49:39,1564.0,19219,
1066814,7683,405,10,1999-06-17T10:48:45,3061.0,7683,
739952,7960,475,9,1999-06-21T10:46:41,1503.0,7960,
1115055,7574,447,8,1999-08-10T10:44:44,4700.0,7574,
1583094,6250,494,9,1999-10-08T10:50:01,1859.0,26250,
1005713,4310,346,10,1999-07-25T10:44:03,3707.0,4310,
1427209,8233,485,5,1999-08-09T10:45:42,2104.0,8233,
594861,7664,401,8,1999-07-17T10:50:56,4266.0,7664,
1810476,6081,500,9,1999-08-20T10:44:24,2909.0,16081,
1586532,7223,444,3,1999-10-01T10:50:17,1432.0,27223,
1763311,7502,486,9,1999-07-25T10:48:28,1372.0,7502,
1570780,9991,338,4,1999-07-17T10:49:04,2138.0,9991,
1377217,9672,278,6,1999-08-22T10:49:34,1981.0,19672,
1708417,8065,481,5,1999-10-11T10:44:15,2943.0,28065,
730066,2588,481,9,1999-08-06T10:45:55,2843.0,2588,
1472164,9966,385,10,1999-09-09T10:49:11,4468.0,19966,
1581437,9962,495,6,1999-07-31T10:49:54,2625.0,9962,
