payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
12571,6981,1999-10-03T00:00:00,7278.0,0,
2881,4514,1999-09-02T00:00:00,2806.0,0,
774,2022,1999-09-02T00:00:00,1633.0,0,
7460,9141,1999-09-02T00:00:00,37572.0,0,
11950,6323,1999-10-03T00:00:00,13203.0,0,
12403,6809,1999-10-03T00:00:00,9277.0,0,
1540,3042,1999-09-02T00:00:00,165.0,0,
8826,2103,1999-10-03T00:00:00,1223.0,0,
11788,6148,1999-10-03T00:00:00,10461.0,0,
13901,8343,1999-10-03T00:00:00,11227.0,0,
1624,3138,1999-09-02T00:00:00,4150.0,0,
12577,6987,1999-10-03T00:00:00,20338.0,0,
8951,2358,1999-10-03T00:00:00,8926.0,0,
11709,6066,1999-10-03T00:00:00,14526.0,0,
2028,3597,1999-09-02T00:00:00,4568.0,0,
14727,9173,1999-10-03T00:00:00,11811.0,0,
1154,2548,1999-09-02T00:00:00,2178.0,0,
8331,287,1999-10-03T00:00:00,2616.0,0,
8304,9985,1999-09-02T00:00:00,59029.0,0,
10678,4877,1999-10-03T00:00:00,4788.0,0,
15418,9864,1999-10-03T00:00:00,32060.0,0,
262,1103,1999-09-02T00:00:00,5016.0,0,
14244,8688,1999-10-03T00:00:00,7146.0,0,
1983,3546,1999-09-02T00:00:00,3332.0,0,
7703,9384,1999-09-02T00:00:00,43477.0,0,
739,1963,1999-09-02T00:00:00,1597.0,0,
1516,3001,1999-09-02T00:00:00,7378.0,0,
7158,8839,1999-09-02T00:00:00,23099.0,0,
648,1828,1999-09-02T00:00:00,1751.0,0,
11752,6112,1999-10-03T00:00:00,2301.0,0,
12299,6701,1999-10-03T00:00:00,3849.0,0,
3932,5598,1999-09-02T00:00:00,26691.0,0,
1308,2749,1999-09-02T00:00:00,4720.0,0,
9242,2882,1999-10-03T00:00:00,1686.0,0,
5231,6909,1999-09-02T00:00:00,11748.0,0,
10252,4344,1999-10-03T00:00:00,1777.0,0,
7842,9523,1999-09-02T00:00:00,48936.0,0,
10956,5201,1999-10-03T00:00:00,8592.0,0,
3977,5645,1999-09-02T00:00:00,2367.0,0,
1630,3145,1999-09-02T00:00:00,13310.0,0,
15259,9705,1999-10-03T00:00:00,30215.0,0,
5154,6832,1999-09-02T00:00:00,38392.0,0,
9756,3665,1999-10-03T00:00:00,10621.0,0,
5634,7314,1999-09-02T00:00:00,7813.0,0,
5959,7640,1999-09-02T00:00:00,16070.0,0,
3284,4929,1999-09-02T00:00:00,10230.0,0,
8703,1829,1999-10-03T00:00:00,1575.0,0,
9793,3715,1999-10-03T00:00:00,1782.0,0,
14665,9111,1999-10-03T00:00:00,3042.0,0,
2795,4420,1999-09-02T00:00:00,6751.0,0,
11114,5389,1999-10-03T00:00:00,1680.0,0,
1523,3016,1999-09-02T00:00:00,7457.0,0,
4551,6226,1999-09-02T00:00:00,8196.0,0,
4781,6458,1999-09-02T00:00:00,15306.0,0,
8971,2397,1999-10-03T00:00:00,2103.0,0,
7250,8931,1999-09-02T00:00:00,18027.0,0,
8889,2230,1999-10-03T00:00:00,3798.0,0,
9828,3765,1999-10-03T00:00:00,7704.0,0,
3821,5484,1999-09-02T00:00:00,9147.0,0,
2548,4157,1999-09-02T00:00:00,8672.0,0,
12759,7180,1999-10-03T00:00:00,11863.0,0,
8551,1394,1999-10-03T00:00:00,2804.0,0,
620,1785,1999-09-02T00:00:00,3753.0,0,
279,1130,1999-09-02T00:00:00,4673.0,0,
2604,4215,1999-09-02T00:00:00,4370.0,0,
316,1231,1999-09-02T00:00:00,3140.0,0,
6484,8165,1999-09-02T00:00:00,9722.0,0,
7468,9149,1999-09-02T00:00:00,22741.0,0,
12353,6756,1999-10-03T00:00:00,2373.0,0,
5328,7006,1999-09-02T00:00:00,13932.0,0,
5702,7382,1999-09-02T00:00:00,12867.0,0,
15300,9746,1999-10-03T00:00:00,15695.0,0,
2809,4435,1999-09-02T00:00:00,13542.0,0,
13587,8025,1999-10-03T00:00:00,9007.0,0,
75,586,1999-09-02T00:00:00,2522.0,0,
3340,4986,1999-09-02T00:00:00,3524.0,0,
13348,7784,1999-10-03T00:00:00,14989.0,0,
12316,6718,1999-10-03T00:00:00,2113.0,0,
4416,6089,1999-09-02T00:00:00,2783.0,0,
6082,7763,1999-09-02T00:00:00,20172.0,0,
14513,8958,1999-10-03T00:00:00,7065.0,0,
13962,8404,1999-10-03T00:00:00,10736.0,0,
7548,9229,1999-09-02T00:00:00,24094.0,0,
1403,2858,1999-09-02T00:00:00,3256.0,0,
12434,6841,1999-10-03T00:00:00,12292.0,0,
12100,6484,1999-10-03T00:00:00,2791.0,0,
10904,5137,1999-10-03T00:00:00,3032.0,0,
7008,8689,1999-09-02T00:00:00,10761.0,0,
13312,7746,1999-10-03T00:00:00,3273.0,0,
