provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
253,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
271,Prov. Humble Ke, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
272,Prov. Humble Li, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
277,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
278,Prov. Humble Re, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,6,
295,Prov. Just Oper, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
306,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
308,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
315,Prov. Boston Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
327,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
335,Prov. Driven Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
338,Prov. Driven Re, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
339,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
346,Prov. Expert Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
353,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
362,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
363,Prov. Giant Mac, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
364,Prov. Giant Nee, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
380,Prov. Humble Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
382,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
385,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
394,Prov. Just Need, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
395,Prov. Just Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
397,Prov. Just Ques, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
401,Prov. Apex Key, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
405,Prov. Apex Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
409,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
414,Prov. Boston Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
415,Prov. Boston Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
420,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
421,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
422,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
429,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
431,Prov. Driven Ke, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
444,Prov. Expert Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
445,Prov. Expert Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
446,Prov. Expert Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
447,Prov. Expert Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
448,Prov. Expert Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
450,Prov. Expert Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
453,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
455,Prov. Famous Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
456,Prov. Famous Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
461,Prov. Giant Key, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
462,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
464,Prov. Giant Nee, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
465,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
468,Prov. Giant Res, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
469,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
471,Prov. Humble Ke, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,5,
473,Prov. Humble Ma, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
475,Prov. Humble Op, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
477,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
478,Prov. Humble Re, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
480,Prov. Humble Tr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
481,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
483,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
484,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
485,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
486,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
488,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
490,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,6,
491,Prov. Just Key, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
492,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
493,Prov. Just Mach, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
494,Prov. Just Need, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,3,
495,Prov. Just Oper, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
496,Prov. Just Petr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
497,Prov. Just Ques, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
498,Prov. Just Rest, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
499,Prov. Just Sail, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
500,Prov. Just Tran, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
298,Prov. Just Rest, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
112,Prov. Boston Li, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
176,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
213,Prov. Boston Ma, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,3,
113,Prov. Boston Ma, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,5,
329,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
237,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
217,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
354,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
154,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
309,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
106,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,5,
334,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
32,Prov. Driven Li, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
108,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
100,Prov. Just Tran, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,7,
