playerid,award,year,lgid,note,pos
anthoca01,Третья команда всех звезд НБА,2005,NBA,,F
arenagi01,Третья команда всех звезд НБА,2005,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
artesro01,Защитная команда первого эшелона,2005,NBA,,
billuch01,Защитная команда года,2005,NBA,,
billuch01,Вице-чемпион НБА по итогам сезона,2005,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
bowenbr01,Защитная команда первого эшелона,2005,NBA,,
brandel01,Вице-чемпион НБА по итогам сезона,2005,NBA,,F
bryanko01,Защитная команда первого эшелона,2005,NBA,вязание,
bryanko01,Ваша команда: All-NBA First Team,2005,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
cambyma01,Защитная команда года,2005,NBA,,
diawbo01,Самый улучшивший себя игрок,2005,NBA,,
duncati01,Защитная команда года,2005,NBA,,
duncati01,Вице-чемпион НБА по итогам сезона,2005,NBA,,F
garneke01,Защитная команда года,2005,NBA,,
iversal01,Третья команда всех звезд НБА,2005,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
jamesle01,Ваша команда: All-NBA First Team,2005,NBA,,F
kiddja01,Защитная команда первого эшелона,2005,NBA,вязание,
kirilan01,Защитная команда первого эшелона,2005,NBA,,
mariosh01,Третья команда всех звезд НБА,2005,NBA,,F
millemi01,Шестой игрок года,2005,NBA,,
mingya01,Третья команда всех звезд НБА,2005,NBA,,С
nashst01,Ваша команда: All-NBA First Team,2005,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
nashst01,Самый ценный игрок,2005,NBA,,
nowitdi01,Ваша команда: All-NBA First Team,2005,NBA,,F
onealsh01,Ваша команда: All-NBA First Team,2005,NBA,,С
paulch01,Рока́й-ан-ни́кэй,2005,NBA,,
princta01,Защитная команда года,2005,NBA,,
wadedw01,Вице-чемпион НБА по итогам сезона,2005,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
wadedw01,Финальный MVP,2005,NBA,,
wallabe01,Защитная команда первого эшелона,2005,NBA,,
wallabe01,Вице-чемпион НБА по итогам сезона,2005,NBA,,С
wallabe01,Защитник года,2005,NBA,,
willibu01,Защитная команда первого эшелона,1990,NBA,,
duncati01,Ваша команда: All-NBA First Team,1999,NBA,,F
kiddja01,Ваша команда: All-NBA First Team,2003,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
worthja01,Третья команда всех звезд НБА,1990,NBA,,F
horfoal01,Все-начальный первый состав,2007,NBA,,
dischte01,Рока́й-ан-ни́кэй,1962,NBA,,
gueriri01,Вице-чемпион НБА по итогам сезона,1959,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
jamesle01,Ваша команда: All-NBA First Team,2009,NBA,,F
mcginge01,Все-ABA первая команда,1974,ABA,,F
paytoga01,Защитная команда первого эшелона,1995,NBA,,
jordami01,Самый ценный игрок,1987,NBA,,
hardaan01,Ваша команда: All-NBA First Team,1994,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
paytoga01,Защитная команда первого эшелона,1993,NBA,,
pettibo01,Ваша команда: All-NBA First Team,1955,NBA,,F
barryri01,Вице-чемпион НБА по итогам сезона,1972,NBA,,F
armstda01,Самый улучшивший себя игрок,1998,NBA,,
sloanje01,Защитная команда первого эшелона,1968,NBA,,
johnsde01,Защитная команда первого эшелона,1980,NBA,,
gallaha01,Ваша команда: All-NBA First Team,1953,NBA,,
stockjo01,Ваша команда: All-NBA First Team,1994,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
johnske02,Вице-чемпион НБА по итогам сезона,1990,NBA,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
