playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
gervige01,Гервин,Джордж,1981,Запад,NBA,1,27,12.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,3.0,14.0,5.0,2.0,2.0,0.0,0.0
jonessa01,Джонс,Сам,1961,Восток,NBA,1,14,2.0,,,1.0,0.0,,,,,8.0,1.0,1.0,0.0,,
hagancl01,Хаган,Клифф,1957,Запад,NBA,1,99,,,,,,,,,,,,,,,
duncati01,Дункан,Тим,2008,Запад,NBA,1,18,6.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
stockjo01,Стоктон,Иоанн,1999,Запад,NBA,1,11,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0
kenonla01,Кенон,Ларри,1978,Восток,NBA,1,7,3.0,,,2.0,1.0,,,,,3.0,1.0,2.0,1.0,,
goodrga01,Добрых,Гайл,1972,Запад,NBA,1,16,2.0,,,2.0,1.0,,,,,7.0,1.0,0.0,0.0,,
gilmoar01,Гилмор,Артис,1972,Восток,ABA,1,31,10.0,5.0,11.0,16.0,0.0,0.0,2.0,6.0,5.0,8.0,3.0,8.0,4.0,0.0,0.0
mahafra01,Махаффи,Рэндольф,1967,Восток,ABA,1,7,4.0,2.0,2.0,4.0,0.0,,,1.0,0.0,2.0,1.0,6.0,2.0,0.0,0.0
anthoca01,Энтони,Кармелло,2006,Запад,NBA,1,25,20.0,3.0,6.0,9.0,1.0,0.0,2.0,1.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0
robinda01,Робинсон,Дэвид,1989,Запад,NBA,1,25,15.0,,,10.0,1.0,,,,,12.0,7.0,2.0,1.0,,
roberos01,Робертсон,Оскар,1965,Восток,NBA,1,25,17.0,,,10.0,8.0,,,,,12.0,6.0,6.0,5.0,,
mingya01,Минг,Яо,2005,Запад,NBA,1,19,5.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
onealsh01,О'Нил,Шакил,1996,Запад,NBA,1,99,,,,,,,,,,,,,,,
jonessa01,Джонс,Сам,1964,Восток,NBA,1,24,6.0,,,5.0,3.0,,,,,12.0,2.0,2.0,2.0,,
hillty01,Гора,Тايرон,1994,Восток,NBA,1,6,2.0,,,4.0,0.0,,,,,1.0,1.0,0.0,0.0,,
combsgl01,Чистящие щетки,Глен,1971,Запад,ABA,1,18,2.0,0.0,0.0,0.0,3.0,,,2.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0
willigu01,Уильямс,Гус,1981,Запад,NBA,1,26,22.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,1.0,19.0,9.0,4.0,4.0,1.0,0.0
