id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
3,1946,КФ,М,PHW,NBA,STB,NBA,2,1
36,1950,F,О,ROC,NBA,NYK,NBA,4,3
38,1950,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",MNL,NBA,INO,NBA,2,1
39,1950,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",ROC,NBA,FTW,NBA,2,1
45,1951,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",MNL,NBA,INO,NBA,2,0
54,1953,ДФ,К,SYR,NBA,BOS,NBA,2,0
62,1953,РР,я,FTW,NBA,,NBA,0,4
70,1955,ДТ,А,SYR,NBA,NYK,NBA,1,0
75,1956,ДФ,К,BOS,NBA,SYR,NBA,3,0
80,1956,ДТ,А,STL,NBA,FTW,NBA,1,0
87,1958,ДФ,К,BOS,NBA,SYR,NBA,4,3
91,1958,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",MNL,NBA,DET,NBA,2,1
105,1961,ДФ,К,LAL,NBA,DET,NBA,4,2
106,1961,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",DET,NBA,CIN,NBA,3,1
121,1964,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",BAL,NBA,STL,NBA,3,1
132,1966,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",SFW,NBA,LAL,NBA,3,0
144,1968,F,О,BOS,NBA,LAL,NBA,4,3
149,1969,DSF,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который необходимо перевести.",MIL,NBA,PHI,NBA,4,1
156,1970,КСФ,М,NYK,NBA,ATL,NBA,4,1
174,1972,КСФ,М,GSW,NBA,MIL,NBA,4,2
189,1974,КоА,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",SEA,NBA,DET,NBA,2,1
198,1975,КоА,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",DET,NBA,MIL,NBA,2,1
211,1976,КСФ,М,LAL,NBA,GSW,NBA,4,3
212,1977,ЧФ,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",WSB,NBA,PHI,NBA,4,2
213,1977,КоА,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",NYK,NBA,CLE,NBA,2,0
214,1977,КоА,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",WSB,NBA,ATL,NBA,2,0
