playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
bryanko01,Кобе,Кобе,Bean,Брэат,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,78.0,200,Ответ не содержит ни одного слова.,,1978-08-23,Филиadelфия,ПА,США,Нижний Мерион,Ардмор,ПА,США,0000-00-00,Б
iversal01,Аллен,Аллен,Ezail,Иверсон,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,72.0,165,Гейритон,,1975-06-07,Хэмптон,Ва,США,Бетел,Хэмптон,Ва,США,0000-00-00,Б
kiddja01,Дже́сон,Дже́сон,Frederick,Кидд,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,76.0,208,Калифорния,,1973-03-23,Сан-Франциско,Калифорния,США,Святой Иосиф Нотр-Дам,Алameda,Калифорния,США,0000-00-00,Б
nashst01,Стив,Стивен,John,Нэш,,,,Стив,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,75.0,195,Сан-Клара,,1974-02-07,Йоханнесбург,,SAФ,Святого Михаила,Виктория,БС,КАН,0000-00-00,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
paulch01,Крис,Кристиан,Emmanuel,Пол,,,,"Крис, سی-Пи-3","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,72.0,175,Уэйк-Форест,,1985-05-06,Винстон-Сейлем,НГ,США,Западный Форсайт,Винстон-Сейлем,НГ,США,0000-00-00,Б
paytoga01,Гэри,Гэри,Dwayne,Пэйтон,,,,Перчатка,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,76.0,180,Орегонский государственный университет,,1968-07-23,Окленд,Калифорния,США,horyн,Окленд,Калифорния,США,0000-00-00,Б
wadedw01,Двайне,Двайне,Tyrone,Вэйд,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,76.0,210,Маркетт,,1982-01-17,Чикаго,Я,США,Ричарды,Оак-Лawn,Я,США,0000-00-00,Б
sapplwa01,Уэйн,Уэйн,B.,Саппелтон,,,,,F,0,0,81.0,215,Луолла (Иллинойс),,1960-11-17,Кингстон,,Джем,Арденны,Кингстон,,Джем,0000-00-00,Б
mcmahja01,Джек,Иоанн,Joseph,Макманус,,,,"Джек, Мак, Джек-Мак","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,73.0,185,Сент-Джонс (Нью-Йорк),,1928-12-03,Бруклин,НЫ,США,Святого Михаила,Бруклин,НЫ,США,1989-06-11,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
russejo01,Иоанн,Иоанн,,Росселл,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
munroge01,Джордж,Джордж,B.,Мунро,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,71.0,160,Дартмут,Колумбия,1922-01-05,Джолиет,Я,США,Джолиет,Джолиет,Я,США,0000-00-00,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
gildetr01,Трей,Трей,,Гилдер,,,,,F,0,0,81.0,205,Северо-Западный штат,,1985-01-24,Даллас,ТХ,США,Десото,Десото,ТХ,США,0000-00-00,Б
johnsiv01,Иван,Иван,W.,Джонсон,,,,,F,0,0,80.0,230,Каль-Перниттис-Сент-Херонда,,1984-04-10,Сан-Антонио,ТХ,США,Фокс-тех,Сан-Антонио,ТХ,США,0000-00-00,Б
rivasra01,Рамон,Рамон,,Ривас Контрерас,,,,,Ф-Ц,0,0,82.0,260,Храм,Пуэрто-Рико,1966-06-03,Карантин,ПР,ПУР,Педро Альбизу-Кампос,Карантин,ПР,ПУР,0000-00-00,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
tayloro01,Рон,Рональд,,Тейлор,,,,"Рон, Лёрч",С,0,0,85.0,265,УЦС,,1947-11-21,Торанс,Калифорния,США,Северный Торренс,Северный Торренс,Калифорния,США,0000-00-00,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
hardnch01,Чарли,Чарльз,,Харднетт,,,,Чарли,Ф-Ц,0,0,80.0,220,Грамблинг,,1938-09-13,Атланта,ГА,США,Каровер Воcиoнaльный,Атланта,ГА,США,0000-00-00,Б
fitzpja01,,Джек,,Фицпатрик,,,,Джекки,F,0,0,76.0,215,Ноксвилл,,1935-07-14,Сомерсет,КВ,США,Сомерсет/Дунбар-Преп,Самерсет / Цинциннати,КΥ / ОХ,США,0000-00-00,Б
pharesq01,,Иоанн,Lee,Фары,,,,"Джек, Сквينت",Г-Ф,0,0,70.0,0,Западная Вирджиния,,1915-12-31,Элкинс,Западная Вирджиния,США,Элкинс,Элкинс,Западная Вирджиния,США,1974-08-16,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
martidi01,Дин,Дональд,E.,Мартин,,,,Дин,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,68.0,160,Гейритон,,1920-05-25,,,,Академия ДеЛасалля,Ньюпорт,РИ,США,0000-00-00,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
delando01,Дон,Дон,,Делани,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
