id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
2,1967,0,0,0,ANA,Боб,Крулиш,,,Тихоокеан,ABA
23,1967,0,0,0,DNR,Нил,Робертс,,,Бригам Янги,ABA
74,1967,0,0,0,MNM,Фил,Джексон,,jacksph01,Северная Дакота,ABA
86,1967,0,0,0,NJA,Маль,Грэм,,grahama01,Нью-Йоркский университет,ABA
90,1967,0,0,0,NJA,Тим,Эдвардс,,,Ампер,ABA
112,1967,0,0,0,OAK,Нейт,Ветвь,,,Небраска,ABA
153,1968,0,0,0,DLC,Рой,Мэннинг,,,Лейнский колледж,ABA
156,1968,0,0,0,DLC,Гена,Маленькие,,littlge01,Высокий Punkt (НК),ABA
202,1968,0,0,0,KEN,Регги,Лэйсфилд,,lacefre01,Западный Мичиган,ABA
205,1968,0,0,0,KEN,Иоанн,Снипе,,,Элизабет-Сити (штат Северная Каролина),ABA
439,1970,0,0,0,DNR,Рон,Сент-Пьер,,,Ганновер,ABA
494,1970,0,0,0,MMP,Джордж,Джонсон,,johnsge01,Диллард,ABA
517,1970,0,0,0,PTC,Майк,Малый,,maloymi01,Даймон,ABA
554,1970,0,0,0,UTS,Израиль,Оливер,,,Элизабет-Сити (штат Северная Каролина),ABA
560,1970,0,0,0,UTS,Роберт,Моур,,,Центральный штат (ОХ),ABA
571,1970,0,0,0,VIR,Пол,Раффнер,,ruffnpa01,Бригам Янги,ABA
629,1971,0,0,0,DLC,Джимми,Гаймон,,,E. Новый Мексика,ABA
685,1971,0,0,0,KEN,Пьер,Росселл,,russepi01,Кансас,ABA
687,1971,0,0,0,KEN,Уилли,Черри,,,Денвер,ABA
688,1971,0,0,0,MMP,Рэнди,Дентон,,dentora01,Дук,ABA
743,1971,0,0,0,PTC,Рей,Зеленый,,,Калифорнийский государственный университет ( Пенсильвания),ABA
818,1972,0,0,0,DLC,Стан,Ключ,,,Кентукки,ABA
858,1972,0,0,0,KEN,Тери,Бентон,,,Уичита Стейт,ABA
939,1972,0,0,0,UTS,Боб,Нэш,,nashbo01,Гавайи,ABA
945,1972,0,0,0,UTS,Уилли,Гар́т,,,Грамблинг,ABA
1018,1973,1,0,0,KEN,Эрни,Дегрегорио,,,Провиденс,ABA
1144,1973,6,0,0,VIR,Аарон,Стюарт,,,Ричмонд,ABA
1188,1973,9,0,0,SDA,Фред,Деваун,,,Западный Монтана,ABA
1287,1974,4,0,0,SAA,Стив,Куберски,,kuberst01,Бостон,ABA
1389,1975,3,0,0,KEN,Эрик,Фернстен,,fernser01,Сан-Франциско,ABA
1434,1975,7,0,0,VIR,Билл,Бутон,,,Луизвилл,ABA
1458,1947,0,0,0,BOS,Джордж,Петрович,,,,NBA
1500,1947,0,0,0,STB,Пол,Наполитанский,,napolpa01,Сан-Франциско,NBA
1517,1947,1,3,3,BOS,Эд,Эллерс,,ehlerbu01,Пурдью,NBA
1614,1948,0,0,0,STB,Дэн,Лондон,,,Вашингтон У. (МО),NBA
1631,1948,1,6,6,BLB,Уолтер,Будко,,budkowa01,Колумбия,NBA
1796,1950,7,0,0,WSC,Джим,Кэткарт,,,Арканзас,NBA
2084,1953,0,0,0,NYK,Ларри,О'Коннор,,,Каниозис,NBA
2102,1953,0,0,0,ROC,Гена,Ламберт,,,Арканзас,NBA
2123,1953,2,0,0,NYK,Друже,Акман,,ackerdo01,Лонг-Айленд,NBA
2197,1954,6,5,50,BOS,Ото,Кригхаусер,,,Вашингтон (Миссури),NBA
2217,1954,8,7,70,ROC,Пол,Морроу,,,Висконсин,NBA
2251,1955,0,0,0,FTW,Том,Гарольд,,,Колорадо,NBA
2289,1955,1,6,6,FTW,Иоанн,Горан,,horanjo01,Дейтон,NBA
2366,1956,0,0,0,NYK,Джо,Кентон,,,Пурдью,NBA
2398,1956,0,0,0,STL,Юлий,МакКой,,,Мичиган Стейт,NBA
2405,1956,0,0,0,STL,Юниор,Морган,,,Дук,NBA
2462,1957,4,4,28,STL,Хенк,Нояк,,,Каниозис,NBA
2530,1958,2,3,10,DET,Барни,Кабель,,cableba01,Бради,NBA
2554,1958,5,3,34,DET,Хенк,Морана,,,Святой Петр,NBA
2603,1958,13,2,83,CIN,Жэря,Дупонт,,,Луизвилл,NBA
2610,1959,1,1,1,CIN,Боб,Бузер,,boozebo01,Канзасский государственный университет,NBA
2618,1959,2,3,9,PHW,Джо,Руклик,,ruklijo01,Северо-Западный,NBA
2635,1959,4,4,26,MNL,Уилсон,Эйсон,,,Пурдью,NBA
2672,1959,9,4,63,MNL,Джим,Мудд,,,Северный Техас,NBA
2681,1959,11,1,72,CIN,Чарли,Коричневый,,,Сиэтл,NBA
2721,1960,4,5,29,SYR,Карл,Коль,,,Восточная Кентукки,NBA
2751,1960,8,4,59,DET,Майк,Югович,,,Молодо́го,NBA
2930,1962,4,4,29,DET,Регги,Хардинг,,hardire01,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",NBA
2989,1962,11,4,88,CIN,Франк,Пинчбэк,,,Ксавьер (ОХ),NBA
2991,1962,12,1,90,CHZ,Мел,Ноэлл,,nowelme01,Огайо Стейт,NBA
3059,1963,7,4,57,DET,Ира,Харге,,hargeir01,Новая Мексика,NBA
3540,1967,12,7,130,SFW,Дэвид,Лисица,,,Тихоокеан,NBA
3562,1967,15,10,152,SEA,Уилли,Кэмпбелл,,,Небраска,NBA
3600,1968,3,6,28,CIN,Фред,Фостер,,fostefr01,Колорадо,NBA
3607,1968,3,13,35,MIL,Сам,Уильямс,,willisa01,Теннесси Стейт,NBA
3651,1968,7,1,79,SDR,Рик,Адельман,,adelmri01,Гавайи,NBA
3668,1968,8,4,96,BAL,Бэри,Ормс,,ormsba01,Колледж Пасадена,NBA
3710,1968,11,4,138,BAL,Ал,Диксон,,,Иова-Стейт,NBA
3821,1969,3,6,35,SDR,Чарльз,Бонапарт,,,Норфолк Стейт,NBA
3885,1969,7,14,99,BAL,Джефф,Клейпул,,,Город-парк Гров-Сити,NBA
3895,1969,8,10,109,ATL,Боб,Кристиан,,chrisbo01,Грамблинг,NBA
3906,1969,9,7,120,SFW,Грег,Рид,,,Сакраменто-стэйт,NBA
3942,1969,12,1,156,PHO,Боб,Миллер,,,Толедо,NBA
3973,1969,14,8,187,LAL,Макс,Калвин,,calvima01,УЦС,NBA
4007,1970,1,3,3,ATL,Пэт,Марович,,maravpe01,Луизианская штатная,NBA
4025,1970,2,4,21,BOS,Рекс,Морган,,morgare01,Джексонвилл,NBA
4073,1970,5,1,69,SDR,Джеймс,Гилберт,,,Адамс-Стейт,NBA
4226,1970,15,9,222,BAL,Тед,Роза,,,Северная Мичиган,NBA
4240,1970,18,3,236,CLE,Иоанн,Пушка,,,Грамблинг,NBA
4292,1971,3,9,44,BOS,Дэйв,Робиш,,robisda01,Кансас,NBA
4313,1971,4,14,65,PHO,Уолт,Щёрбяк,,szczewa01,Джордж Вашингтон,NBA
4427,1971,11,11,179,PHO,Пол,Лейц,,,Западная Каролина,NBA
4507,1972,2,9,22,LAL,Пол,Стоуолл,,stovapa01,Аризонский государственный университет,NBA
4664,1972,13,5,179,PHO,Келли,Утли,,,Шау,NBA
4706,1973,2,5,23,LAL,Билл,Шэфер,,schaebi01,Сент-Джонс,NBA
4738,1973,4,3,55,POR,Уильям,Аверитт,,averibi01,Пеппердин,NBA
4787,1973,7,1,104,PHI,Джеймс,Грин,,,Кентукки Уэданский колледж,NBA
4817,1973,8,14,134,NYK,Стив,Роуелл,,,Род-Айленд,NBA
4908,1974,1,14,14,CHI,Моисей,Лукас,,lucasma01,Маркетт,NBA
4938,1974,3,8,44,SEA,Тальвин,Скиннер,,skinnta01,Мэриленд-Восточный Побережье,NBA
4982,1974,5,16,88,CHI,Рэнди,Ноуэллз,,,Техасский А&М университет,NBA
5018,1974,7,16,124,CHI,Геф,Робертс,,,Миссури,NBA
5035,1974,8,15,141,DET,Грег,Ньютон,,,Дрексел,NBA
5058,1974,10,3,164,CLE,Джим,Келли,,,Лорас,NBA
5083,1975,1,11,11,HOU,Джо,Мериуэзер,,meriwjo01,Южный Иллинойс,NBA
5094,1975,2,4,22,MIL,Клайд,Майез,,mayescl01,Фурман,NBA
5141,1975,4,15,69,GSW,Билли,Тейлор,,,Ласаль,NBA
5265,1976,2,2,19,SEA,Байярд,Форрест,,forreba01,Гранд-Каньон,NBA
5325,1976,5,11,79,PHO,Ральф,Уолкер,,,Святой Марии (Калифорния),NBA
