provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
24,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
26,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
28,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
33,Prov. Driven Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
34,Prov. Driven Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
36,Prov. Driven Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
38,Prov. Driven Re, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
39,Prov. Driven Sa, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
41,Prov. Expert Ke, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
42,Prov. Expert Li, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
45,Prov. Expert Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
46,Prov. Expert Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
48,Prov. Expert Re, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
49,Prov. Expert Sa, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,9,
50,Prov. Expert Tr, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,8,
51,Prov. Famous Ke, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,6,
55,Prov. Famous Op, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,5,
57,Prov. Famous Qu, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,7,
58,Prov. Famous Re, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,9,
62,Prov. Giant Lig, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,9,
63,Prov. Giant Mac, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,6,
64,Prov. Giant Nee, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,9,
65,Prov. Giant Ope, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:19,9,
