corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
4,Corp. Апе́кс Нидлувэ́ρκ Инк., , ,,,,,12.10.2004 10:41,6,
8,Корп. Апекс Ресторантс Инк., , ,,,,,12.10.2004 10:41,1,
11,Корп. Бостонские каменные блоки Инк., , ,,,,,12.10.2004 10:41,5,
19,Корп. Бостонских судоремонтников, , ,,,,,12.10.2004 10:41,3,
20,Корп. Бостон Транспорт Inc., , ,,,,,12.10.2004 10:41,2,
21,Corp. Компьютерные Ключевые Камни Инк., , ,,,,,12.10.2004 10:41,6,
22,Корп. Компьютерное освещение Инк., , ,,,,,12.10.2004 10:41,1,
26,"Компания ""Корп. Компьютер Петролеум Инк.""", , ,,,,,12.10.2004 10:41,5,
28,Корп. Компьютер Ресторанс Инк., , ,,,,,12.10.2004 10:41,8,
29,Корп. Компьютерные паруса Инк., , ,,,,,12.10.2004 10:41,7,
30,Корп. Компьютер Транспорт Инк., , ,,,,,12.10.2004 10:41,1,
33,"Компания ""Driven Machinery Inc.""", , ,,,,,12.10.2004 10:41,1,
34,Корп. Драйвен Найдлворк Инк., , ,,,,,12.10.2004 10:41,1,
35,Корп. Драйвен ОпереИнк., , ,,,,,12.10.2004 10:41,3,
38,Корп. Драйвен Ресторанс Инк., , ,,,,,12.10.2004 10:41,8,
40,Корп. Драйвен Тرانсит Инк., , ,,,,,12.10.2004 10:41,2,
42,Корп. Эксперт Освещение, , ,,,,,12.10.2004 10:41,6,
43,Скорп. Эксперт Механика Инк., , ,,,,,12.10.2004 10:41,1,
44,Компания Эксперт Нитковое Рукоделие Инк., , ,,,,,12.10.2004 10:41,6,
45,Корп. Эксперт ОпераИнк., , ,,,,,12.10.2004 10:41,1,
48,Компания Эксперт Ресторанз Инк., , ,,,,,12.10.2004 10:41,8,
59,"Corp. знаменитые верфи ""Фамус Саил Мейкерс Инк.""", , ,,,,,12.10.2004 10:41,7,
60,Корп. Феймус ТранситИнк., , ,,,,,12.10.2004 10:41,4,
63,"Корп. ""Гигант Машинери Инк.""", , ,,,,,12.10.2004 10:41,5,
64,Корп. «Гигант-Нитковое Рукоделие», , ,,,,,12.10.2004 10:41,8,
66,"Корп. ""Giant Petroleum Inc.""", , ,,,,,12.10.2004 10:41,8,
70,Трансит-Корп., , ,,,,,12.10.2004 10:41,2,
72,Корп. Умный Свет Inc., , ,,,,,12.10.2004 10:41,4,
76,"Корп. ""Хембл Петролеум Инк.""", , ,,,,,12.10.2004 10:41,4,
77,Корп. Умильные Квесты Инк., , ,,,,,12.10.2004 10:41,8,
79,Corp. Умильные Судоверки Инк., , ,,,,,12.10.2004 10:41,8,
81,Корп. Империал Ке́й Стоунс Инк., , ,,,,,12.10.2004 10:41,6,
82,Corp. Имперская освещение Инк., , ,,,,,12.10.2004 10:41,3,
83,Corp. Имперское Машиностроение Инк., , ,,,,,12.10.2004 10:41,1,
95,Corp. Просто ОпераИнк., , ,,,,,12.10.2004 10:41,2,
98,Корп. Просто Ресторан Инк., , ,,,,,12.10.2004 10:41,1,
99,"Corp. ""Just Sail Makers Inc.""", , ,,,,,12.10.2004 10:41,5,
102,Корп. Ампекс Лайтинг, , ,,,,,12.10.2004 10:41,5,
105,Корп. Апекс Операко, , ,,,,,12.10.2004 10:41,7,
107,Corp. Апекс КвестсКо, , ,,,,,12.10.2004 10:41,8,
109,Corp. Апекс Сэйл Макиерс, , ,,,,,12.10.2004 10:41,1,
113,Корп. Бостон Машинери Ко., , ,,,,,12.10.2004 10:41,4,
119,Corp. Бостонские судоремонтники, , ,,,,,12.10.2004 10:41,8,
120,Корп. Бостон Транзит Ко., , ,,,,,12.10.2004 10:41,3,
122,Corp. Компьютерное освещение Co., , ,,,,,12.10.2004 10:41,4,
125,Корп. Компьютер Операко., , ,,,,,12.10.2004 10:41,5,
127,Корп. Компьютерные Квесты, , ,,,,,12.10.2004 10:41,6,
128,Корп. Компьютер Рестораны Ко., , ,,,,,12.10.2004 10:41,2,
129,САЙЛ-МЕКАНИКИ, , ,,,,,12.10.2004 10:41,4,
136,Корп. Драйвен Пэтриолейум Ко., , ,,,,,12.10.2004 10:41,3,
138,Corp. Драйвен Ресторанс Ко., , ,,,,,12.10.2004 10:41,8,
141,Corp. Эксперт Ключевые КамниCo., , ,,,,,12.10.2004 10:41,4,
143,Корп. Эксперт Механизмы, , ,,,,,12.10.2004 10:41,4,
145,Корп. Эксперт Операко., , ,,,,,12.10.2004 10:41,2,
152,Corp. Известный освещение, , ,,,,,12.10.2004 10:41,1,
153,Corp. Знаменитая Машинерия, , ,,,,,12.10.2004 10:41,1,
155,Корп. Фам. Оперко., , ,,,,,12.10.2004 10:41,7,
158,Корп. Известные Рестораны Корп., , ,,,,,12.10.2004 10:41,1,
159,С. Плавучие производители, , ,,,,,12.10.2004 10:41,2,
168,Корп. «Гигант Ресторанс», , ,,,,,12.10.2004 10:41,7,
173,"Корп. ""Умный Машинери""", , ,,,,,12.10.2004 10:41,5,
174,Корп. Умилюсум Нидлворкс Ко., , ,,,,,12.10.2004 10:41,4,
179,Corp. Умилый плотников, , ,,,,,12.10.2004 10:41,8,
180,Корп. Хумбл Транспорт Ко., , ,,,,,12.10.2004 10:41,2,
181,Корп. Имперские каменные ключи, , ,,,,,12.10.2004 10:41,4,
183,Корп. Имперская Машинерия, , ,,,,,12.10.2004 10:41,7,
184,Корп. Имперское шитье, , ,,,,,12.10.2004 10:41,8,
185,Корп. Имперская Опера, , ,,,,,12.10.2004 10:41,2,
187,Корп. Имперские Квесты, , ,,,,,12.10.2004 10:41,2,
190,Корп. Имперская Транзит Ко., , ,,,,,12.10.2004 10:41,5,
192,Just LightingCo., , ,,,,,12.10.2004 10:41,7,
194,Корп. Только РукоделиеКорп., , ,,,,,12.10.2004 10:41,4,
195,Корпорация. Просто ОпераКo., , ,,,,,12.10.2004 10:41,3,
196,Corp. Только Πετроко., , ,,,,,12.10.2004 10:41,8,
197,Just QuestsКo., , ,,,,,12.10.2004 10:41,6,
199,"Корп. ""Сапожники просто плывут""", , ,,,,,12.10.2004 10:41,2,
200,Корпорация. Просто ТранситКо., , ,,,,,12.10.2004 10:41,4,
207,Корп. Апекс Квесты, , ,,,,,12.10.2004 10:41,3,
208,Компания. Apex Рестораны, , ,,,,,12.10.2004 10:41,4,
210,Корп. Апекс Тرانсит, , ,,,,,12.10.2004 10:41,3,
211,Корп. Бостонские каменные ключи, , ,,,,,12.10.2004 10:41,8,
215,Корпорация Бостонская Опера, , ,,,,,12.10.2004 10:41,1,
219,Корп. Бостонских судоремонтников, , ,,,,,12.10.2004 10:41,4,
222,Корп. Компьютерное освещение, , ,,,,,12.10.2004 10:41,7,
223,Корп. компьютерной машинерии, , ,,,,,12.10.2004 10:41,8,
225,Корп. Компьютер Операкорп., , ,,,,,12.10.2004 10:41,7,
226,Компания «Computer Petroleum», , ,,,,,12.10.2004 10:41,3,
227,Корп. Компьютерные Квесты, , ,,,,,12.10.2004 10:41,2,
228,Корп. Компьютер РестораныCorp., , ,,,,,12.10.2004 10:41,2,
230,Корп. Компьютер Транспорт, , ,,,,,12.10.2004 10:41,3,
231,Корп. Драйвенные Ключевые Камни, , ,,,,,12.10.2004 10:41,1,
232,"Компания ""Driven Lighting""", , ,,,,,12.10.2004 10:41,8,
235,Корп. Драйвен Операкорп., , ,,,,,12.10.2004 10:41,7,
236,Корп. Драйвен Петролеум, , ,,,,,12.10.2004 10:41,2,
242,Корп. Эксперт-Освещение, , ,,,,,12.10.2004 10:41,3,
