charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1,8842,484,2,1999-09-22 10:43:38,3263.0,28842,
2,5561,434,10,14.07.1999 10:43,336.0,5561,
3,4426,500,2,14 сентября 1999 г. в 10:43:38,1216.0,24426,
4,9939,497,8,1999-09-28 10:43:38,3770.0,29939,
5,7992,439,9,1999-10-09 10:43:38,4610.0,27992,
6,9663,386,2,1999-08-11 10:43:38,2087.0,9663,
7,5629,450,4,13.10.1999 10:43,2403.0,0,
8,5269,243,8,12.07.1999 10:43,3845.0,5269,
9,7894,283,2,16 сентября 1999 г. в 10:43:38,4152.0,27894,
10,8283,488,10,1999-09-28 10:43:38,1004.0,28283,
11,2184,406,8,1999-10-08 10:43:38,633.0,22184,
12,8864,424,8,27.VI.1999 10:43,4563.0,8864,
13,8258,454,5,26.07.1999 10:43:38,4470.0,8258,
14,9593,489,2,1999-09-30 10:43:38,174.0,29593,
15,3186,494,9,09.07.1999 10:43,753.0,3186,
16,9036,498,6,1999-10-04 10:43:38,3777.0,29036,
17,2079,468,4,25.09.1999 10:43,2674.0,12079,
18,9092,464,5,1999-10-06 10:43:38,2216.0,29092,
19,9869,500,3,18.07.1999 10:43,2139.0,9869,
20,6763,211,4,1999-06-29 10:43:38,3872.0,6763,
21,7218,498,10,1999-10-04 10:43:38,405.0,27218,
22,9286,199,6,1999-08-06 10:43:38,4280.0,9286,
23,5893,432,6,1999-09-06 10:43:38,3697.0,15893,
24,6128,492,4,1999-06-21 10:43:38,1761.0,6128,
25,9640,292,4,1999-10-10 10:43:38,3837.0,29640,
26,6169,491,2,1999-09-08 10:43:38,3045.0,16169,
27,8781,429,9,1999-10-03 10:43:38,3867.0,28781,
28,8873,490,3,1999-06-24 10:43:38,3892.0,8873,
29,4364,482,10,1999-09-20 10:43:38,3675.0,24364,
30,6019,322,2,1999-06-29 10:43:38,4724.0,6019,
38,8877,431,10,12.08.1999 10:43,4331.0,8877,
44,9714,301,10,1999-10-01 10:43:38,2361.0,29714,
53,9965,444,10,1999-08-26 10:43:38,2591.0,19965,
62,3003,493,10,1999-07-21 10:43:38,3848.0,3003,
70,7965,496,10,21 августа 1999 года в 10:43 утра,3326.0,17965,
73,8158,412,10,1999-10-04 10:43:38,1857.0,28158,
84,9764,494,10,1999-08-06 10:43:38,3559.0,9764,
98,9439,490,10,1999-08-10 10:43:38,2656.0,9439,
99,8046,469,10,1999-07-22 10:43:38,4192.0,8046,
121,9713,328,10,1999-06-20 10:43:38,4965.0,9713,
126,8727,497,10,1999-07-27 10:43:38,4380.0,8727,
140,9677,321,10,1999-07-22 10:43:38,4465.0,9677,
149,7296,492,10,1999-06-24 10:43:38,4539.0,7296,
154,6345,491,10,1999-09-28 10:43:38,2080.0,26345,
524309,8728,499,10,21.09.1999 10:45,2173.0,28728,
524315,1660,386,10,5 сентября 1999 года в 10:45 утра,573.0,11660,
524316,5813,496,10,1999-07-17 10:45:29,1301.0,5813,
524333,7888,498,10,1999-06-24 10:45:29,1654.0,7888,
524348,9905,493,10,"18 августа 1999 г., среда, 10:45",3297.0,19905,
524361,4812,452,10,21.09.1999 10:45,1363.0,24812,
524363,9368,314,10,1999-09-28 10:45:29,2308.0,29368,
524364,9728,411,10,13.07.1999 10:45,2339.0,9728,
524368,6390,495,10,24.09.1999 10:45:29,920.0,26390,
524369,6642,436,10,22.08.1999 10:45,2323.0,16642,
524390,9762,427,10,15.07.1999 10:45,2196.0,9762,
524395,5740,333,10,13.10.1999 10:45,3796.0,0,
