payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
5467,7146,1999-09-02T00:00:00,10090.0,0,
5045,6723,1999-09-02T00:00:00,26994.0,0,
14178,8621,1999-10-03T00:00:00,15079.0,0,
4327,6000,1999-09-02T00:00:00,24302.0,0,
7222,8903,1999-09-02T00:00:00,36630.0,0,
9204,2824,1999-10-03T00:00:00,7321.0,0,
12155,6543,1999-10-03T00:00:00,12901.0,0,
4723,6400,1999-09-02T00:00:00,12616.0,0,
11242,5535,1999-10-03T00:00:00,10656.0,0,
12511,6920,1999-10-03T00:00:00,10056.0,0,
7542,9223,1999-09-02T00:00:00,36098.0,0,
2820,4447,1999-09-02T00:00:00,7062.0,0,
2428,4030,1999-09-02T00:00:00,3210.0,0,
9420,3169,1999-10-03T00:00:00,3714.0,0,
5711,7391,1999-09-02T00:00:00,7945.0,0,
6759,8440,1999-09-02T00:00:00,25972.0,0,
8744,1926,1999-10-03T00:00:00,5013.0,0,
14894,9340,1999-10-03T00:00:00,15310.0,0,
13477,7914,1999-10-03T00:00:00,14402.0,0,
10880,5109,1999-10-03T00:00:00,2424.0,0,
6701,8382,1999-09-02T00:00:00,33429.0,0,
9467,3239,1999-10-03T00:00:00,1926.0,0,
6762,8443,1999-09-02T00:00:00,25372.0,0,
451,1492,1999-09-02T00:00:00,2463.0,0,
8231,9912,1999-09-02T00:00:00,49877.0,0,
5873,7553,1999-09-02T00:00:00,32667.0,0,
15455,9901,1999-10-03T00:00:00,31260.0,0,
14867,9313,1999-10-03T00:00:00,1166.0,0,
4948,6625,1999-09-02T00:00:00,9549.0,0,
6799,8480,1999-09-02T00:00:00,51267.0,0,
8244,9925,1999-09-02T00:00:00,44862.0,0,
5351,7030,1999-09-02T00:00:00,3699.0,0,
14245,8689,1999-10-03T00:00:00,24169.0,0,
6989,8670,1999-09-02T00:00:00,40453.0,0,
8700,1825,1999-10-03T00:00:00,4060.0,0,
11931,6303,1999-10-03T00:00:00,8361.0,0,
11415,5742,1999-10-03T00:00:00,2537.0,0,
6621,8302,1999-09-02T00:00:00,7506.0,0,
13050,7480,1999-10-03T00:00:00,5664.0,0,
13607,8046,1999-10-03T00:00:00,4785.0,0,
5529,7209,1999-09-02T00:00:00,11564.0,0,
6144,7825,1999-09-02T00:00:00,35822.0,0,
5769,7449,1999-09-02T00:00:00,29001.0,0,
4840,6517,1999-09-02T00:00:00,17072.0,0,
13,258,1999-09-02T00:00:00,577.0,0,
5758,7438,1999-09-02T00:00:00,25372.0,0,
3988,5656,1999-09-02T00:00:00,5942.0,0,
260,1100,1999-09-02T00:00:00,4511.0,0,
10697,4899,1999-10-03T00:00:00,1490.0,0,
8624,1605,1999-10-03T00:00:00,4580.0,0,
12888,7312,1999-10-03T00:00:00,4856.0,0,
10439,4591,1999-10-03T00:00:00,1560.0,0,
8585,1492,1999-10-03T00:00:00,2663.0,0,
10013,4022,1999-10-03T00:00:00,84.0,0,
955,2284,1999-09-02T00:00:00,10619.0,0,
11244,5537,1999-10-03T00:00:00,7517.0,0,
11225,5518,1999-10-03T00:00:00,8864.0,0,
13088,7519,1999-10-03T00:00:00,3075.0,0,
10220,4299,1999-10-03T00:00:00,198.0,0,
319,1237,1999-09-02T00:00:00,1797.0,0,
3846,5510,1999-09-02T00:00:00,12530.0,0,
10498,4670,1999-10-03T00:00:00,7233.0,0,
3075,4717,1999-09-02T00:00:00,2751.0,0,
12399,6805,1999-10-03T00:00:00,14841.0,0,
10435,4586,1999-10-03T00:00:00,3368.0,0,
7405,9086,1999-09-02T00:00:00,30487.0,0,
4378,6051,1999-09-02T00:00:00,10142.0,0,
952,2278,1999-09-02T00:00:00,298.0,0,
10647,4844,1999-10-03T00:00:00,3942.0,0,
1840,3384,1999-09-02T00:00:00,2022.0,0,
2088,3662,1999-09-02T00:00:00,11058.0,0,
3430,5083,1999-09-02T00:00:00,20435.0,0,
4130,5798,1999-09-02T00:00:00,6570.0,0,
8072,9753,1999-09-02T00:00:00,29688.0,0,
14224,8668,1999-10-03T00:00:00,32.0,0,
12889,7313,1999-10-03T00:00:00,12400.0,0,
7666,9347,1999-09-02T00:00:00,21044.0,0,
10022,4031,1999-10-03T00:00:00,6341.0,0,
5372,7051,1999-09-02T00:00:00,29307.0,0,
11528,5870,1999-10-03T00:00:00,3525.0,0,
11041,5305,1999-10-03T00:00:00,7296.0,0,
7433,9114,1999-09-02T00:00:00,44578.0,0,
9813,3745,1999-10-03T00:00:00,854.0,0,
11755,6115,1999-10-03T00:00:00,865.0,0,
13442,7878,1999-10-03T00:00:00,1855.0,0,
5982,7663,1999-09-02T00:00:00,13758.0,0,
6400,8081,1999-09-02T00:00:00,26463.0,0,
14697,9143,1999-10-03T00:00:00,20427.0,0,
5504,7183,1999-09-02T00:00:00,12063.0,0,
9795,3717,1999-10-03T00:00:00,3489.0,0,
488,1547,1999-09-02T00:00:00,2340.0,0,
4448,6123,1999-09-02T00:00:00,7414.0,0,
14297,8741,1999-10-03T00:00:00,19531.0,0,
