statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
1763,1763,1999-08-13T00:00:00,1999-09-02T00:00:00,4748.0,
2687,2687,1999-08-13T00:00:00,1999-09-02T00:00:00,8623.0,
3333,3333,1999-08-13T00:00:00,1999-09-02T00:00:00,3917.0,
4036,4036,1999-08-13T00:00:00,1999-09-02T00:00:00,6596.0,
4062,4062,1999-08-13T00:00:00,1999-09-02T00:00:00,16766.0,
4647,4647,1999-08-13T00:00:00,1999-09-02T00:00:00,4898.0,
4722,4722,1999-08-13T00:00:00,1999-09-02T00:00:00,3085.0,
4828,4828,1999-08-13T00:00:00,1999-09-02T00:00:00,7369.0,
4964,4964,1999-08-13T00:00:00,1999-09-02T00:00:00,24657.0,
5242,5242,1999-08-13T00:00:00,1999-09-02T00:00:00,12088.0,
5417,5417,1999-08-13T00:00:00,1999-09-02T00:00:00,23535.0,
5691,5691,1999-08-13T00:00:00,1999-09-02T00:00:00,3505.0,
5822,5822,1999-08-13T00:00:00,1999-09-02T00:00:00,11036.0,
5904,5904,1999-08-13T00:00:00,1999-09-02T00:00:00,25316.0,
6087,6087,1999-08-13T00:00:00,1999-09-02T00:00:00,20441.0,
6604,6604,1999-08-13T00:00:00,1999-09-02T00:00:00,12413.0,
7000,7000,1999-08-13T00:00:00,1999-09-02T00:00:00,28202.0,
7085,7085,1999-08-13T00:00:00,1999-09-02T00:00:00,13674.0,
7107,7107,1999-08-13T00:00:00,1999-09-02T00:00:00,33553.0,
7413,7413,1999-08-13T00:00:00,1999-09-02T00:00:00,11655.0,
7551,7551,1999-08-13T00:00:00,1999-09-02T00:00:00,9080.0,
7639,7639,1999-08-13T00:00:00,1999-09-02T00:00:00,10139.0,
7737,7737,1999-08-13T00:00:00,1999-09-02T00:00:00,37017.0,
7942,7942,1999-08-13T00:00:00,1999-09-02T00:00:00,28173.0,
8026,8026,1999-08-13T00:00:00,1999-09-02T00:00:00,26363.0,
8059,8059,1999-08-13T00:00:00,1999-09-02T00:00:00,21095.0,
8063,8063,1999-08-13T00:00:00,1999-09-02T00:00:00,38987.0,
8081,8081,1999-08-13T00:00:00,1999-09-02T00:00:00,26463.0,
8082,8082,1999-08-13T00:00:00,1999-09-02T00:00:00,27551.0,
8303,8303,1999-08-13T00:00:00,1999-09-02T00:00:00,26991.0,
8339,8339,1999-08-13T00:00:00,1999-09-02T00:00:00,19958.0,
8342,8342,1999-08-13T00:00:00,1999-09-02T00:00:00,17533.0,
8759,8759,1999-08-13T00:00:00,1999-09-02T00:00:00,31147.0,
8902,8902,1999-08-13T00:00:00,1999-09-02T00:00:00,37111.0,
8924,8924,1999-08-13T00:00:00,1999-09-02T00:00:00,30987.0,
9011,9011,1999-08-13T00:00:00,1999-09-02T00:00:00,17385.0,
9033,9033,1999-08-13T00:00:00,1999-09-02T00:00:00,37725.0,
9118,9118,1999-08-13T00:00:00,1999-09-02T00:00:00,31284.0,
9196,9196,1999-08-13T00:00:00,1999-09-02T00:00:00,44628.0,
9311,9311,1999-08-13T00:00:00,1999-09-02T00:00:00,27080.0,
9352,9352,1999-08-13T00:00:00,1999-09-02T00:00:00,40859.0,
9478,9478,1999-08-13T00:00:00,1999-09-02T00:00:00,25930.0,
9631,9631,1999-08-13T00:00:00,1999-09-02T00:00:00,24130.0,
9657,9657,1999-08-13T00:00:00,1999-09-02T00:00:00,37915.0,
9706,9706,1999-08-13T00:00:00,1999-09-02T00:00:00,62239.0,
9711,9711,1999-08-13T00:00:00,1999-09-02T00:00:00,33114.0,
9764,9764,1999-08-13T00:00:00,1999-09-02T00:00:00,55131.0,
9783,9783,1999-08-13T00:00:00,1999-09-02T00:00:00,52492.0,
9819,9819,1999-08-13T00:00:00,1999-09-02T00:00:00,49141.0,
9843,9843,1999-08-13T00:00:00,1999-09-02T00:00:00,26774.0,
9853,9853,1999-08-13T00:00:00,1999-09-02T00:00:00,41668.0,
9855,9855,1999-08-13T00:00:00,1999-09-02T00:00:00,63085.0,
9872,9872,1999-08-13T00:00:00,1999-09-02T00:00:00,55919.0,
9873,9873,1999-08-13T00:00:00,1999-09-02T00:00:00,48644.0,
9883,9883,1999-08-13T00:00:00,1999-09-02T00:00:00,32455.0,
9894,9894,1999-08-13T00:00:00,1999-09-02T00:00:00,38642.0,
9974,9974,1999-08-13T00:00:00,1999-09-02T00:00:00,68253.0,
9998,9998,1999-08-13T00:00:00,1999-09-02T00:00:00,89954.0,
13649,3649,1999-09-13T00:00:00,1999-10-03T00:00:00,5271.0,
14082,4082,1999-09-13T00:00:00,1999-10-03T00:00:00,3812.0,
14723,4723,1999-09-13T00:00:00,1999-10-03T00:00:00,4618.0,
14764,4764,1999-09-13T00:00:00,1999-10-03T00:00:00,6642.0,
16591,6591,1999-09-13T00:00:00,1999-10-03T00:00:00,11510.0,
16651,6651,1999-09-13T00:00:00,1999-10-03T00:00:00,14344.0,
16828,6828,1999-09-13T00:00:00,1999-10-03T00:00:00,11131.0,
17176,7176,1999-09-13T00:00:00,1999-10-03T00:00:00,29794.0,
17281,7281,1999-09-13T00:00:00,1999-10-03T00:00:00,3012.0,
17284,7284,1999-09-13T00:00:00,1999-10-03T00:00:00,5996.0,
17866,7866,1999-09-13T00:00:00,1999-10-03T00:00:00,7035.0,
18182,8182,1999-09-13T00:00:00,1999-10-03T00:00:00,34090.0,
18314,8314,1999-09-13T00:00:00,1999-10-03T00:00:00,14273.0,
18465,8465,1999-09-13T00:00:00,1999-10-03T00:00:00,9126.0,
18607,8607,1999-09-13T00:00:00,1999-10-03T00:00:00,10455.0,
18690,8690,1999-09-13T00:00:00,1999-10-03T00:00:00,20651.0,
18717,8717,1999-09-13T00:00:00,1999-10-03T00:00:00,10760.0,
19065,9065,1999-09-13T00:00:00,1999-10-03T00:00:00,23598.0,
19089,9089,1999-09-13T00:00:00,1999-10-03T00:00:00,16379.0,
19430,9430,1999-09-13T00:00:00,1999-10-03T00:00:00,26315.0,
19512,9512,1999-09-13T00:00:00,1999-10-03T00:00:00,16214.0,
19808,9808,1999-09-13T00:00:00,1999-10-03T00:00:00,44507.0,
19986,9986,1999-09-13T00:00:00,1999-10-03T00:00:00,47527.0,
4981,4981,1999-08-13T00:00:00,1999-09-02T00:00:00,1090.0,
5694,5694,1999-08-13T00:00:00,1999-09-02T00:00:00,16491.0,
19971,9971,1999-09-13T00:00:00,1999-10-03T00:00:00,61490.0,
14928,4928,1999-09-13T00:00:00,1999-10-03T00:00:00,3948.0,
17660,7660,1999-09-13T00:00:00,1999-10-03T00:00:00,10266.0,
6053,6053,1999-08-13T00:00:00,1999-09-02T00:00:00,4455.0,
3422,3422,1999-08-13T00:00:00,1999-09-02T00:00:00,2898.0,
6271,6271,1999-08-13T00:00:00,1999-09-02T00:00:00,2687.0,
11696,1696,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
466,466,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
2454,2454,1999-08-13T00:00:00,1999-09-02T00:00:00,4754.0,
12460,2460,1999-09-13T00:00:00,1999-10-03T00:00:00,4389.0,
2474,2474,1999-08-13T00:00:00,1999-09-02T00:00:00,2158.0,
19067,9067,1999-09-13T00:00:00,1999-10-03T00:00:00,7865.0,
1920,1920,1999-08-13T00:00:00,1999-09-02T00:00:00,6144.0,
1083,1083,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
17900,7900,1999-09-13T00:00:00,1999-10-03T00:00:00,11515.0,
11482,1482,1999-09-13T00:00:00,1999-10-03T00:00:00,3391.0,
19350,9350,1999-09-13T00:00:00,1999-10-03T00:00:00,32590.0,
5150,5150,1999-08-13T00:00:00,1999-09-02T00:00:00,20306.0,
1601,1601,1999-08-13T00:00:00,1999-09-02T00:00:00,38.0,
