playerid,year,stint,tmid,w,l,sa,ga
nabokev01,2006,1,SJS,2,1,10,4
masonst01,2009,1,CBS,0,7,28,12
burkese01,2005,1,TBL,2,3,11,5
labarja01,2010,1,PHO,1,1,5,2
huetcr01,2006,1,MTL,2,3,14,8
ellisda01,2007,1,NAS,2,1,9,4
poulike01,2010,1,NYI,0,1,3,2
brodema01,2010,1,NJD,1,1,9,2
halakja01,2006,1,MTL,2,0,8,2
priceca01,2011,1,MTL,5,8,40,14
legacma01,2007,1,STL,2,3,17,4
hillejo01,2007,1,AND,2,1,12,5
weekeke01,2008,1,NJD,2,0,6,2
macdojo01,2008,1,NYI,3,3,15,6
fleurma01,2008,1,PIT,3,4,22,6
huetcr01,2008,1,CHI,2,2,12,5
holtbbr01,2011,1,WAS,0,1,4,2
priceca01,2007,1,MTL,3,2,22,4
garonma01,2008,1,EDM,1,0,3,1
bobrose01,2010,1,PHI,1,4,17,9
clemmsc01,2007,1,TOR,1,0,3,1
labarja01,2009,1,PHO,6,1,27,8
niittan01,2009,1,TBL,3,4,23,5
macdojo01,2006,2,BOS,0,1,3,2
wardca01,2011,1,CAR,1,4,14,6
conklty01,2008,1,DET,2,2,13,4
dipieri01,2011,1,NYI,0,1,3,1
millery01,2011,1,BUF,5,4,34,11
danisya01,2009,1,NJD,0,1,3,3
thomati01,2008,1,BOS,4,4,28,9
backsni01,2007,1,MIN,1,6,21,12
eschero01,2006,1,PHI,0,1,2,2
bacasja01,2006,1,STL,1,1,6,2
tellqmi01,2008,1,PHO,1,0,8,1
rinnepe01,2010,1,NAS,6,4,34,7
theodjo01,2009,1,WAS,2,2,16,7
auldal01,2010,1,MTL,0,1,4,1
bryzgil01,2007,1,AND,0,1,3,1
kolziol01,2006,1,WAS,1,5,17,9
kolesvi01,2005,1,COL,1,0,7,0
khabini01,2005,1,CHI,2,1,15,5
raycran01,2008,1,COL,2,0,8,1
burkese01,2006,1,LAK,2,2,22,11
schneco01,2008,1,VAN,0,1,3,3
lundqhe01,2005,1,NYR,4,3,37,9
fleurma01,2011,1,PIT,9,2,39,9
brodema01,2005,1,NJD,8,3,38,9
weekeke01,2006,1,NYR,0,1,3,1
toskave01,2007,1,TOR,2,3,15,6
norrefr01,2008,1,CBS,0,1,2,1
norrefr01,2006,1,CBS,3,3,22,8
munroad01,2005,1,CHI,0,1,4,2
ersbeer01,2008,1,LAK,1,4,20,8
thibajo01,2007,1,BUF,0,2,10,3
wardca01,2010,1,CAR,5,4,25,6
lalimpa01,2009,1,BUF,0,2,13,5
rinnepe01,2008,1,NAS,5,2,24,5
huetcr01,2007,2,WAS,2,0,5,0
hillejo01,2010,1,AND,4,2,26,4
garonma01,2009,1,CBS,2,3,18,8
cassifr01,2006,1,WAS,0,1,3,2
priceca01,2008,1,MTL,5,6,35,13
dubiewa01,2005,1,NYI,1,0,3,0
hedbejo01,2007,1,ATL,5,3,31,7
toivoha01,2006,1,BOS,1,1,8,3
rasktu01,2010,1,BOS,1,1,5,2
pavelon01,2011,1,WPG,3,3,20,8
quickjo01,2010,1,LAK,10,0,44,8
masonch02,2011,1,WPG,1,1,8,3
backsni01,2008,1,MIN,5,2,21,5
ellisda01,2008,1,NAS,1,3,11,6
hillejo01,2009,1,AND,3,4,27,10
dunhami01,2005,1,ATL,0,2,4,3
osgooch01,2006,1,DET,1,2,14,6
vokouto01,2009,1,FLO,4,9,49,19
kiprumi01,2009,1,CAL,2,7,27,15
hardijo01,2011,1,MIN,5,3,23,5
josepcu01,2006,1,PHO,2,1,13,2
reimeja01,2010,1,TOR,1,3,11,3
toskave01,2005,1,SJS,0,3,12,5
luongro01,2007,1,VAN,6,8,54,15
lehtoka01,2006,1,ATL,7,4,30,10
gustajo01,2009,1,TOR,2,1,7,3
bachmri01,2011,1,DAL,0,1,3,1
brodema01,2009,1,NJD,6,4,31,9
conklty01,2009,1,STL,2,2,10,5
auldal01,2011,1,OTT,0,1,4,3
crawfco01,2005,1,CHI,0,1,3,2
theodjo01,2007,1,COL,6,1,28,6
hillejo01,2011,1,AND,3,7,40,17
nabokev01,2011,1,NYI,5,1,18,4
fleurma01,2009,1,PIT,6,2,23,6
wardca01,2006,1,CAR,0,4,14,6
hardijo01,2008,1,MIN,0,1,2,1
aubinje01,2006,1,TOR,1,1,11,3
belfoed01,2006,1,FLO,1,5,25,9
tellqmi01,2007,1,PHO,0,2,16,4
enrotjh01,2011,1,BUF,2,3,22,8
vokouto01,2008,1,FLO,3,4,19,6
gigueje01,2009,2,TOR,1,2,8,4
smithmi02,2010,1,TBL,1,0,4,0
markkju01,2005,1,EDM,1,3,16,8
