playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
grahale01,1914,OT1,NHA,L,3,1,0,1,0
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
holmeha01,1918,SEA,PCHA,G,5,0,0,0,0
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
gerared01,1919,OTS,NHL,D,5,2,1,3,3
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
gerared01,1922,OTS,NHL,D,6,1,0,1,4
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
holmeha01,1919,SEA,PCHA,G,5,0,0,0,0
duforan01,1914,OT1,NHA,C,2,0,1,1,0
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
darraja01,1914,OT1,NHA,C,2,3,0,3,6
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
smyliro01,1921,TRS,NHL,L,5,1,3,4,0
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
