playerid,year,stint,tmid,s,g,gdg
rydermi01,2006,1,MTL,4,1,1
brulegi01,2011,1,PHO,1,3,0
recchma01,2007,2,ATL,4,1,1
timonki01,2008,1,PHI,2,0,0
selante01,2011,1,AND,5,10,0
kenneti01,2009,1,BUF,1,0,0
moentr01,2011,1,MTL,0,1,0
stralan01,2009,1,CBS,2,0,0
sillimi01,2007,1,NYI,3,2,1
ryanbo01,2008,1,AND,6,1,1
reinpst01,2005,1,CAL,2,1,1
petroro02,2005,1,ATL,1,0,0
bourqre01,2006,1,CHI,1,0,0
arnotja01,2010,1,NJD,2,1,0
parsesc01,2009,1,LAK,1,0,0
stemple01,2010,1,PHO,4,1,0
emingst01,2005,1,WAS,1,0,0
nashri01,2005,1,CBS,8,3,2
kulemni01,2008,1,TOR,9,3,1
huntetr01,2007,1,NYI,3,0,0
sturmma01,2007,1,BOS,8,1,1
zubovse01,2006,1,DAL,12,5,2
sedinhe01,2006,1,VAN,1,0,0
laichbr01,2011,1,WAS,1,1,1
downist01,2010,1,TBL,1,0,0
frolimi01,2008,1,FLO,6,0,0
pominja01,2005,1,BUF,2,0,0
zajactr01,2009,1,NJD,5,1,0
lupuljo01,2009,1,AND,2,1,0
bouchpi02,2008,1,MIN,1,0,0
stevegr01,2005,1,SJS,1,0,0
gocma01,2009,1,NAS,5,1,0
devrigr01,2005,1,ATL,2,0,0
kunitch01,2011,1,PIT,4,6,2
jonesda01,2007,1,COL,1,0,0
spezzja01,2010,1,OTT,5,1,1
winchbr01,2011,1,SJS,0,1,0
stemple01,2005,1,STL,3,2,2
colbojo01,2011,1,TOR,0,1,0
dubinbr01,2010,1,NYR,4,1,1
robitra01,2007,1,OTT,1,0,0
brulegi01,2010,1,EDM,3,0,0
higgich01,2010,1,FLO,2,0,0
boyesbr01,2008,1,STL,12,6,1
willija01,2008,2,CBS,7,2,1
widemde01,2007,1,BOS,1,0,0
nielsfr01,2006,1,NYI,1,1,0
wilsoco01,2011,1,NAS,1,3,1
holmsto01,2009,1,DET,1,0,0
comeabl01,2010,1,NYI,1,0,0
stpiema01,2008,1,BOS,1,1,0
marchto01,2007,1,AND,1,0,0
niedero01,2008,1,AND,1,0,0
hallta02,2011,1,EDM,1,4,1
raymoma01,2010,1,VAN,6,2,0
nugenry01,2011,1,EDM,2,5,2
lombama01,2008,2,PHO,1,0,0
weighdo01,2005,2,CAR,1,1,1
clarkda03,2009,1,NJD,1,1,1
nashri01,2010,1,CBS,12,5,1
bochebr01,2009,1,TBL,1,0,0
aucoiad01,2011,1,PHO,0,2,0
toewsjo01,2007,1,CHI,2,0,0
setogde01,2007,1,SJS,3,1,1
