year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1988,NHL,CHI,16,14,10.0,,11,27,2.0,,,,,,3,9,1,,3,7,3,,4,8,0,,6,5,3.0,,6.0,3.0,3.0,,4,8,2,,1,1,0,
2010,NHL,MIN,19,17,,5,20,18,,3,,,,,4,4,,2,7,6,,0,6,5,,3,8,4,,0,8.0,5.0,,1,4,8,,2,2,3,,0
1994,NHL,BOS,15,7,2.0,,12,11,1.0,,,,,,,,,,,,,,,,,,3,2,0.0,,7.0,4.0,2.0,,7,6,0,,8,6,1,
1924,WCHL,EDE,7,7,1.0,,7,6,0.0,,,,,,,,,,,,,,5,4,1,,4,6,0.0,,5.0,3.0,0.0,,,,,,,,,
1988,NHL,BUF,25,12,3.0,,13,23,4.0,,,,,,5,6,2,,6,6,0,,5,7,2,,8,3,2.0,,6.0,6.0,0.0,,6,7,1,,2,0,0,
1995,NHL,STL,15,17,9.0,,17,17,7.0,,,,,,5,5,1,,5,7,2,,6,5,2,,5,3,3.0,,5.0,4.0,4.0,,5,7,2,,1,3,2,
1980,NHL,BOS,26,10,4.0,,11,20,9.0,,,,,,2,7,1,,5,3,5,,6,6,1,,9,4,1.0,,6.0,4.0,2.0,,8,4,3,,1,2,0,
1972,WHA,HOU,22,16,1.0,,17,19,3.0,,,,,,5,5,0,,5,6,1,,6,6,2,,10,2,1.0,,7.0,7.0,0.0,,5,9,0,,1,0,0,
1910,NHA,REN,6,3,0.0,,2,5,0.0,,,,,,,,,,,,,,,,,,1,5,0.0,,4.0,3.0,0.0,,3,0,0,,,,,
1987,NHL,WIN,20,14,6.0,,13,22,5.0,,,,,,5,4,0,,5,8,1,,6,5,2,,6,5,4.0,,6.0,5.0,2.0,,4,9,1,,1,0,1,
1983,NHL,STL,23,14,3.0,,9,27,4.0,,,,,,6,5,0,,3,7,3,,7,7,1,,5,8,1.0,,4.0,8.0,2.0,,7,6,0,,,,,
2011,NHL,COL,22,17,,2,19,18,,4,,,,,7,4,,0,4,9,,1,10,5,,0,5,6,,1,7.0,3.0,,2,8,6,,2,0,2,,0
2007,NHL,PHO,17,20,,4,21,17,,3,,,,,4,6,,0,7,6,,0,7,6,,1,9,4,,1,6.0,5.0,,3,4,9,,1,1,1,,1
2002,NHL,BOS,23,11,5.0,2,13,20,6.0,2,,,,,6,2,2,0,10,1,1,1,5,8,1,0,5,8,1.0,0,2.0,6.0,3.0,1,7,5,2,2,1,1,1,0
1998,NHL,NJD,19,14,8.0,,28,10,3.0,,,,,,5,4,0,,8,3,1,,8,2,3,,6,6,1.0,,6.0,5.0,3.0,,7,2,3,,7,2,0,
1972,NHL,DET,22,12,5.0,,15,17,7.0,,,,,,6,3,0,,4,6,2,,5,7,4,,9,3,1.0,,7.0,2.0,4.0,,6,8,0,,0,0,1,
1927,NHL,BOS,13,4,5.0,,7,9,6.0,,,,,,,,,,3,1,2,,4,4,2,,4,4,4.0,,5.0,1.0,1.0,,4,3,2,,,,,
1994,NHL,WAS,15,6,3.0,,7,12,5.0,,,,,,,,,,,,,,,,,,1,3,1.0,,2.0,7.0,4.0,,11,2,2,,7,6,1,
1979,NHL,LAK,18,13,9.0,,12,23,5.0,,,,,,5,3,2,,5,5,3,,7,4,1,,4,8,3.0,,4.0,10.0,0.0,,4,4,5,,1,2,0,
1991,NHL,SJS,14,23,3.0,,3,35,2.0,,,,,,1,13,0,,4,7,2,,3,8,1,,3,8,1.0,,3.0,8.0,1.0,,3,11,0,,0,3,0,
1995,NHL,NYR,22,10,9.0,,19,17,5.0,,,,,,7,3,1,,7,5,2,,11,3,3,,5,0,4.0,,5.0,6.0,1.0,,4,4,3,,2,6,0,
2002,NHL,MTL,16,16,5.0,4,14,19,3.0,5,,,,,3,3,3,0,7,6,1,1,6,5,1,2,5,6,2.0,2,3.0,7.0,0.0,2,5,7,1,2,1,1,0,0
2003,NHL,TBL,24,10,4.0,3,22,12,4.0,3,,,,,6,0,1,0,5,4,3,1,4,9,2,0,11,3,0.0,2,9.0,1.0,1.0,2,10,4,1,1,1,1,0,0
1918,NHL,TOA,5,4,0.0,,0,9,0.0,,,,,,,,,,,,,,1,3,0,,2,5,0.0,,2.0,5.0,0.0,,,,,,,,,
1929,NHL,BOS,21,1,0.0,,17,4,1.0,,,,,,,,,,5,1,0,,10,1,0,,10,2,0.0,,8.0,0.0,1.0,,5,1,0,,,,,
1994,NHL,DET,17,4,3.0,,16,7,1.0,,,,,,,,,,,,,,,,,,5,1,0.0,,7.0,4.0,1.0,,10,2,1,,10,4,2,
1970,NHL,PIT,18,12,9.0,,3,25,11.0,,,,,,2,4,3,,3,6,5,,5,7,3,,6,5,1.0,,3.0,7.0,3.0,,2,7,3,,0,1,2,
1999,NHL,OTT,24,10,5.0,2,17,18,6.0,0,,,,,8,2,1,1,6,6,1,0,5,3,4,0,6,5,2.0,1,6.0,4.0,2.0,0,7,6,1,0,3,2,0,0
1916,PCHA,SEA,11,2,0.0,,5,6,0.0,,,,,,,,,,,,,,5,3,0,,5,3,0.0,,5.0,2.0,0.0,,1,0,0,,,,,
1996,NHL,CAL,21,18,2.0,,11,23,7.0,,,,,,7,5,1,,3,9,1,,3,7,3,,5,5,1.0,,8.0,5.0,1.0,,6,5,1,,0,5,1,
1974,NHL,CLF,15,15,10.0,,4,33,3.0,,,,,,2,7,3,,1,9,2,,6,7,1,,3,9,3.0,,4.0,5.0,2.0,,3,8,1,,0,3,1,
1974,NHL,ATF,24,9,7.0,,10,22,8.0,,,,,,5,4,2,,8,3,3,,3,8,1,,5,5,4.0,,4.0,4.0,3.0,,8,5,1,,1,2,1,
1972,NHL,NYI,10,25,4.0,,2,35,2.0,,,,,,1,6,1,,2,10,1,,1,12,2,,2,13,0.0,,2.0,11.0,1.0,,4,8,0,,0,0,1,
1981,NHL,COR,14,21,5.0,,4,28,8.0,,,,,,2,7,2,,1,10,3,,6,6,1,,2,11,2.0,,3.0,6.0,3.0,,3,8,2,,1,1,0,
1930,NHL,OTS,6,14,2.0,,4,16,2.0,,,,,,,,,,3,4,1,,1,8,0,,1,8,1.0,,4.0,4.0,1.0,,1,6,1,,,,,
1984,NHL,MNS,14,19,7.0,,11,24,5.0,,,,,,2,6,1,,6,4,4,,4,9,1,,3,6,4.0,,3.0,9.0,1.0,,6,8,1,,1,1,0,
1937,NHL,MTM,9,13,2.0,,3,17,4.0,,,,,,,,,,4,5,1,,2,6,0,,3,5,3.0,,2.0,9.0,1.0,,1,5,1,,,,,
1962,NHL,BOS,7,18,10.0,,7,21,7.0,,,,,,1,3,3,,1,8,3,,3,10,2,,4,8,3.0,,5.0,3.0,4.0,,0,7,2,,,,,
1934,NHL,STE,7,14,3.0,,4,17,3.0,,,,,,,,,,1,8,0,,3,5,3,,2,9,1.0,,3.0,6.0,2.0,,2,3,0,,,,,
1923,PCHA,VC1,7,6,0.0,,4,12,1.0,,,,,,,,,,3,2,0,,3,5,0,,3,4,0.0,,2.0,7.0,1.0,,,,,,,,,
1915,PCHA,VML,5,4,0.0,,4,5,0.0,,,,,,,,,,,,,,1,4,0,,6,0,0.0,,2.0,5.0,0.0,,,,,,,,,
2006,NHL,MIN,29,7,,5,19,19,,3,,,,,9,2,,0,4,8,,1,7,7,,1,7,4,,2,8.0,2.0,,2,10,3,,2,3,0,,0
1997,NHL,WAS,23,12,6.0,,17,18,6.0,,,,,,7,4,2,,6,6,2,,4,5,4,,9,2,2.0,,0.0,4.0,1.0,,8,7,0,,6,2,1,
1993,NHL,HAR,14,22,6.0,,13,26,3.0,,,,,,3,8,1,,4,7,1,,6,6,1,,4,8,2.0,,4.0,6.0,2.0,,4,10,1,,2,3,1,
2000,NHL,CAL,12,18,9.0,2,15,18,6.0,2,,,,,3,8,1,0,3,4,4,4,7,3,2,0,4,6,2.0,0,5.0,4.0,2.0,0,4,9,3,0,1,2,1,0
1961,NHL,MTL,26,2,7.0,,16,12,7.0,,,,,,7,0,1,,4,5,6,,8,2,2,,8,2,2.0,,8.0,2.0,1.0,,7,3,2,,,,,
1970,NHL,TOR,24,9,6.0,,13,24,2.0,,,,,,2,6,0,,4,9,1,,10,4,0,,7,5,2.0,,9.0,2.0,2.0,,4,6,3,,1,1,0,
1932,NHL,BOS,20,2,3.0,,5,13,5.0,,,,,,,,,,4,2,1,,6,3,1,,5,6,2.0,,4.0,4.0,2.0,,6,0,2,,,,,
2002,NHL,NJD,25,11,3.0,2,21,9,7.0,4,,,,,6,2,0,0,7,4,1,1,7,4,1,2,11,2,1.0,1,6.0,4.0,3.0,0,8,4,2,1,1,0,2,1
1975,NHL,VAN,22,11,7.0,,11,21,8.0,,,,,,3,6,2,,5,5,3,,5,4,1,,5,5,4.0,,7.0,7.0,1.0,,6,5,4,,2,0,0,
1973,NHL,DET,21,12,6.0,,8,27,4.0,,,,,,2,7,1,,7,5,0,,5,7,3,,5,4,3.0,,3.0,8.0,1.0,,6,6,2,,1,2,0,
1999,NHL,NJD,28,9,3.0,1,17,15,5.0,4,,,,,6,3,1,1,5,3,2,1,10,4,1,0,10,1,1.0,2,7.0,3.0,2.0,1,5,8,1,0,2,2,0,0
1911,PCHA,VML,3,5,0.0,,4,3,0.0,,,,,,,,,,,,,,,,,,2,3,0.0,,4.0,2.0,0.0,,1,3,0,,,,,
1966,NHL,TOR,21,8,6.0,,11,19,5.0,,,,,,1,1,2,,6,3,5,,6,6,0,,4,8,1.0,,7.0,3.0,1.0,,6,6,2,,2,0,0,
1921,WCHL,EDE,8,4,1.0,,7,5,0.0,,,,,,,,,,,,,,2,2,1,,3,5,0.0,,9.0,2.0,0.0,,1,0,0,,,,,
1949,NHL,NYR,19,12,4.0,,9,19,7.0,,,,,,2,4,2,,3,4,4,,9,3,1,,3,8,2.0,,7.0,3.0,2.0,,4,9,0,,,,,
1917,NHL,MTW,1,2,0.0,,0,3,0.0,,,,,,,,,,,,,,1,3,0,,0,2,0.0,,,,,,,,,,,,,
1991,NHL,LAK,20,11,9.0,,15,20,5.0,,,,,,7,3,3,,4,6,3,,3,7,1,,5,4,4.0,,9.0,4.0,2.0,,6,6,1,,1,1,0,
1982,NHL,NYI,26,11,3.0,,16,15,9.0,,,,,,11,2,0,,4,7,5,,4,6,2,,9,2,1.0,,4.0,5.0,3.0,,9,3,1,,1,1,0,
1991,NHL,WAS,25,12,3.0,,20,15,5.0,,,,,,9,3,0,,9,5,0,,7,5,1,,4,4,3.0,,8.0,4.0,2.0,,7,5,1,,1,1,1,
