year,hofid,name,category
1945,bakerho01h,Hobey Baker,Player
1973,molsoha01h,Hartland Molson,Builder
1978,tuttwi01h,William Tutt,Builder
2011,gilmodo01h,Doug Gilmour,Player
1982,francem01h,Emile Francis,Builder
1962,whitcfr01h,Fred Whitcroft,Player
1966,reardke01h,Ken Reardon,Player
2007,francro01h,Ron Francis,Player
1958,irvindi01h,Dick Irvin,Player
1949,rossar01h,Art Ross,Player
1979,orrbo01h,Bobby Orr,Player
1977,delveal01h,Alex Delvecchio,Player
1999,morriia01h,Scotty Morrison,Builder
1995,sabetgu01h,Gunther Sabetzki,Builder
1974,ivanto01h,Tommy Ivan,Builder
2005,kharlva01h,Valeri Kharlamov,Player
1983,hullbo01h,Bobby Hull,Player
1967,brodatu01h,Turk Broda,Player
1965,russebl01h,Blair Russell,Player
2000,savarde01h,Denis Savard,Player
1974,haych01h,Charles Hay,Builder
1962,ahearfr01h,Frank Ahearn,Builder
1945,pulfoha01h,Harvey Pulford,Player
2002,langwro01h,Rod Langway,Player
1984,lemaija01h,Jacques Lemaire,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1972,howego01h,Gordie Howe,Player
1988,snideed01h,Edward Snider,Builder
1947,patrile01h,Lester Patrick,Player
1958,fredrfr01h,Frank Fredrickson,Player
1962,pitredi01h,Didier Pitre,Player
2000,mullejo01h,Joe Mullen,Player
1962,westwha01h,Harry Westwick,Player
1992,gainebo01h,Bob Gainey,Player
1994,watsoha02h,Harry Watson,Player
1987,laperja01h,Jacques Laperriere,Player
1960,bouchge01h,Georges Boucher,Player
1971,jacksbu01h,Busher Jackson,Player
1967,storere01h,Red Storey,Referee/Linesman
1945,gerared01h,Eddie Gerard,Player
1962,lavioja01h,Jack Laviolette,Player
1963,primejo01h,Joe Primeau,Player
1950,malonjo01h,Joe Malone,Player
1963,gormato01h,Tommy Gorman,Builder
1962,smithfr01h,Frank Smith,Builder
1965,barryma01h,Marty Barry,Player
1975,pilotpi01h,Pierre Pilote,Player
1984,parenbe01h,Bernie Parent,Player
1962,gardnji01h,Jim Gardner,Player
1992,allenke01h,Keith Allen,Builder
1963,dandule01h,Leo Dandurand,Builder
1950,griffsi01h,Si Griffis,Player
1965,hewitfo01h,Foster Hewitt,Builder
1991,pulfobo01h,Bob Pulford,Player
1993,damicjo01h,John D'Amico,Referee/Linesman
1993,lapraed01h,Edgar Laprade,Player
1958,gardihe01h,Herb Gardiner,Player
1958,bouchfr01h,Frank Boucher,Player
1961,appssy01h,Syl Apps,Player
1989,bauerda01h,David Bauer,Builder
1994,oneilbr01h,Brian O'Neill,Builder
1964,diliofr01h,Francis Dilio,Builder
1961,hainsge01h,George Hainsworth,Player
1950,richage01h,George Richardson,Player
1980,lumleha01h,Harry Lumley,Player
1964,siebeba01h,Babe Siebert,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1970,gadsbbi01h,Bill Gadsby,Player
1998,murraat01h,Athol Murray,Builder
2001,gartnmi01h,Mike Gartner,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1986,boivile01h,Leo Boivin,Player
1995,cookbu01h,Bun Cook,Player
1990,poilebu01h,Bud Poile,Builder
1961,conacch01h,Charlie Conacher,Player
1950,grantmi01h,Mike Grant,Player
1992,dumarwo01h,Woody Dumart,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1977,hortoti01h,Tim Horton,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1995,torrebi01h,Bill Torrey,Builder
1966,campbcl01h,Clarence Campbell,Builder
1961,schmimi01h,Milt Schmidt,Player
1985,cheevge01h,Gerry Cheevers,Player
1966,prattba01h,Babe Pratt,Player
1958,turnell01h,Lloyd Turner,Builder
2001,patricr01h,Craig Patrick,Builder
2004,fletccl01h,Cliff Fletcher,Builder
1990,barbebi01h,Bill Barber,Player
1947,robincl01h,Claude Robinson,Builder
1962,hernri01h,Riley Hern,Player
1962,mcgimbi01h,Billy McGimsie,Player
1965,mosiebi01h,Bill Mosienko,Player
1992,mathefr01h,Frank Mathers,Builder
1965,farrear01h,Art Farrell,Player
1958,clancki01h,King Clancy,Player
1966,bentlma01h,Max Bentley,Player
1962,obrieja01h,Ambrose O'Brien,Builder
1958,hayge01h,George Hay,Player
1952,mackami01h,Mickey MacKay,Player
1984,imlacpu01h,Punch Imlach,Builder
1976,gibsoja02h,Jack Gibson,Builder
1966,lachel01h,Elmer Lach,Player
1962,darraja01h,Jack Darragh,Player
1958,dudlege01h,George Dudley,Builder
1958,raymodo01h,Donat Raymond,Builder
1981,bucykjo01h,John Bucyk,Player
1945,phillto01h,Tommy Phillips,Player
