name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
John Halligan,,Patrick,2006,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Gil Stein,,Patrick,1992,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Phil Esposito,esposph01,Patrick,1977,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Brian Mullen,mullebr01,Patrick,1994,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Donald Clark,,Patrick,1974,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Cammi Granato,,Patrick,2006,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Robert Ridder,,Patrick,1993,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
George Leader,,Patrick,1975,NHL,
Tony Rossi,,Patrick,2010,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
John MacInnes,,Patrick,1985,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Brian Leetch,leetcbr01,Patrick,2006,NHL,
John Mayasich,,Patrick,1997,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Cam Neely,neelyca01,Patrick,2009,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Bob Fleming,,Patrick,1994,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Jack Parker,,Patrick,2009,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
George Gund,,Patrick,1995,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Bruce McNall,,Patrick,1992,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Mike Emrick,,Patrick,2003,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Fred Cusick,,Patrick,1987,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Brian Burke,,Patrick,2007,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Ray Miron,,Patrick,2003,NHL,
