playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
macdojo01,2006,1,DET,NHL,8,468,1,5,1,1,0,27,211,,,,,,,,,
hrudeke01,1992,1,LAK,NHL,50,2718,18,21,6,4,2,175,1552,20,1261,10,10,,1,0,74,656
fisetst01,1989,1,QUE,NHL,6,342,0,5,1,1,0,34,199,,,,,,,,,
dunhami01,1999,1,NAS,NHL,52,3077,19,27,6,3,0,146,1584,,,,,,,,,
harripa01,1981,1,PIT,NHL,13,700,3,7,0,1,0,64,,,,,,,,,,
hillejo01,2009,1,AND,NHL,59,3338,30,23,4,6,2,152,1860,,,,,,,,,
bowerjo01,1969,1,TOR,NHL,1,60,0,1,0,1,0,5,,,,,,,,,,
beverbi01,1932,1,OTS,NHL,35,2195,7,19,8,,5,95,,,,,,,,,,
bowerjo01,1967,1,TOR,NHL,43,2239,14,18,7,4,4,84,,,,,,,,,,
schwaco01,1995,1,NJD,NHL,10,331,0,3,0,0,0,12,119,,,,,,,,,
bironma01,2006,2,PHI,NHL,16,935,6,8,2,1,0,47,509,,,,,,,,,
fowlehe01,1917,1,SEA,PCHA,18,1165,11,7,0,,1,65,,2,120,0,1,1,,0,3,
richate01,1973,1,DET,NHL,9,315,1,4,0,0,0,28,,,,,,,,,,
lesuepe01,1913,1,OT1,NHA,13,773,6,6,0,,1,42,,,,,,,,,,
gilbegi01,1972,1,MNS,NHL,22,1320,10,10,2,0,2,67,,1,60,0,1,,0,0,4,
markkju01,2001,1,EDM,NHL,14,784,6,4,2,0,2,24,336,,,,,,,,,
melocgi01,1979,1,MNS,NHL,54,3141,27,20,5,1,1,160,,11,564,5,4,,0,1,34,
edwarro01,1971,1,PIT,NHL,15,847,2,8,4,2,0,36,,,,,,,,,,
gardibe01,1935,1,NYR,NHL,1,60,1,0,0,,0,1,,,,,,,,,,
forbeja01,1927,1,NYA,NHL,16,980,3,11,2,,2,51,,,,,,,,,,
cechmro01,2001,1,PHI,NHL,46,2603,24,13,6,2,4,89,1131,4,227,1,3,,2,1,7,109
innesga01,1973,1,PIT,NHL,20,1032,7,10,1,1,0,56,,,,,,,,,,
beaupdo01,1988,2,WAS,NHL,11,578,5,4,0,1,1,28,269,,,,,,,,,
benedcl01,1926,1,MTM,NHL,43,2748,20,19,4,,13,65,,2,132,0,1,1,,0,2,
henrygo01,1948,1,BOS,NHL,1,60,1,0,0,,1,0,,,,,,,,,,
aubinje01,2006,1,TOR,NHL,20,804,3,5,2,1,0,46,371,,,,,,,,,
budajpe01,2006,1,COL,NHL,57,3199,31,16,6,6,3,143,1499,,,,,,,,,
auldal01,2009,2,NYR,NHL,3,119,0,1,0,0,0,5,52,,,,,,,,,
brodatu01,1949,1,TOR,NHL,68,4040,30,25,12,,9,167,,7,450,3,4,,,3,10,
forbeja01,1919,1,TRS,NHL,5,300,2,3,0,,0,21,,,,,,,,,,
hardijo01,2007,1,MIN,NHL,29,1571,11,15,2,0,1,77,838,1,20,0,0,,0,0,0,11
baronma01,1981,1,BOS,NHL,44,2515,22,16,4,3,1,144,,,,,,,,,,
drydeda01,1961,1,NYR,NHL,1,40,0,1,0,,0,3,,,,,,,,,,
fitzpma01,1988,1,LAK,NHL,17,957,6,7,3,3,0,64,566,,,,,,,,,
cudewi01,1935,1,MTL,NHL,47,2940,11,26,10,,6,122,,,,,,,,,,
sawchte01,1955,1,BOS,NHL,68,4080,22,33,13,,9,181,,,,,,,,,,
reschgl01,1983,1,NJD,NHL,51,2641,9,31,3,4,1,184,1426,,,,,,,,,
baronma01,1984,1,EDM,NHL,1,33,0,1,0,0,0,2,9,,,,,,,,,
baronma01,1979,1,BOS,NHL,1,40,0,0,0,0,0,2,,,,,,,,,,
damphje01,2001,1,NJD,NHL,6,294,1,3,0,1,0,12,115,,,,,,,,,
cloutda01,2007,1,LAK,NHL,9,489,2,4,1,1,0,28,247,,,,,,,,,
thomati01,2006,1,BOS,NHL,66,3619,30,29,4,7,3,189,1985,,,,,,,,,
vezinge01,1915,1,MOC,NHA,24,1482,16,7,1,,0,76,,,,,,,,,,
broderi01,1987,2,HAR,NHL,6,340,4,2,0,1,0,15,142,4,200,1,3,,0,0,12,87
niemian02,2011,1,SJS,NHL,68,3936,34,22,9,4,6,159,1865,5,318,1,4,,1,0,13,151
cheveti01,1990,1,DET,NHL,65,3615,30,26,5,5,2,214,1716,7,398,3,4,,1,0,22,208
irvinle01,2011,1,CAL,NHL,7,394,1,3,3,0,0,21,239,,,,,,,,,
nabokev01,2011,1,NYI,NHL,42,2378,19,18,3,10,2,101,1172,,,,,,,,,
plantja01,1954,1,MTL,NHL,52,3040,33,12,7,,5,110,,12,640,6,4,,,0,30,
pietrfr01,1991,1,PIT,NHL,5,225,2,1,0,0,0,20,130,,,,,,,,,
benedcl01,1917,1,OTS,NHL,22,1337,9,13,0,,1,114,,,,,,,,,,
mcleaki01,1985,1,NJD,NHL,2,111,1,1,0,0,0,11,59,,,,,,,,,
tobinbi01,1924,1,EDE,WCHL,3,180,2,1,0,,0,12,,,,,,,,,,
jenseal01,1986,2,LAK,NHL,5,300,1,4,0,1,0,27,154,,,,,,,,,
cousima01,1999,1,LAK,NHL,5,171,1,1,0,0,0,6,64,,,,,,,,,
moogan01,1983,1,EDM,NHL,38,2212,27,8,1,2,1,139,1179,7,263,4,0,,0,0,12,110
hanlogl01,1984,1,NYR,NHL,44,2510,14,20,7,1,0,175,1439,3,168,0,3,,0,0,14,99
hedbejo01,2007,1,ATL,NHL,36,1927,14,15,3,3,1,111,1026,,,,,,,,,
riendvi01,1993,1,DET,NHL,8,345,2,4,0,1,0,23,131,,,,,,,,,
fowlehe01,1924,2,EDE,WCHL,8,480,5,3,0,,1,29,,,,,,,,,,
theodjo01,2005,1,MTL,NHL,38,2114,17,15,5,3,0,122,1025,,,,,,,,,
holmeha01,1919,1,SEA,PCHA,22,1335,12,10,0,,4,55,,2,120,1,1,0,,1,3,
hanlogl01,1983,1,NYR,NHL,50,2837,28,14,4,5,1,166,1508,5,308,2,3,,0,1,13,166
edwarga01,1971,1,LAK,NHL,44,2503,13,23,5,2,2,150,,,,,,,,,,
myllyja01,1991,1,SJS,NHL,27,1374,3,18,1,6,0,115,862,,,,,,,,,
heinzri01,1980,1,STL,NHL,4,220,2,1,1,0,0,8,,,,,,,,,,
innesga01,1976,1,PHI,NHL,6,210,1,0,2,0,0,9,,,,,,,,,,
olescbi01,1978,1,COR,NHL,40,2118,6,19,8,2,1,136,,,,,,,,,,
wortero01,1929,1,MTL,NHL,1,60,1,0,0,,0,2,,,,,,,,,,
healygl01,1990,1,NYI,NHL,53,2999,18,24,9,4,0,166,1557,,,,,,,,,
vanbijo01,1998,1,PHI,NHL,62,3712,27,18,15,4,6,135,1380,6,369,2,4,,0,1,9,146
wilsole01,1953,1,DET,NHL,1,16,0,0,0,,0,0,,,,,,,,,,
desjace01,2010,1,TBL,NHL,2,120,2,0,0,0,0,2,63,,,,,,,,,
romanro01,1984,1,PIT,NHL,31,1629,9,17,2,1,1,120,974,,,,,,,,,
kolziol01,1995,1,WAS,NHL,18,897,4,8,2,1,0,46,406,5,341,2,3,,0,0,11,167
giacoed01,1977,1,DET,NHL,9,516,3,5,1,0,0,27,,,,,,,,,,
belfoed01,1997,1,DAL,NHL,61,3581,37,12,10,1,9,112,1335,17,1039,10,7,,1,1,31,399
roachjo01,1928,1,NYR,NHL,44,2760,21,13,10,,13,65,,6,392,3,2,1,,3,5,
rutheji01,1971,1,PIT,NHL,40,2160,17,15,5,2,1,116,,4,240,0,4,,0,0,14,
hebergu01,1996,1,ANA,NHL,67,3863,29,25,12,2,4,172,2133,9,534,4,4,,1,1,18,255
hrivnji01,1993,1,STL,NHL,23,970,4,10,0,1,0,69,563,,,,,,,,,
neuvimi01,2008,1,WAS,NHL,5,220,2,1,0,0,0,11,102,,,,,,,,,
bullobr01,1974,1,VAN,NHL,1,60,0,1,0,0,0,4,,,,,,,,,,
osgooch01,2008,1,DET,NHL,46,2663,26,9,8,0,2,137,1208,23,1406,15,8,,1,2,47,637
grahajo01,2002,2,TBL,NHL,17,914,6,5,4,1,2,34,424,1,111,0,1,,0,0,2,48
dejorde01,1971,1,LAK,NHL,5,291,0,5,0,0,0,23,,,,,,,,,,
fuhrgr01,1985,1,EDM,NHL,40,2184,29,8,0,1,0,143,1296,9,541,5,4,,1,0,28,273
stevedo01,1945,1,CHI,NHL,2,120,1,1,0,,0,12,,,,,,,,,,
boycear01,1912,1,MOW,NHA,18,966,9,8,0,,0,67,,,,,,,,,,
vanbijo01,1986,1,NYR,NHL,50,2656,18,20,5,6,0,161,1369,4,195,1,3,,0,1,11,110
edwarro01,1968,1,DET,NHL,40,2099,18,11,6,1,4,89,,,,,,,,,,
riggipa01,1982,1,WAS,NHL,38,2161,16,9,9,4,0,121,1015,3,101,0,1,,1,0,8,
hanlogl01,1985,1,NYR,NHL,23,1170,5,12,1,0,0,65,608,3,75,0,0,,0,0,6,32
rolosdw01,2007,1,EDM,NHL,43,2340,15,17,5,5,0,119,1204,,,,,,,,,
cheevge01,1970,1,BOS,NHL,40,2400,27,8,5,0,3,109,,6,360,3,3,,0,0,21,
elliobr01,2010,2,COL,NHL,12,690,2,8,1,1,0,44,404,,,,,,,,,
essenbo01,1989,1,WIN,NHL,36,2035,18,9,5,5,1,107,988,4,206,2,1,,0,0,12,100
riggipa01,1983,1,WAS,NHL,41,2299,21,14,2,1,4,102,924,5,230,1,3,,1,0,9,81
stanied01,1983,1,WIN,NHL,1,40,0,0,0,0,0,8,20,,,,,,,,,
raynech01,1948,1,NYR,NHL,58,3480,16,31,11,,7,168,,,,,,,,,,
soetado01,1976,1,NYR,NHL,12,570,3,4,1,1,1,28,,,,,,,,,,
beaupdo01,1996,1,TOR,NHL,3,110,0,3,0,1,0,10,60,,,,,,,,,
knickri01,1992,1,LAK,NHL,10,532,6,4,0,0,0,35,292,,,,,,,,,
johnsed01,1970,1,BOS,NHL,38,2280,30,6,2,2,4,96,,1,60,0,1,,0,0,7,
kiprumi01,2011,1,CAL,NHL,70,4128,35,22,11,9,4,162,2040,,,,,,,,,
