year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2005,NHL,WAS,WAS,EC,SE,5,,82,29,41,,12,70,7,6,237,306,Washington Capitals,1499,26,72,490,18,116,550,15
1977,NHL,CLE,CLE,WA,AD,4,,80,22,45,13.0,,57,,,230,325,Cleveland Barons,1010,10,42,275,8,61,235,3
1989,NHL,NJD,NJD,WA,PT,2,DSF,80,37,34,9.0,,83,,,295,288,New Jersey Devils,1659,8,64,337,12,67,340,10
1994,NHL,WAS,WAS,EC,AT,3,CQF,48,22,18,8.0,,52,,,136,120,Washington Capitals,1144,16,45,226,2,34,220,13
2006,NHL,PHO,PHO,WC,PC,5,,82,31,46,,5,67,5,2,216,284,Phoenix Coyotes,1445,28,66,400,13,92,425,5
1978,WHA,FIN,FIN,,,10,,1,0,1,0.0,,0,,,4,8,Finland,2,,,,,,,
1991,NHL,QUE,COL,WA,AD,5,,80,20,48,12.0,,52,,,255,318,Quebec Nordiques,2044,26,66,385,14,87,421,11
2008,NHL,STL,STL,WC,CE,3,CQF,82,41,31,,10,92,6,6,233,233,St. Louis Blues,1248,22,72,351,8,58,357,10
1973,NHL,CLF,CLE,,WD,8,,78,13,55,10.0,,36,,,195,342,California Golden Seals,651,10,34,268,14,46,221,6
1944,NHL,NYR,NYR,,,6,,50,11,29,10.0,,32,,,154,247,New York Rangers,315,,,,,,,
1943,NHL,NYR,NYR,,,6,,50,6,39,5.0,,17,,,162,310,New York Rangers,253,,,,,,,
1983,NHL,BUF,BUF,WA,AD,2,DSF,80,48,25,7.0,,103,,,315,257,Buffalo Sabres,1190,8,71,329,14,50,277,11
1927,NHL,OTS,STE,,CA,3,QF,44,20,14,10.0,,50,,,78,57,Ottawa Senators,483,,,,,,,
1924,NHL,MTM,MTM,,,5,,30,9,19,2.0,,20,,,45,65,Montreal Maroons,292,,,,,,,
2009,NHL,EDM,EDM,WC,NW,5,,82,27,47,,8,62,8,6,214,284,Edmonton Oilers,1133,18,52,301,5,67,305,6
1994,NHL,VAN,VAN,WC,PC,2,CSF,48,18,18,12.0,,48,,,153,148,Vancouver Canucks,1093,6,47,238,10,39,236,7
1917,PCHA,VML,VMR,,,2,F,18,9,9,0.0,,18,,,70,60,Vancouver Millionaires,,,,,,,,
2007,NHL,PHI,PHI,EC,AT,4,CF,82,42,29,,11,95,3,6,248,233,Philadelphia Flyers,1471,14,84,385,6,65,388,13
2009,NHL,CHI,CHI,WC,CE,1,SC,82,52,22,,8,112,9,6,271,209,Chicago Blackhawks,924,16,52,294,4,39,265,13
1989,NHL,STL,STL,CC,NO,2,DF,80,37,34,9.0,,83,,,295,279,St. Louis Blues,1809,12,79,351,12,67,351,9
1986,NHL,QUE,COL,WA,AD,4,DF,80,31,39,10.0,,72,,,267,276,Quebec Nordiques,1741,12,76,354,12,52,311,8
1984,NHL,NJD,NJD,WA,PT,5,,80,22,48,10.0,,54,,,264,346,New Jersey Devils,1282,16,70,362,15,73,317,9
1965,NHL,MTL,MTL,,,1,SC,70,41,21,8.0,,90,,,239,173,Montreal Canadiens,884,,61,260,3,46,247,2
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847,28,99,423,20,71,379,11
1994,NHL,TOR,TOR,WC,CE,4,CQF,48,21,19,8.0,,50,,,135,146,Toronto Maple Leafs,744,12,37,218,5,28,185,5
1997,NHL,CAL,CAL,WC,PC,5,,82,26,41,15.0,,67,,,217,252,Calgary Flames,1859,10,43,356,13,69,430,18
1963,NHL,DET,DET,,,4,F,70,30,29,11.0,,71,,,191,204,Detroit Red Wings,771,,42,240,5,36,267,2
1974,NHL,STL,STL,CC,SM,2,PRE,80,35,31,14.0,,84,,,269,267,St. Louis Blues,1275,14,50,286,5,77,329,6
1957,NHL,BOS,BOS,,,4,F,70,27,28,15.0,,69,,,199,194,Boston Bruins,849,,,,,,,
1984,NHL,EDM,EDM,CC,SM,1,SC,80,49,20,11.0,,109,,,401,298,Edmonton Oilers,1567,12,74,293,5,76,353,25
1975,NHL,KCS,NJD,CC,SM,5,,80,12,56,12.0,,36,,,190,351,Kansas City Scouts,984,16,46,352,17,80,295,2
