coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
johnsma01c,1973,CLF,NHL,2,,21,2,17,2,,,,
babcomi01c,2006,DET,NHL,1,,82,50,19,13,18,10,8,0
murrate01c,1998,FLO,NHL,1,,82,30,34,18,,,,
ruelcl01c,1979,MTL,NHL,2,,50,32,11,7,10,6,4,0
dandule01c,1923,MTL,NHL,1,,24,13,11,0,6,6,0,0
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
keenami01c,1985,PHI,NHL,1,,80,53,23,4,5,2,3,0
olczyed01c,2003,PIT,NHL,1,,82,23,51,8,,,,
pilouru01c,1957,CHI,NHL,2,,37,14,22,1,,,,
schmimi01c,1960,BOS,NHL,1,,70,15,42,13,,,,
perrydo01c,1983,LAK,NHL,1,,50,14,27,9,,,,
rossar01c,1938,BOS,NHL,1,,48,36,10,2,12,8,4,0
martija02c,2006,FLO,NHL,1,,82,35,31,16,,,,
polanni01c,1982,DET,NHL,1,,80,21,44,15,,,,
ftorero01c,1987,LAK,NHL,3,,52,23,25,4,5,1,4,0
sonmogl01c,1981,MNS,NHL,1,,80,37,23,20,4,1,3,0
clousco01c,2009,OTT,NHL,1,,82,44,32,6,6,2,4,0
armstge01c,1988,TOR,NHL,2,,47,17,26,4,,,,
boudrbr01c,2011,WAS,NHL,1,,22,12,9,1,,,,
dineebi01c,1991,PHI,NHL,2,,56,24,23,9,,,,
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
rossar01c,1944,BOS,NHL,1,,50,16,30,4,7,3,4,0
holmgpa01c,1994,HAR,NHL,1,,48,19,24,5,,,,
nolante01c,1995,BUF,NHL,1,,82,33,42,7,,,,
sathegl01c,1977,EDO,WHA,1,,80,38,39,3,5,1,4,0
burnspa01c,1988,MTL,NHL,1,,80,53,18,9,21,14,7,0
popeila01c,1973,NYR,NHL,1,,41,18,14,9,,,,
schoeji01c,1985,BUF,NHL,1,,43,19,19,5,,,,
