year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1968,QF,D,LAK,NHL,OAK,NHL,4,3,0,23,25,
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
2011,CF,M,NJD,NHL,NYR,NHL,4,2,0,15,14,
1913,F,,TBS,NHA,MOC,NHA,1,1,0,6,2,TG
1983,DSF,D,WAS,NHL,PHI,NHL,3,0,0,15,5,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1926,SF,C,OTS,NHL,MTL,NHL,1,0,1,5,1,TG
1983,DF,I,MTL,NHL,QUE,NHL,4,2,0,20,13,
1981,DSF,D,STL,NHL,WIN,NHL,3,1,0,20,13,
1988,DF,I,MTL,NHL,BOS,NHL,4,1,0,16,13,
1997,CSF,J,BUF,NHL,MTL,NHL,4,0,0,17,10,
1985,DSF,F,STL,NHL,MNS,NHL,3,2,0,18,20,
1912,SCF,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
1992,DSF,E,STL,NHL,CHI,NHL,4,0,0,13,6,
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
1989,DSF,C,NYR,NHL,NYI,NHL,4,1,0,22,13,
1990,DSF,C,PIT,NHL,NJD,NHL,4,3,0,21,21,
1972,Pre,,MFS,WHA,ALB,WHA,1,0,0,4,2,
1989,DF,J,WAS,NHL,NYR,NHL,4,1,0,22,15,
1993,CSF,I,NYR,NHL,WAS,NHL,4,1,0,20,12,
1977,SF,I,MTL,NHL,TOR,NHL,4,0,0,16,6,
2006,CQF,F,AND,NHL,MIN,NHL,4,1,0,12,9,
1978,SF,I,NYR,NHL,NYI,NHL,4,2,0,18,13,
2008,CQF,H,CHI,NHL,CAL,NHL,4,2,0,21,16,
1927,QF,A,MTM,NHL,OTS,NHL,2,0,0,3,1,TG
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1985,DF,J,NYR,NHL,WAS,NHL,4,2,0,20,25,
1992,SCF,O,MTL,NHL,LAK,NHL,4,1,0,15,12,
2009,CQF,D,PIT,NHL,OTT,NHL,4,2,0,24,19,
1924,SF,,VIC,WCHL,SAS,WCHL,1,0,1,6,4,TG
