corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
163,Corp. Giant MachineryCo., , ,,,,,2004-10-12T10:41:26,6,
239,Corp. Driven Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,1,
296,Corp. Just PetroleumCorp., , ,,,,,2004-10-12T10:41:26,8,
324,Corp. Computer NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,8,
326,Corp. Computer PetroleumLtd., , ,,,,,2004-10-12T10:41:26,7,
347,Corp. Expert QuestsLtd., , ,,,,,2004-10-12T10:41:26,1,
369,Corp. Giant Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,6,
376,Corp. Humble PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
397,Corp. Just QuestsLtd., , ,,,,,2004-10-12T10:41:26,8,
402,Corp. Apex LightingAg., , ,,,,,2004-10-12T10:41:26,6,
409,Corp. Apex Sail MakersAg., , ,,,,,2004-10-12T10:41:26,2,
411,Corp. Boston Key StonesAg., , ,,,,,2004-10-12T10:41:26,7,
418,Corp. Boston RestaurantsAg., , ,,,,,2004-10-12T10:41:26,6,
462,Corp. Giant LightingAg., , ,,,,,2004-10-12T10:41:26,7,
485,Corp. Imperial OperaAg., , ,,,,,2004-10-12T10:41:26,1,
491,Corp. Just Key StonesAg., , ,,,,,2004-10-12T10:41:26,8,
130,Corp. Computer TransitCo., , ,,,,,2004-10-12T10:41:26,6,
169,Corp. Giant Sail MakersCo., , ,,,,,2004-10-12T10:41:26,4,
210,Corp. Apex TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
295,Corp. Just OperaCorp., , ,,,,,2004-10-12T10:41:26,6,
366,Corp. Giant PetroleumLtd., , ,,,,,2004-10-12T10:41:26,8,
387,Corp. Imperial QuestsLtd., , ,,,,,2004-10-12T10:41:26,8,
408,Corp. Apex RestaurantsAg., , ,,,,,2004-10-12T10:41:26,8,
423,Corp. Computer MachineryAg., , ,,,,,2004-10-12T10:41:26,7,
444,Corp. Expert NeedleworkAg., , ,,,,,2004-10-12T10:41:26,7,
465,Corp. Giant OperaAg., , ,,,,,2004-10-12T10:41:26,2,
487,Corp. Imperial QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
70,Corp. Giant TransitInc., , ,,,,,2004-10-12T10:41:26,2,
72,Corp. Humble LightingInc., , ,,,,,2004-10-12T10:41:26,4,
195,Corp. Just OperaCo., , ,,,,,2004-10-12T10:41:26,3,
199,Corp. Just Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
229,Corp. Computer Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,8,
236,Corp. Driven PetroleumCorp., , ,,,,,2004-10-12T10:41:26,2,
250,Corp. Expert TransitCorp., , ,,,,,2004-10-12T10:41:26,2,
260,Corp. Famous TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
267,Corp. Giant QuestsCorp., , ,,,,,2004-10-12T10:41:26,7,
301,Corp. Apex Key StonesLtd., , ,,,,,2004-10-12T10:41:26,5,
303,Corp. Apex MachineryLtd., , ,,,,,2004-10-12T10:41:26,8,
354,Corp. Famous NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
416,Corp. Boston PetroleumAg., , ,,,,,2004-10-12T10:41:26,7,
421,Corp. Computer Key StonesAg., , ,,,,,2004-10-12T10:41:26,2,
484,Corp. Imperial NeedleworkAg., , ,,,,,2004-10-12T10:41:26,2,
495,Corp. Just OperaAg., , ,,,,,2004-10-12T10:41:26,3,
497,Corp. Just QuestsAg., , ,,,,,2004-10-12T10:41:26,4,
280,Corp. Humble TransitCorp., , ,,,,,2004-10-12T10:41:26,5,
433,Corp. Driven MachineryAg., , ,,,,,2004-10-12T10:41:26,4,
176,Corp. Humble PetroleumCo., , ,,,,,2004-10-12T10:41:26,7,
114,Corp. Boston NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
384,Corp. Imperial NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
96,Corp. Just PetroleumInc., , ,,,,,2004-10-12T10:41:26,2,
496,Corp. Just PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
105,Corp. Apex OperaCo., , ,,,,,2004-10-12T10:41:26,7,
391,Corp. Just Key StonesLtd., , ,,,,,2004-10-12T10:41:26,4,
203,Corp. Apex MachineryCorp., , ,,,,,2004-10-12T10:41:26,8,
161,Corp. Giant Key StonesCo., , ,,,,,2004-10-12T10:41:26,3,
41,Corp. Expert Key StonesInc., , ,,,,,2004-10-12T10:41:26,2,
475,Corp. Humble OperaAg., , ,,,,,2004-10-12T10:41:26,4,
93,Corp. Just MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
11,Corp. Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
71,Corp. Humble Key StonesInc., , ,,,,,2004-10-12T10:41:26,4,
460,Corp. Famous TransitAg., , ,,,,,2004-10-12T10:41:26,4,
132,Corp. Driven LightingCo., , ,,,,,2004-10-12T10:41:26,8,
33,Corp. Driven MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
212,Corp. Boston LightingCorp., , ,,,,,2004-10-12T10:41:26,1,
77,Corp. Humble QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
120,Corp. Boston TransitCo., , ,,,,,2004-10-12T10:41:26,3,
55,Corp. Famous OperaInc., , ,,,,,2004-10-12T10:41:26,7,
44,Corp. Expert NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
469,Corp. Giant Sail MakersAg., , ,,,,,2004-10-12T10:41:26,4,
348,Corp. Expert RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,6,
377,Corp. Humble QuestsLtd., , ,,,,,2004-10-12T10:41:26,1,
191,Corp. Just Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
214,Corp. Boston NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
446,Corp. Expert PetroleumAg., , ,,,,,2004-10-12T10:41:26,6,
3,Corp. Apex MachineryInc., , ,,,,,2004-10-12T10:41:26,6,
32,Corp. Driven LightingInc., , ,,,,,2004-10-12T10:41:26,1,
246,Corp. Expert PetroleumCorp., , ,,,,,2004-10-12T10:41:26,4,
118,Corp. Boston RestaurantsCo., , ,,,,,2004-10-12T10:41:26,1,
273,Corp. Humble MachineryCorp., , ,,,,,2004-10-12T10:41:26,2,
2,Corp. Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
167,Corp. Giant QuestsCo., , ,,,,,2004-10-12T10:41:26,6,
87,Corp. Imperial QuestsInc., , ,,,,,2004-10-12T10:41:26,6,
389,Corp. Imperial Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,7,
277,Corp. Humble QuestsCorp., , ,,,,,2004-10-12T10:41:26,4,
410,Corp. Apex TransitAg., , ,,,,,2004-10-12T10:41:26,3,
139,Corp. Driven Sail MakersCo., , ,,,,,2004-10-12T10:41:26,6,
162,Corp. Giant LightingCo., , ,,,,,2004-10-12T10:41:26,8,
19,Corp. Boston Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
434,Corp. Driven NeedleworkAg., , ,,,,,2004-10-12T10:41:26,3,
316,Corp. Boston PetroleumLtd., , ,,,,,2004-10-12T10:41:26,7,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
38,Corp. Driven RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
152,Corp. Famous LightingCo., , ,,,,,2004-10-12T10:41:26,1,
307,Corp. Apex QuestsLtd., , ,,,,,2004-10-12T10:41:26,5,
248,Corp. Expert RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,3,
360,Corp. Famous TransitLtd., , ,,,,,2004-10-12T10:41:26,8,
300,Corp. Just TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
372,Corp. Humble LightingLtd., , ,,,,,2004-10-12T10:41:26,4,
