charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
878588,9986,376,10,1999-09-01T10:49:40,785.0,19986,
1244448,8647,466,10,1999-08-01T10:47:03,257.0,8647,
1548742,6648,498,5,1999-09-30T10:47:22,3677.0,26648,
69947,8373,401,4,1999-09-13T10:49:00,1341.0,28373,
535931,9264,369,6,1999-07-01T10:46:23,586.0,9264,
1569318,8570,363,4,1999-08-04T10:48:57,1993.0,8570,
1892271,8126,190,10,1999-09-10T10:50:44,1817.0,18126,
688889,9764,402,6,1999-08-28T10:50:28,4260.0,19764,
1669289,9764,496,5,1999-08-15T10:48:57,3290.0,19764,
1316034,9960,454,10,1999-09-09T10:44:49,3842.0,19960,
1387864,7704,451,4,1999-09-25T10:50:23,4858.0,27704,
799670,9336,393,3,1999-08-31T10:51:18,653.0,19336,
1100183,9741,333,10,1999-06-30T10:43:39,2159.0,9741,
1787333,9706,426,2,1999-09-04T10:50:21,681.0,19706,
1316035,7534,498,9,1999-07-27T10:44:49,1683.0,7534,
1042057,7057,486,9,1999-10-08T10:46:51,2512.0,27057,
1382804,7763,476,3,1999-07-16T10:50:00,4222.0,7763,
1474004,5104,448,9,1999-09-05T10:49:19,2963.0,15104,
1021889,3985,499,6,1999-09-09T10:45:16,1382.0,13985,
876273,6135,347,10,1999-08-13T10:49:30,534.0,16135,
1918405,7375,404,8,1999-07-12T10:45:00,3893.0,7375,
581472,4085,448,9,1999-09-08T10:49:54,2988.0,14085,
1261885,7103,461,10,1999-09-26T10:48:22,4324.0,27103,
1281404,9175,401,3,1999-08-10T10:49:53,4925.0,9175,
1755954,8794,361,10,1999-07-03T10:47:55,932.0,8794,
824883,4785,489,8,1999-08-10T10:45:31,4864.0,4785,
1583899,4584,451,4,1999-06-17T10:50:05,1275.0,4584,
844948,3691,496,4,1999-08-26T10:47:05,3577.0,13691,
1209748,9611,417,3,1999-07-25T10:44:21,682.0,9611,
1678700,7184,482,4,1999-07-26T10:49:41,1090.0,7184,
1955180,9508,88,6,1999-07-14T10:47:52,2988.0,9508,
1863702,9497,489,8,1999-06-29T10:48:30,4124.0,9497,
647869,9795,301,2,1999-09-27T10:47:18,3889.0,29795,
1559869,739,344,8,1999-08-01T10:48:12,3909.0,739,
1829559,9688,425,3,1999-07-14T10:45:53,269.0,9688,
1354682,9552,488,7,1999-06-30T10:47:49,1723.0,9552,
1244341,4384,424,10,1999-07-22T10:47:02,4443.0,4384,
1521286,7625,438,5,1999-07-28T10:45:13,4309.0,7625,
1189533,8787,500,6,1999-06-28T10:50:31,1484.0,8787,
1707646,8641,473,9,1999-06-26T10:44:11,29.0,8641,
1765310,9398,494,3,1999-07-12T10:48:38,3634.0,9398,
1549354,6953,443,8,1999-08-19T10:47:25,10.0,16953,
1335252,6437,482,6,1999-09-28T10:46:20,3955.0,26437,
1521759,8336,437,5,1999-08-10T10:45:15,2313.0,8336,
1739403,3091,428,2,1999-08-10T10:46:39,4426.0,3091,
1272586,8741,493,7,1999-08-22T10:49:12,3739.0,18741,
1316036,9040,495,9,1999-08-09T10:44:49,4901.0,9040,
665572,7612,364,4,1999-09-03T10:48:39,1229.0,17612,
834586,9985,500,5,1999-09-14T10:46:17,4743.0,29985,
782229,9554,487,3,1999-07-06T10:49:57,198.0,9554,
1879886,9930,333,5,1999-08-11T10:49:46,3159.0,9930,
1420408,6382,493,4,1999-10-03T10:45:09,3729.0,26382,
899586,4906,408,2,1999-06-27T10:51:18,285.0,4906,
1997729,8061,269,7,1999-08-22T10:51:10,2399.0,18061,
1130513,5908,397,9,1999-07-31T10:45:57,4224.0,5908,
1736825,9650,462,9,1999-09-10T10:46:27,4393.0,19650,
824825,9482,491,4,1999-10-06T10:45:31,4266.0,29482,
731964,8381,493,7,1999-08-21T10:46:04,765.0,18381,
953879,9415,480,9,1999-06-18T10:47:46,4048.0,9415,
