inventory_id,film_id,store_id,last_update
93,19,1,15 февраля 2006 года
94,19,1,15 февраля 2006 года
95,19,1,15 февраля 2006 года
96,19,1,15 февраля 2006 года
97,19,2,15 февраля 2006 года
98,19,2,15 февраля 2006 года
102,21,1,15 февраля 2006 года
103,21,1,15 февраля 2006 года
104,21,2,15 февраля 2006 года
105,21,2,15 февраля 2006 года
106,21,2,15 февраля 2006 года
107,21,2,15 февраля 2006 года
142,29,1,15 февраля 2006 года
143,29,1,15 февраля 2006 года
248,56,1,15 февраля 2006 года
249,56,1,15 февраля 2006 года
250,56,1,15 февраля 2006 года
251,56,2,15 февраля 2006 года
252,56,2,15 февраля 2006 года
294,67,1,15 февраля 2006 года
295,67,1,15 февраля 2006 года
296,67,2,15 февраля 2006 года
297,67,2,15 февраля 2006 года
298,67,2,15 февраля 2006 года
299,67,2,15 февраля 2006 года
436,97,1,15 февраля 2006 года
437,97,1,15 февраля 2006 года
438,97,1,15 февраля 2006 года
439,97,1,15 февраля 2006 года
440,97,2,15 февраля 2006 года
441,97,2,15 февраля 2006 года
476,105,1,15 февраля 2006 года
477,105,1,15 февраля 2006 года
478,105,2,15 февраля 2006 года
479,105,2,15 февраля 2006 года
480,105,2,15 февраля 2006 года
497,111,2,15 февраля 2006 года
498,111,2,15 февраля 2006 года
499,111,2,15 февраля 2006 года
500,111,2,15 февраля 2006 года
519,115,1,15 февраля 2006 года
520,115,1,15 февраля 2006 года
521,115,1,15 февраля 2006 года
522,115,2,15 февраля 2006 года
523,115,2,15 февраля 2006 года
524,115,2,15 февраля 2006 года
525,115,2,15 февраля 2006 года
577,126,2,15 февраля 2006 года
578,126,2,15 февраля 2006 года
579,126,2,15 февраля 2006 года
594,130,1,15 февраля 2006 года
595,130,1,15 февраля 2006 года
596,130,2,15 февраля 2006 года
597,130,2,15 февраля 2006 года
598,130,2,15 февраля 2006 года
599,130,2,15 февраля 2006 года
738,162,1,15 февраля 2006 года
739,162,1,15 февраля 2006 года
740,162,1,15 февраля 2006 года
741,162,2,15 февраля 2006 года
742,162,2,15 февраля 2006 года
743,162,2,15 февраля 2006 года
744,162,2,15 февраля 2006 года
881,194,1,15 февраля 2006 года
882,194,1,15 февраля 2006 года
883,194,2,15 февраля 2006 года
884,194,2,15 февраля 2006 года
922,205,1,15 февраля 2006 года
923,205,1,15 февраля 2006 года
924,205,1,15 февраля 2006 года
