File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
master.csv,659,namenick,6,20,233.3,Gunner,Огнестрельное оружие
master.csv,669,birthcity,6,23,283.3,Onoway,Автомобильный транспорт
master.csv,817,namenick,5,19,280.0,Truck,Грузовой автомобиль
master.csv,853,namenick,6,20,233.3,Gunner,Огнестрельное оружие
master.csv,896,birthcity,9,41,355.6,Englewood,Englewood ( &lt; &lt; Энглвуд &gt; &gt; )
master.csv,929,lastname,5,21,320.0,Knott,Узел@ info: whatsthis
master.csv,1095,lastname,10,44,340.0,Aitkenhead,"Подожди, подожди, подожди, подожди, подожди."
master.csv,1168,lastname,5,21,320.0,Knott,Узел@ info: whatsthis
awardsplayers.csv,27,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,38,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,64,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,136,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,142,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,159,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,197,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,238,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,314,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,347,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,362,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,374,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,391,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,447,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,469,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,512,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,526,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,551,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,554,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,573,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,668,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,685,note,6,24,300.0,shared,Совместное использование
hof.csv,39,name,9,29,222.2,Al Leader,&lt; &lt; Аль-Лидер &gt; &gt;
