year,hofid,name,category
1958,foystfr01h,Франк Фойстон,Игрок
1971,weilaco01h,Кунни Виланд,Игрок
1962,whitcfr01h,Фред Уиткрофт,Игрок
1958,clancki01h,Король Кленси,Игрок
1992,mathefr01h,Франк Маттерс,Строитель
1945,stuarho01h,Ход Стюарт,Игрок
1967,storere01h,Красный Стори,Судья/Боер
2011,nieuwjo01h,Джо Ньюдайк,Игрок
1961,ellioch01h,Чауэр Эллиотт,Судья/Боер
1958,keatsdu01h,Дуб Кепп,Игрок
1971,wirtzar01h,Артур Вертц,Строитель
1987,clarkbo01h,Бобби Кларк,Игрок
1950,patrifr01h,Франк Патрик,Строитель
1962,camerha01h,Гарри Кэмерон,Игрок
1969,abelsi01h,Сид Абель,Игрок
1958,fredrfr01h,Франк Фредериксон,Игрок
1947,nelsofr01h,Франсис Нельсон,Строитель
1961,lesuepe01h,Перси ЛеСюр,Игрок
1969,norribr01h,Брюс Норрис,Строитель
1961,rankifr01h,Франк Рэнкин,Игрок
1958,raymodo01h,Донат Рэймонд,Строитель
1961,halljo01h,Джо Холл,Игрок
1994,oneilbr01h,Брайан О'Нил,Строитель
1962,broadpu01h,Пунч Броудбент,Игрок
1974,tarasan01h,Анатолий Тарасов,Строитель
2007,gregoji01h,Джим Грегори,Строитель
1965,barryma01h,МартыBarry,Игрок
1968,hendyji01h,Джим Хендри,Строитель
1976,rossph01h,Филип Росс,Строитель
1992,allenke01h,Кит Аллен,Строитель
1945,pulfoha01h,Харви Пулфорд,Игрок
1958,turnell01h,Ллойд Тёрнер,Строитель
1984,parenbe01h,Бернар Пентекст,Игрок
1997,trottbr01h,Брайан Троттьер,Игрок
1988,oconnbu01h,Буди О'Коннор,Игрок
1962,brownwa02h,Уолтер Браун,Строитель
1985,pilouru01h,Руди Пилоус,Строитель
1959,thompti01h,Тинни Томпсон,Игрок
1972,howego01h,Гордие Хоу,Игрок
1950,grantmi01h,Майк Грант,Игрок
1971,sawchte01h,Тери Сачук,Игрок
1988,parkbr01h,Брад Парк,Игрок
1961,loicqpa01h,Поль Лойк,Строитель
1950,triheha01h,Гарри Тригэй,Игрок
2011,howema01h,Марк Хоув,Игрок
1978,tuttwi01h,Уильям Татт,Строитель
1981,stanlal01h,Аллан Стэнли,Игрок
1965,howesy01h,Сид Хоу,Игрок
1962,lavioja01h,Жак Лавиолет,Игрок
1998,stastpe01h,Питер Стастный,Игрок
1965,marshja02h,Джек Маршалл,Игрок
1984,milfoja01h,Джейк Мильфорд,Строитель
1998,murraat01h,Аथल Мюррей,Строитель
1975,baileac01h,Ац Бэйли,Игрок
1999,vanhean01h,Энди Ван Хеллемонд,Судья/Боер
1992,dionnma01h,Марсель Дижон,Игрок
2001,fetisvi01h,Вячеслав FETИСОВ,Игрок
1989,tretivl01h,Владислав Третьяк,Игрок
2003,lafonpa01h,Пат ЛаФонтен,Игрок
1974,mooredi01h,Дикки Мур,Игрок
1950,griffsi01h,Сиф Гриффис,Игрок
1980,lumleha01h,Гарри Лумли,Игрок
1963,dandule01h,Лео Дандурэнд,Строитель
1958,irvindi01h,Дик Ирвин,Игрок
1947,hewitwi01h,Уильям Хьютт,Строитель
2002,federbe01h,Бэрни Федерко,Игрок
1996,bauerbo01h,Бобби Бауэр,Игрок
1993,shuttst01h,Стив Шутт,Игрок
1970,lebelro01h,Боб ЛеБел,Строитель
2002,langwro01h,Род Лэнгвей,Игрок
1977,hortoti01h,Тим Хортон,Игрок
2006,brookhe01h,Эрб Брукс,Строитель
1963,gormato01h,Томми Горман,Строитель
1974,ivanto01h,Томми Иван,Строитель
1949,rossar01h,Аркт Росс,Игрок
2004,bourqra01h,Реймонд Борк,Игрок
1965,hornere01h,Красный Хорнер,Игрок
1958,smythco01h,Конн Смайти,Строитель
1952,goheemo01h,Моос Гохен,Игрок
1980,butteja01h,Джек Баттерфилд,Строитель
1991,bowmasc01h,Скоти Боумен,Строитель
2001,gartnmi01h,Майк Гартнер,Игрок
1965,russebl01h,Блайр Рассел,Игрок
1989,lewishe01h,Херби Льюис,Игрок
1966,lachel01h,Элмер Лач,Игрок
1950,malonjo01h,Джо Малон,Игрок
2001,hawerda01h,Дэйл Хаверчук,Игрок
1961,schmimi01h,Милт Шмидт,Игрок
1989,sittlda01h,Даррелл Ситлер,Игрок
1947,robincl01h,Клод Роббинс,Строитель
1972,holmeha01h,Хап Холмс,Игрок
2011,gilmodo01h,Дуг Гримвуд,Игрок
2003,fuhrgr01h,Грег Фур,Игрок
2009,robitlu01h,Люк Робитайл,Игрок
1973,smithto01h,Томми Смит,Игрок
1978,plantja01h,Джек Клеман,Игрок
1985,cheevge01h,Гери Чеверс,Игрок
1997,sathegl01h,Глен Сато,Строитель
2000,bushwa01h,Уолтер Буш,Строитель
1990,flamafe01h,Ферн Фляман,Игрок
1962,greensh01h,Шорти Грин,Игрок
1972,geoffbe01h,Бернар Жоффрион,Игрок
2010,ciccadi01h,Дино Чиккарелли,Игрок
1990,perregi01h,Гильберт Перро,Игрок
1978,pronoma01h,Марсель Проновос,Игрок
1975,pilotpi01h,Пьер Пило,Игрок
1994,conacli01h,Лионель Коначер,Игрок
1979,howelha01h,Гарри Хоуелл,Игрок
1962,darraja01h,Джек Дарагх,Игрок
1979,orrbo01h,Бобби Орр,Игрок
1961,dayha01h,С днем России!,Игрок
1958,norrija02h,Джеймс Норрис-старший,Строитель
1966,brimsfr01h,Франк Бримсек,Игрок
1999,morriia01h,Скотти Моррисон,Строитель
1977,delveal01h,Алекс Делвекко,Игрок
1947,sutheja01h,Джеймс Сутерленд,Строитель
1998,goulemi01h,Мишель Гюэ,Игрок
1960,bouchge01h,Джордж Буше,Игрок
2007,macinal01h,Аль МакИннис,Игрок
1961,richama01h,Моисей Гецон (Моше) Ричард,Игрок
2001,kurrija01h,Яри Кури,Игрок
1984,esposph01h,Фил Эспозито,Игрок
2003,kilrebr01h,Брайан Килреа,Строитель
2000,savarde01h,Денис Савард,Игрок
1974,vossca01h,Карл Восс,Строитель
2007,stevesc01h,Скотт Стивенс,Игрок
1960,adamsch01h,Чарльз Адамс,Строитель
1986,hanlebi01h,Билл Холлидей,Строитель
1981,mahovfr01h,Франк Маховлиш,Игрок
1962,smithfr01h,Франк Смит,Строитель
1978,bickejo01h,Джон Бикелл,Строитель
1945,gardich01h,Чарли Гардин,Игрок
1947,clappdi01h,Дит Клаппер,Игрок
1969,leadeal01h,АЛ Лидер,Строитель
1981,ashlejo01h,Джон Эшли,Судья/Боер
1947,northwi01h,Уильям Нортей,Строитель
2008,chynoed01h,Эд Чиновет,Строитель
1969,wortero01h,Рой Вотерс,Игрок
1982,ullmano01h,Норман Уллмен,Игрок
2008,scapira01h,Рэй Скапинелло,Судья/Боер
1947,roberjo02h,Джон Робсон,Строитель
1969,hextabr01h,Брайан Хексталл,Игрок
1993,knoxse01h,Саймер Нокс,Строитель
1962,ruttaja01h,Джек Руттан,Игрок
1967,colvine01h,Нил Колвилл,Игрок
2006,roypa01h,Патрик Рай,Игрок
1968,dunnji01h,Джимми Дунн,Строитель
2006,hotchha01h,Хэлли Рэнсом,Строитель
2010,granaca01h,Камми Гранато,Игрок
1973,udvarfr01h,Франк Удвари,Судья/Боер
1968,cowlebi01h,Билл Коуви,Игрок
1988,snideed01h,Эдвард Снайдер,Строитель
1993,grifffr01h,Франк Гриффитс,Строитель
1958,duttore01h,Красный Дьютон,Игрок
1975,armstge01h,Джордж Армстронг,Игрок
1987,pavelma03h,Мэтт Павелич,Судья/Боер
1965,lockhth01h,Томми Локхарт,Строитель
2010,develji01h,Джим ДеВellano,Строитель
1965,scanlfr01h,Фред Сканлон,Игрок
2008,andergl01h,Гленн Андерсон,Игрок
1952,boondi01h,Дикки Бун,Игрок
1962,hylanha01h,Гарри Хайленд,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1974,dundeto01h,Томи Дундернелл,Игрок
1975,bucklfr01h,Франк Бакленд,Строитель
1962,maxwest01h,parовой паром Maxwell,Игрок
1960,selkefr01h,Франк Селке,Строитель
2004,coffepa01h,Пол коффи,Игрок
1976,bowerjo01h,Джонни Боуер,Игрок
1952,cookbi01h,Билл Кук,Игрок
1970,johnsto01h,Том Джонсон,Игрок
1962,smithal03h,Альф Смит,Игрок
1990,poilebu01h,Буд Поле,Строитель
1965,hewitfo01h,Фостер Хэттон,Строитель
1970,gadsbbi01h,Билл Гэдсби,Игрок
1958,bouchfr01h,Франк Буше,Игрок
1962,crawfru01h,Русти Кроуфорд,Игрок
1995,sabetgu01h,Гунтер Забецки,Строитель
