playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
eriksth01,,,Томас,Эриксон,,Томас Б.,,74,182,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",12556,1580,eriksth01,1980,1985,,,Да,1959,10,16,Швеция,,Стокгольм,,,,,,
zingedw01,,,Двайне,Зингер,,,,76,216,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",20103,26148,zingedw01,2003,2003,,,Да,1976,7,5,Канада,АБ,Коронация,,,,,,
brimaar01,,,Арис,Бриманис,,Арис Алдис,,75,215,r,10166,575,brimaar01,1993,2003,,,Да,1972,3,14,США,ОХ,Шейкер-Хайтс,,,,,,
blackda01,,,Дэн,Блекберн,,,,72,180,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",20221,50619,blackda01,2001,2002,,,"Добро пожаловать в «Круг переводчиков» — сообщество профессионалов в области перевода и локализации. Мы предлагаем услуги по переводу документов, веб-сайтов, программного обеспечения и других материалов с английского на русский язык. Наши переводчики имеют опыт работы с различными видами документации и всегда стремятся предоставить точный и качественный перевод.",1983,5,20,Канада,Качество,Монреаль,,,,,,
romanru01,,,Рассел,Романюк,,Росселл Джеймс,,72,195,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",11402,4647,romanru01,1991,1995,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1970,6,9,Канада,МБ,Ванкувер,,,,,,
prentbi01,,,Билл,Пренсион,,Уильям Джон,,73,195,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,8508,prentbi01,,,1972,1977,Да,1950,8,3,Канада,Да,Линзли,,,,,,
macarcl01,,,Кларку,Макартур,,,,72,190,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",20952,69005,macarcl01,2006,2011,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1985,4,6,Канада,АБ,Ллойдминстер,,,,,,
neuvimi01,,,Михал,Невирт,,,,72,174,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",21957,95383,neuvimi01,2008,2011,,,"Добро пожаловать в «Круг переводчиков» — сообщество профессионалов в области перевода и локализации. Мы предлагаем услуги по переводу документов, веб-сайтов, программного обеспечения и других материалов с английского на русский язык. Наши переводчики имеют опыт работы с различными видами документации и всегда стремятся предоставить точный и качественный перевод.",1988,3,23,Чешская Республика,,Усти-над-Лабем,,,,,,
fredrfr01,fredrfr01c,fredrfr01h,Франк,Фредриксон,,Франк Сигурдур,,71,180,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",P195807,1779,fredrfr01,1926,1930,,,С,1895,6,11,Канада,МБ,Ванкувер,1979,5,28,,,
kluzago01,,,Горд,Клюзак,,Гордон Глен,,76,220,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",13211,2758,kluzago01,1982,1990,,,Да,1964,3,4,Канада,СК,Климакс,,,,,,
