playerid,year,ppa,sha
hunteda01,1988,,1
ysebapa01,1990,4,1
wellsja01,1989,3,2
broteaa01,1990,1,
ramagro01,1987,19,2
chrisda01,1989,7,
archida01,1989,4,
dineego01,1988,2,
wilsoca01,1988,19,
carsoli01,1987,1,1
ferrara01,1990,5,
klimape01,1989,11,
ledyagr01,1987,5,
halwado01,1988,1,
dahlqch01,1990,,1
creigad01,1988,7,
lawlepa01,1987,3,
manthmo01,1987,15,1
hardyma01,1988,5,
johanca01,1988,7,
fentopa01,1990,2,
sandsto01,1989,20,
macdepa01,1989,2,
libaig01,1988,6,
quinnda01,1990,18,
joycebo01,1989,3,
brookbo01,1989,1,2
linseke01,1989,8,
pederba01,1989,7,1
charbjo01,1988,1,
macivno01,1988,19,
tantito01,1990,5,
sheehne01,1987,1,
nylunga01,1988,1,
huberwi01,1987,14,
picarro02,1989,1,1
hullbr01,1987,10,
erickbr01,1987,6,
lawtobr01,1988,4,
kennede01,1988,,2
mckegto01,1990,7,
actonke01,1988,,1
allismi01,1987,5,
frasecu01,1987,2,
huntema01,1990,4,
coxecr01,1987,1,
cyrpa01,1987,1,
quinnda01,1989,15,1
bassebo01,1988,,1
hrdinji01,1990,4,
carsoji01,1989,5,
murphla01,1988,22,
skrikpe01,1990,5,
duguaro01,1987,2,
courtge01,1987,7,
simpscr01,1987,10,1
wilsoca01,1990,4,
josepch01,1987,6,
goulemi01,1989,15,1
momesse01,1990,1,
kontoch01,1987,6,
malondo01,1988,2,
manthmo01,1988,9,
paslagr01,1990,3,1
tuckejo01,1990,1,
vaiveri01,1988,15,
petitmi01,1987,9,1
proppbr01,1989,9,
hardyma01,1987,10,1
nichobe01,1989,37,1
courtru01,1988,2,
ciccadi01,1988,10,1
murphla01,1990,19,
pavesji01,1987,1,
brownro01,1990,10,
konrost01,1988,1,1
petitmi01,1990,16,
hunteda01,1987,1,4
carpebo01,1988,4,
loisecl01,1990,1,1
ledyagr01,1988,6,
lemiejo01,1989,1,1
ruotsre01,1989,9,
bennibr01,1989,5,
robergo01,1987,3,
smaildo01,1990,1,1
gartnmi01,1988,9,
wilsoca01,1987,9,3
tuckejo01,1989,6,
libaig01,1988,6,
jonssto01,1988,24,
ledyagr01,1987,5,
manthmo01,1987,15,1
kurveto01,1990,15,
gingrga01,1987,9,
hrdinji01,1990,4,
courtru01,1988,2,
zezelpe01,1990,5,1
proppbr01,1989,9,
mcdonhu01,1989,1,
wellsja01,1989,3,2
adamsgr01,1989,1,
joycebo01,1989,3,
creigad01,1988,7,
hunteda01,1987,1,4
cunnera01,1989,4,
petitmi01,1990,16,
ysebapa01,1990,4,1
momesse01,1990,1,
bassebo01,1988,,1
ruotsre01,1989,9,
maclebr01,1988,8,
picarro02,1989,1,1
erickbr01,1987,6,
actonke01,1988,,1
paslagr01,1990,3,1
bradlbr01,1990,10,
macdepa01,1989,2,
robergo01,1987,3,
pavesji01,1987,1,
smaildo01,1990,1,1
lawlepa01,1987,3,
wilsoca01,1990,4,
malondo01,1988,2,
donnemi01,1987,2,
sanipev01,1989,2,
mcbeawa01,1988,1,
manthmo01,1988,9,
sandsto01,1989,20,
dineego01,1987,2,
hullbr01,1987,10,
frasecu01,1987,2,
pederma01,1990,7,
adamsgr01,1988,1,
iafraal01,1990,11,1
carsoji01,1989,5,
archida01,1989,4,
macivno01,1988,19,
ciccadi01,1988,10,1
wilsoca01,1988,19,
grahadi01,1987,7,1
kontoch01,1987,6,
nichobe01,1989,37,1
cullejo01,1990,29,
duguaro01,1987,2,
carsoli01,1987,1,1
quinnda01,1989,15,1
hullbr01,1987,10,
brownro01,1990,10,
carsoli01,1987,1,1
wilsoca01,1990,4,
hardyma01,1987,10,1
tantito01,1990,5,
sandsto01,1989,20,
lawtobr01,1989,1,
skrikpe01,1990,5,
manthmo01,1987,15,1
wellsja01,1989,3,2
ruotsre01,1989,9,
ciccadi01,1988,10,1
carsoji01,1989,5,
zezelpe01,1988,17,
tantito01,1989,9,
kurveto01,1990,15,
momesse01,1990,1,
frasecu01,1987,2,
bassebo01,1988,,1
stastpe01,1989,23,
josepch01,1987,6,
joycebo01,1989,3,
huberwi01,1987,14,
dahlqch01,1990,,1
loisecl01,1990,1,1
dineego01,1988,2,
hardyma01,1988,5,
bodgedo01,1988,25,1
allismi01,1987,5,
maclebr01,1988,8,
gartnmi01,1989,14,1
franclo01,1990,1,1
ysebapa01,1990,4,1
murphla01,1988,22,
ruffli01,1988,1,
creigad01,1988,7,
mcdonhu01,1989,1,
gingrga01,1987,9,
vaiveri01,1988,15,
duguaro01,1987,2,
sanipev01,1989,2,
poulida02,1989,1,1
pederma01,1990,7,
brookbo01,1989,1,2
wilsoca01,1988,19,
sheehne01,1987,1,
chrisda01,1989,7,
pederba01,1989,7,1
foligmi01,1990,1,
courtge01,1987,7,
archida01,1989,4,
kennede01,1988,,2
kaspest01,1988,6,2
manthmo01,1988,9,
macivno01,1988,19,
deblolu01,1990,,1
brownje02,1989,24,
ledyagr01,1988,6,
robergo01,1987,3,
petitmi01,1990,16,
tuckejo01,1990,1,
carpebo01,1988,4,
hunteda01,1988,,1
petitmi01,1987,9,1
pavesji01,1987,1,
dineego01,1987,2,
hunteda01,1987,1,4
wilsoca01,1987,9,3
ferrara01,1990,5,
bennibr01,1989,5,
ledyagr01,1987,5,
jonssto01,1988,24,
mcintjo01,1990,,2
proppbr01,1989,9,
konrost01,1988,1,1
courtru01,1988,2,
donnemi01,1987,2,
lawtobr01,1988,4,
bradlbr01,1990,10,
larsore01,1988,14,
macdepa01,1989,2,
krushmi01,1990,3,
samueul01,1990,,2
lemiejo01,1989,1,1
tuckejo01,1989,6,
halwado01,1988,1,
loisecl01,1990,1,1
skrikpe01,1990,5,
courtge01,1987,7,
bennibr01,1989,5,
picarro02,1989,1,1
archida01,1989,4,
gartnmi01,1988,9,
lawlepa01,1987,3,
ramagro01,1987,19,2
crossdo01,1990,21,
wilsoca01,1990,4,
ciccadi01,1988,10,1
joycebo01,1989,3,
frycemi01,1988,3,
bradlbr01,1990,10,
hullbr01,1987,10,
malondo01,1988,2,
duguaro01,1987,2,
paslagr01,1990,3,1
laughcr01,1987,3,
josepch01,1987,6,
pederba01,1989,7,1
coxecr01,1987,1,
murphla01,1988,22,
cyrpa01,1987,1,
momesse01,1990,1,
carpebo01,1988,4,
hunteda01,1987,1,4
sanipev01,1989,2,
dineego01,1988,2,
mcintjo01,1990,,2
ruotsre01,1989,9,
dineego01,1987,2,
jonssto01,1988,24,
carsoli01,1987,1,1
stastpe01,1989,23,
macivno01,1988,19,
smaildo01,1990,1,1
macdepa01,1989,2,
maroima01,1988,3,
carsoji01,1989,5,
mckegto01,1989,3,
vaiveri01,1988,15,
huntema01,1990,4,
sheehne01,1987,1,
wilsoca01,1990,4,
dineego01,1988,2,
bassebo01,1988,,1
bullami01,1988,13,
ledyagr01,1988,6,
linseke01,1989,8,
carpebo01,1988,4,
goulemi01,1989,15,1
paslagr01,1990,3,1
skrikpe01,1990,5,
lawtobr01,1989,1,
bennibr01,1989,5,
sandsto01,1989,20,
ysebapa01,1990,4,1
murphla01,1988,22,
adamsgr01,1989,1,
ledyagr01,1988,6,
ramagro01,1987,19,2
hullbr01,1987,10,
hunteda01,1988,,1
klimape01,1989,11,
mcbeawa01,1988,1,
hardyma01,1988,5,
skrikpe01,1990,5,
proppbr01,1989,9,
thibagi01,1989,2,
chrisda01,1989,7,
ferrara01,1990,5,
maroima01,1988,3,
kaspest01,1988,6,2
malondo01,1988,2,
murphla01,1988,22,
duguaro01,1987,2,
mckegto01,1990,7,
tantito01,1989,9,
konrost01,1988,1,1
fentopa01,1990,2,
carsoli01,1987,1,1
rousebo01,1988,,1
macdepa01,1989,2,
laughcr01,1987,3,
ruffli01,1988,1,
brownje02,1989,24,
ruotsre01,1989,9,
momesse01,1990,1,
fentopa01,1990,2,
bennibr01,1989,5,
goulemi01,1989,15,1
duguaro01,1987,2,
adamsgr01,1988,1,
halwado01,1988,1,
dahlqch01,1990,,1
zezelpe01,1988,17,
hrdinji01,1990,4,
konrost01,1988,1,1
hunteda01,1987,1,4
lawtobr01,1989,1,
brownje02,1989,24,
coxecr01,1987,1,
larsore01,1988,14,
joycebo01,1989,3,
nylunga01,1988,1,
ysebapa01,1990,4,1
archida01,1989,4,
smaildo01,1990,1,1
actonke01,1988,,1
malondo01,1988,2,
murphla01,1990,19,
johanca01,1988,7,
paslagr01,1990,3,1
kennede01,1988,,2
cullejo01,1990,29,
wilsoca01,1990,4,
quinnda01,1990,18,
bullami01,1988,13,
pederma01,1990,7,
bradlbr01,1990,10,
ramagro01,1987,19,2
mcdonhu01,1989,1,
jonssto01,1988,24,
lemiejo01,1989,1,1
sheehne01,1987,1,
mcbeawa01,1988,1,
libaig01,1988,6,
petitmi01,1990,16,
dineego01,1988,2,
kaspest01,1988,6,2
pederba01,1989,7,1
hardyma01,1988,5,
kontoch01,1987,6,
quinnda01,1989,15,1
picarro02,1989,1,1
huberwi01,1987,14,
laughcr01,1987,3,
klimape01,1989,11,
frasecu01,1987,2,
sandsto01,1989,20,
ledyagr01,1988,6,
petitmi01,1987,9,1
maclebr01,1988,8,
broteaa01,1989,3,
poulida02,1989,1,1
gartnmi01,1988,9,
brookbo01,1989,1,2
gingrga01,1987,9,
wellsja01,1989,3,2
samueul01,1990,,2
allismi01,1987,5,
stastpe01,1989,23,
ruffli01,1988,1,
simpscr01,1987,10,1
rousebo01,1988,,1
makelmi01,1989,1,
bassebo01,1988,,1
crossdo01,1990,21,
frycemi01,1988,3,
lawlepa01,1987,3,
cyrpa01,1987,1,
lawtobr01,1988,4,
manthmo01,1988,9,
