year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1923,Ф,,VAM,PCHA,SEA,PCHA,1,0,1,4,3,ТГ
1934,SF,А,TOR,NHL,BOS,NHL,3,1,0,7,2,
1969,КФ,С,STL,NHL,MNS,NHL,4,2,0,20,16,
1973,Вам нужен перевод с английского на русский?,,TOT,WHA,CLC,WHA,4,1,0,18,9,
2000,Критически важная температура тела,я,NJD,NHL,TOR,NHL,4,3,0,21,18,
1989,SF,Объект,EDM,NHL,BOS,NHL,4,1,0,20,8,
1991,Вам нужен перевод с английского на русский?,С,NYR,NHL,NJD,NHL,4,3,0,28,25,
1933,SF,А,DET,NHL,TOR,NHL,3,2,0,11,12,
1996,CQFS,Ф,EDM,NHL,DAL,NHL,4,3,0,21,18,
1972,Вам нужен перевод с английского на русский?,,NEW,WHA,OTN,WHA,4,1,0,24,17,
1995,CQFS,С,NYR,NHL,MTL,NHL,4,2,0,19,17,
1987,ДФ,К,DET,NHL,STL,NHL,4,1,0,21,14,
1957,SF,С,MTL,NHL,BOS,NHL,4,2,0,16,14,
1979,SF,Объект,NYI,NHL,PHI,NHL,4,2,0,26,25,
1945,SF,С,MTL,NHL,BOS,NHL,4,1,0,19,13,
2011,CQFS,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NAS,NHL,DET,NHL,4,1,0,13,9,
1976,Пред,С,LAK,NHL,ATF,NHL,2,1,0,11,7,
1990,Вам нужен перевод с английского на русский?,"Добро пожаловать в «Круг переводчиков» — сообщество профессионалов в области перевода и локализации. Мы предлагаем услуги по переводу документов, веб-сайтов, программного обеспечения и других материалов с английского на русский язык. Наши переводчики имеют опыт работы с различными видами документации и всегда стремятся предоставить точный и качественный перевод.",LAK,NHL,VAN,NHL,4,2,0,26,16,
1983,Вам нужен перевод с английского на русский?,С,NYI,NHL,NYR,NHL,3,2,0,13,14,
2002,ЧФ,М,NJD,NHL,OTT,NHL,4,3,0,17,13,
1976,Пред,А,NYI,NHL,CHI,NHL,2,0,0,7,3,
2005,CQFS,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",SJS,NHL,NAS,NHL,4,1,0,17,10,
1996,ЧФ,М,PHI,NHL,NYR,NHL,4,1,0,20,13,
1975,КФ,"Добро пожаловать в «Круг переводчиков» — сообщество профессионалов в области перевода и локализации. Мы предлагаем услуги по переводу документов, веб-сайтов, программного обеспечения и других материалов с английского на русский язык. Наши переводчики имеют опыт работы с различными видами документации и всегда стремятся предоставить точный и качественный перевод.",BOS,NHL,LAK,NHL,4,3,0,26,14,
1975,Пред,,NEW,WHA,CLC,WHA,3,0,0,14,6,
2009,Критически важная температура тела,К,SJS,NHL,DET,NHL,4,1,0,15,17,
2005,Критически важная температура тела,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",ANA,NHL,COL,NHL,4,0,0,16,4,
1929,SF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MTL,NHL,BOS,NHL,2,0,0,7,3,
1972,КФ,С,CHI,NHL,STL,NHL,4,1,0,22,9,
1982,ДФ,К,CHI,NHL,MNS,NHL,4,1,0,22,16,
1980,Пред,Б,STL,NHL,PIT,NHL,3,2,0,20,21,
2002,CQFS,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DAL,NHL,EDM,NHL,4,2,0,20,11,
1975,SF,,WIJ,WHA,CAC,WHA,4,1,0,22,13,
2003,Критически важная температура тела,К,CAL,NHL,DET,NHL,4,2,0,11,12,
1996,Критически важная температура тела,"Здравствуйте! Я - профессиональный переводчик, готовый помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст для перевода, и я сделаю это для вас.",PHI,NHL,BUF,NHL,4,1,0,21,13,
2010,ЧФ,М,BOS,NHL,TBL,NHL,4,3,0,21,21,
1980,КФ,я,NYI,NHL,EDM,NHL,4,2,0,29,20,
1984,ДФ,К,CHI,NHL,MNS,NHL,4,2,0,33,29,
1999,CQFS,"Добро пожаловать в «Круг переводчиков» — сообщество профессионалов в области перевода и локализации. Мы предлагаем услуги по переводу документов, веб-сайтов, программного обеспечения и других материалов с английского на русский язык. Наши переводчики имеют опыт работы с различными видами документации и всегда стремятся предоставить точный и качественный перевод.",COL,NHL,PHO,NHL,4,1,0,17,10,
2000,Критически важная температура тела,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",STL,NHL,DAL,NHL,4,0,0,13,6,
1988,ЧФ,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",CAL,NHL,CHI,NHL,4,1,0,15,8,
1941,КФ,Б,BOS,NHL,CHI,NHL,2,1,0,5,7,
1989,ДФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",EDM,NHL,LAK,NHL,4,0,0,24,10,
1935,SF,Да,TOR,NHL,NYA,NHL,2,1,0,6,3,
1972,Вам нужен перевод с английского на русский?,,HOU,WHA,LAS,WHA,4,2,0,23,16,
1985,ДФ,К,STL,NHL,TOR,NHL,4,3,0,24,22,
1972,Пред,,MFS,WHA,ALB,WHA,1,0,0,4,2,
1989,Вам нужен перевод с английского на русский?,Б,MTL,NHL,BUF,NHL,4,2,0,17,13,
1999,SF,Объект,NJD,NHL,DAL,NHL,4,2,0,15,9,
2010,Критически важная температура тела,К,VAN,NHL,NAS,NHL,4,2,0,14,11,
1993,CQFS,С,NJD,NHL,BUF,NHL,4,3,0,14,14,
1978,КФ,"Добро пожаловать в «Круг переводчиков» — сообщество профессионалов в области перевода и локализации. Мы предлагаем услуги по переводу документов, веб-сайтов, программного обеспечения и других материалов с английского на русский язык. Наши переводчики имеют опыт работы с различными видами документации и всегда стремятся предоставить точный и качественный перевод.",BOS,NHL,PIT,NHL,4,0,0,16,7,
2008,SF,Объект,PIT,NHL,DET,NHL,4,3,0,14,17,
1929,SF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MTL,NHL,BOS,NHL,2,0,0,7,3,
