name,id,award,year,lgid,note
Пат ЛаФонтен,lafonpa01,Патрик,1996,NHL,
Лен Цегельский,,Патрик,1989,NHL,
Билл Чадвик,chadwbi01h,Патрик,1974,NHL,
Джон Б. Солленбергер,,Патрик,1970,NHL,похоронный
Джордж Лидер,,Патрик,1975,NHL,
Джон Маясич,,Патрик,1997,NHL,
Боб Нейгел,,Патрик,2007,NHL,
Стив Йерман,yzermst01,Патрик,2005,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Артур Вертц,wirtzar01h,Патрик,1984,NHL,
Лу Ламореллио,lamorlo01c,Патрик,1991,NHL,
Фил Хаусли,houslph01,Патрик,2007,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,похоронный
Аркт Росс,rossar01,Патрик,1983,NHL,похоронный
Тони Росси,,Патрик,2010,NHL,
Жerry Йорк,,Патрик,2009,NHL,
Скоти Боумен,bowmasc01c,Патрик,2000,NHL,
Буд Поле,poilebu01,Патрик,1988,NHL,
Тери Сачук,sawchte01,Патрик,1970,NHL,похоронный
Марио Лемьё,lemiema01,Патрик,1999,NHL,
Дэвид Поил,,Патрик,2000,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Гил Штайн,,Патрик,1992,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Глен Сонмор,sonmogl01,Патрик,2005,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Дэв Эндрюс,,Патрик,2009,NHL,
Лари Плю,pleaula01,Патрик,2001,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Уилли О'Ри,oreewi01,Патрик,2002,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,похоронный
Уильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Мюррей Мёрдок,murdomu01,Патрик,1973,NHL,
Франк Маттерс,mathefr01,Патрик,1986,NHL,
Уэстон Адамс,adamswe01h,Патрик,1973,NHL,похоронный
Гарри Бетман,,Патрик,2000,NHL,
Бобби Орр,orrbo01,Патрик,1978,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,похоронный
Джим Хендри,hendyji01h,Патрик,1969,NHL,похоронный
Лу Вайро,,Патрик,1999,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Брайан Лиэтч,leetcbr01,Патрик,2006,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,похоронный
Эрб Брукс,brookhe01c,Патрик,2001,NHL,
Марсель Дижон,dionnma01,Патрик,2005,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Кунни Виланд,weilaco01,Патрик,1971,NHL,
Джон Девидсон,davidjo01,Патрик,2003,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,похоронный
Макс МакНаб,mcnabma01,Патрик,1997,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,похоронный
Томми Иван,ivanto01c,Патрик,1974,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Джон Буцик,bucykjo01,Патрик,1976,NHL,
Брайан Бёрк,,Патрик,2007,NHL,
"Джон А. ""Снукс"" Келли",,Патрик,1971,NHL,
Джо Муллен,mullejo01,Патрик,1994,NHL,
Лу Нане,nannelo01,Патрик,1988,NHL,
Алекс Делвекко,delveal01,Патрик,1973,NHL,
Франк Буше,bouchfr01,Патрик,1992,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Стан Микита,mikitst01,Патрик,1975,NHL,
Роберт Ридер,,Патрик,1993,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,похоронный
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Майк Ричард,richtmi01,Патрик,2008,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Сайрмор Х. Кنوкс III,,Патрик,1996,NHL,похоронный
Майк Илич,ilitcmi01h,Патрик,1990,NHL,
Гордие Хоу,howego01,Патрик,1966,NHL,
Тед Линзард,lindste01,Патрик,2007,NHL,
Майк Эмерик,,Патрик,2003,NHL,
Милт Шмидт,schmimi01,Патрик,1995,NHL,
Джон Циглер,ziegljo01h,Патрик,1983,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Джек Паркер,,Патрик,2009,NHL,
Рей Мирон,,Патрик,2003,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,похоронный
Чарльз Л. Кроват,,Патрик,1973,NHL,похоронный
Брюс Макналл,,Патрик,1992,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Том Фицджеральд,,Патрик,1977,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Вэйн Гретцки,gretzwa01,Патрик,1993,NHL,
Джон Макиннес,,Патрик,1985,NHL,
Джордж Ганд,,Патрик,1995,NHL,
Красный Дьютон,duttore01,Патрик,1992,NHL,
Эдди Шор,shoreed01,Патрик,1969,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Реймонд Борк,bourqra01,Патрик,2002,NHL,
Джон Холлиган,,Патрик,2006,NHL,
Камми Гранато,,Патрик,2006,NHL,
1998 года олимпийская сборная США по хоккею среди женщин,,Патрик,1998,NHL,
Билл Тёрри,torrebi01h,Патрик,1982,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Ал Арбор,arboual01,Патрик,1991,NHL,
