playerid,year,stint,tmid,s,g,gdg
seminal01,2008,1,WAS,7,3,2
giontbr01,2007,1,NJD,12,3,1
brouwtr01,2011,1,WAS,0,1,0
langkda01,2006,1,CAL,1,0,0
clarkch01,2005,1,WAS,1,0,0
barkeca01,2009,1,CHI,1,0,0
rolstbr01,2008,1,NJD,1,0,0
jonesry01,2009,2,EDM,1,0,0
hensitj01,2008,1,COL,1,0,0
kubafi01,2006,1,TBL,2,0,0
royde01,2008,1,BUF,9,4,1
kotalal01,2010,1,CAL,2,1,0
reinpst01,2009,1,FLO,13,3,0
boothda01,2007,1,FLO,1,0,0
weighdo01,2007,1,STL,1,0,0
brylise01,2005,1,NJD,3,1,1
tyutife01,2010,1,CBS,3,1,0
sturmma01,2006,1,BOS,11,4,2
sharppa01,2008,1,CHI,4,1,0
dawesni01,2010,1,ATL,2,1,1
toewsjo01,2008,1,CHI,10,6,2
zubovse01,2007,1,DAL,5,1,1
hechtjo01,2009,1,BUF,4,3,1
tangual01,2005,1,COL,6,2,1
weissst01,2008,1,FLO,6,1,1
pennedu01,2010,1,EDM,3,0,0
horcosh01,2008,1,EDM,1,0,0
shannry01,2010,1,OTT,2,0,0
kopitan01,2010,1,LAK,10,3,2
reinpst01,2007,1,PHO,2,0,0
delzomi01,2009,1,NYR,1,0,0
callary01,2007,1,NYR,1,0,0
nielsfr01,2010,1,NYI,8,5,2
ekmanol01,2011,1,PHO,1,4,1
lundmja01,2009,1,CAL,4,2,2
novotji01,2007,1,CBS,2,0,0
burnsbr01,2010,1,MIN,3,1,0
doansh01,2011,1,PHO,2,7,0
fehrer01,2009,1,WAS,2,0,0
tenkrpe01,2006,1,BOS,3,2,1
eliaspa01,2009,1,NJD,5,2,2
bernist01,2008,1,VAN,1,0,0
rydermi01,2010,1,BOS,5,1,0
butlebo01,2010,1,OTT,1,0,0
modanmi01,2008,1,DAL,5,2,1
koivumi01,2006,1,MIN,15,8,4
zettehe01,2007,1,DET,10,3,2
kubinpa01,2008,1,TOR,1,0,0
thompna01,2011,1,TBL,0,1,0
vrbatra01,2005,2,CHI,4,1,0
kesseph01,2010,1,TOR,8,1,1
perryco01,2008,1,AND,10,5,2
markoan01,2007,1,MTL,2,1,1
hossama02,2006,1,NYR,4,3,3
connoti01,2009,1,BUF,7,1,0
mairad01,2009,1,BUF,1,0,0
robitra01,2005,1,MIN,4,1,1
visnolu01,2009,1,EDM,1,1,1
bettsbl01,2005,1,NYR,1,0,0
huselkr01,2006,1,CAL,5,1,0
gordobo01,2008,1,WAS,1,0,0
jonesda01,2007,1,COL,1,0,0
hejdumi01,2006,1,COL,7,2,2
peverri01,2010,1,ATL,4,0,0
oleszro01,2006,1,FLO,3,0,0
lehtije01,2009,1,DAL,4,1,0
malkiev01,2007,1,PIT,5,0,0
carteje01,2011,1,CBS,0,2,0
widemde01,2007,1,BOS,1,0,0
sedinda01,2005,1,VAN,3,1,1
staaler01,2006,1,CAR,3,0,0
brindro01,2006,1,CAR,2,1,0
cheecjo01,2006,1,SJS,3,2,1
hudleji01,2007,1,DET,8,4,1
weissst01,2006,1,FLO,1,0,0
legwada01,2010,1,NAS,3,0,0
stepade01,2011,1,NYR,1,3,1
bergese01,2007,1,NYI,1,0,0
macarcl01,2006,1,BUF,1,0,0
