year,hofid,name,category
2010,ciccadi01h,Dino Ciccarelli,Player
1959,dennecy01h,Cy Denneny,Player
2005,kharlva01h,Valeri Kharlamov,Player
1984,parenbe01h,Bernie Parent,Player
2010,seamado01h,Doc Seaman,Builder
1991,armstne01h,Neil Armstrong,Referee/Linesman
1994,conacli01h,Lionel Conacher,Player
2009,robitlu01h,Luc Robitaille,Player
1999,morriia01h,Scotty Morrison,Builder
1958,dudlege01h,George Dudley,Builder
1980,butteja01h,Jack Butterfield,Builder
2004,coffepa01h,Paul Coffey,Player
2007,francro01h,Ron Francis,Player
1962,whitcfr01h,Fred Whitcroft,Player
1964,durnabi01h,Bill Durnan,Player
1989,tretivl01h,Vladislav Tretiak,Player
1987,ziegljo01h,John Ziegler,Builder
1992,johnsbo02h,Bob Johnson,Builder
1945,vezinge01h,Georges Vezina,Player
1990,flamafe01h,Fern Flaman,Player
1961,conacch01h,Charlie Conacher,Player
1947,patrile01h,Lester Patrick,Player
1965,marshja02h,Jack Marshall,Player
1976,quackbi01h,Bill Quackenbush,Player
1962,norrija03h,James Norris,Builder
1985,pilouru01h,Rudy Pilous,Builder
1945,stuarho01h,Hod Stuart,Player
1947,sutheja01h,James Sutherland,Builder
1977,cattajo01h,Joseph Cattarinich,Builder
1947,hewitwi01h,William Hewitt,Builder
1991,bossymi01h,Mike Bossy,Player
1969,kellyre01h,Red Kelly,Player
1966,bouchbu01h,Butch Bouchard,Player
1958,mcnamge02h,George McNamara,Player
1980,patrily01h,Lynn Patrick,Player
1945,morenho01h,Howie Morenz,Player
1967,brodatu01h,Turk Broda,Player
1958,keatsdu01h,Duke Keats,Player
1962,watsoha01h,Harry Watson,Player
1996,bauerbo01h,Bobby Bauer,Player
1961,stuarbr02h,Bruce Stuart,Player
1964,bentldo01h,Doug Bentley,Player
1981,stanlal01h,Allan Stanley,Player
1962,broadpu01h,Punch Broadbent,Player
1993,knoxse01h,Seymour Knox,Builder
1978,plantja01h,Jacques Plante,Player
1947,nelsofr01h,Francis Nelson,Builder
1960,manthsy01h,Sylvio Mantha,Player
1986,hanlebi01h,Bill Hanley,Builder
1994,watsoha02h,Harry Watson,Player
2006,brookhe01h,Herb Brooks,Builder
1998,murraat01h,Athol Murray,Builder
1973,molsoha01h,Hartland Molson,Builder
2003,ilitcmi01h,Mike Illitch,Builder
1967,storere01h,Red Storey,Referee/Linesman
1966,kennete01h,Ted Kennedy,Player
1970,dyeba01h,Babe Dye,Player
1962,ruttaja01h,Jack Ruttan,Player
1972,adamswe01h,Weston Adams,Builder
1980,lumleha01h,Harry Lumley,Player
1950,drinkgr01h,Graham Drinkwater,Player
1988,hayesge01h,George Hayes,Referee/Linesman
1949,rossar01h,Art Ross,Player
2006,roypa01h,Patrick Roy,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1971,sawchte01h,Terry Sawchuk,Player
1989,sittlda01h,Darryl Sittler,Player
1962,gilmobi01h,Billy Gilmour,Player
1962,stanlba01h,Barney Stanley,Player
1962,smithfr01h,Frank Smith,Builder
1974,ivanto01h,Tommy Ivan,Builder
1966,lindste01h,Ted Lindsay,Player
2007,gregoji01h,Jim Gregory,Builder
1958,bouchfr01h,Frank Boucher,Player
1974,tarasan01h,Anatoli Tarasov,Builder
1997,sathegl01h,Glen Sather,Builder
1977,hortoti01h,Tim Horton,Player
2011,howema01h,Mark Howe,Player
1991,smithcl01h,Clint Smith,Player
1976,bowerjo01h,Johnny Bower,Player
1998,stastpe01h,Peter Stastny,Player
1973,raynech01h,Chuck Rayner,Player
1966,prattba01h,Babe Pratt,Player
1962,simpsjo01h,Joe Simpson,Player
1987,giacoed01h,Ed Giacomin,Player
1961,lesuepe01h,Percy LeSueur,Player
1950,lalonne01h,Newsy Lalonde,Player
1997,trottbr01h,Bryan Trottier,Player
1958,irvindi01h,Dick Irvin,Player
1958,conneal01h,Alec Connell,Player
1990,perregi01h,Gilbert Perreault,Player
1965,hewitfo01h,Foster Hewitt,Builder
1978,pronoma01h,Marcel Pronovost,Player
1945,phillto01h,Tommy Phillips,Player
1971,wirtzar01h,Arthur Wirtz,Builder
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
1995,cookbu01h,Bun Cook,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1992,gainebo01h,Bob Gainey,Player
1988,laflegu01h,Guy Lafleur,Player
2011,gilmodo01h,Doug Gilmour,Player
1975,hallgl01h,Glenn Hall,Player
1965,russebl01h,Blair Russell,Player
1958,norrija02h,James Norris Sr.,Builder
1993,grifffr01h,Frank Griffiths,Builder
1971,jacksbu01h,Busher Jackson,Player
1987,clarkbo01h,Bobby Clarke,Player
1979,orrbo01h,Bobby Orr,Player
1962,pitredi01h,Didier Pitre,Player
1982,ullmano01h,Norm Ullman,Player
1969,abelsi01h,Sid Abel,Player
1972,smithho01h,Hooley Smith,Player
2001,hawerda01h,Dale Hawerchuk,Player
