year,lgid,tmid,oppid,w,l,t,otl
1992,NHL,EDM,VAN,2,5,0.0,
2000,NHL,ANA,SJS,1,3,0.0,1
1982,NHL,STL,PHI,0,3,0.0,
2001,NHL,COL,TBL,1,0,0.0,0
1977,NHL,CLE,STL,1,2,1.0,
1978,NHL,MTL,DET,4,2,2.0,
2011,NHL,LAK,CHI,3,1,,0
1982,NHL,WIN,WAS,0,1,2.0,
2001,NHL,PIT,CAR,0,2,2.0,0
1986,NHL,MNS,NJD,2,1,0.0,
1978,NHL,COR,STL,4,2,2.0,
1980,NHL,BOS,VAN,2,2,0.0,
1975,WHA,CLC,CAC,1,3,0.0,
2011,NHL,AND,NJD,0,0,,1
1983,NHL,CAL,VAN,5,2,1.0,
1983,NHL,CAL,PHI,1,2,0.0,
2002,NHL,SJS,CAR,1,0,0.0,0
1990,NHL,TOR,BOS,1,2,0.0,
1941,NHL,TOR,CHI,4,4,0.0,
1970,NHL,MTL,BOS,1,5,0.0,
1979,NHL,COR,DET,3,1,0.0,
1937,NHL,BOS,MTM,4,0,2.0,
1983,NHL,NJD,QUE,1,2,0.0,
1985,NHL,NYI,NJD,5,2,0.0,
2005,NHL,PHI,CBS,1,0,,0
2002,NHL,EDM,CAR,1,0,0.0,0
1981,NHL,PHI,PIT,5,2,1.0,
2010,NHL,BOS,NAS,0,0,,1
1973,NHL,BOS,LAK,3,1,1.0,
1992,NHL,DET,TOR,3,3,1.0,
1927,NHL,PIP,DTC,2,3,1.0,
1993,NHL,SJS,NJD,1,1,0.0,
1922,WCHL,REG,SAC,5,3,0.0,
2010,NHL,EDM,VAN,2,4,,0
1980,NHL,MTL,QUE,1,1,2.0,
1944,NHL,TOR,MTL,5,4,1.0,
2003,NHL,MTL,CHI,1,0,0.0,0
1993,NHL,QUE,SJS,2,0,0.0,
1985,NHL,BUF,NYR,3,0,0.0,
1974,NHL,NYR,WAS,2,1,1.0,
1989,NHL,DET,BUF,1,2,0.0,
1985,NHL,PHI,BUF,1,2,0.0,
2005,NHL,EDM,SJS,3,1,,0
1989,NHL,PIT,QUE,2,1,0.0,
2007,NHL,WAS,NYI,1,1,,2
1994,NHL,LAK,DAL,2,2,0.0,
1973,WHA,WIJ,CLC,2,4,0.0,
2000,NHL,STL,NJD,1,0,0.0,0
2009,NHL,WAS,PHO,1,0,,0
1984,NHL,CHI,TOR,6,1,1.0,
1979,NHL,QUE,ATF,0,3,1.0,
1925,NHL,BOS,MTM,4,1,1.0,
2002,NHL,CAL,ATL,0,1,0.0,0
1985,NHL,QUE,HAR,4,4,0.0,
1992,NHL,PIT,BUF,3,1,0.0,
2010,NHL,TBL,PHI,3,0,,1
2000,NHL,CAR,PHI,1,2,0.0,1
2009,NHL,VAN,NAS,2,2,,0
1979,NHL,HAR,MTL,0,1,3.0,
1977,NHL,BUF,NYI,3,2,0.0,
1997,NHL,EDM,SJS,3,2,0.0,
1977,NHL,MTL,TOR,4,0,1.0,
2000,NHL,MTL,CHI,1,0,0.0,0
1977,NHL,STL,PHI,1,4,0.0,
2011,NHL,NJD,WPG,3,1,,0
1997,NHL,CAR,SJS,1,1,0.0,
2009,NHL,ATL,EDM,1,0,,0
1974,NHL,NYR,BUF,1,4,0.0,
2001,NHL,TBL,DAL,0,1,0.0,0
1985,NHL,CHI,WAS,1,2,0.0,
1973,NHL,ATF,CLF,4,0,1.0,
2008,NHL,OTT,STL,1,0,,0
2000,NHL,STL,CHI,4,1,0.0,0
1993,NHL,TBL,SJS,1,1,0.0,
1978,NHL,LAK,NYR,1,3,0.0,
2000,NHL,ATL,OTT,1,2,1.0,0
1984,NHL,DET,WIN,0,2,1.0,
2002,NHL,COL,TOR,1,0,0.0,0
1992,NHL,QUE,OTT,8,1,0.0,
1934,NHL,MTM,DET,3,2,1.0,
2011,NHL,WPG,CAL,0,1,,0
2010,NHL,CHI,VAN,2,2,,0
2010,NHL,NYR,TOR,3,0,,1
1993,NHL,DET,PIT,1,1,0.0,
2009,NHL,SJS,NYI,1,0,,0
2001,NHL,LAK,COL,2,2,0.0,0
1950,NHL,TOR,MTL,10,2,2.0,
1981,NHL,MTL,QUE,3,3,2.0,
1996,NHL,VAN,FLO,0,1,1.0,
1972,NHL,DET,NYI,4,1,0.0,
2005,NHL,TBL,ANA,0,1,,0
1994,NHL,HAR,QUE,1,3,0.0,
2009,NHL,NJD,WAS,3,1,,0
2003,NHL,PIT,COL,0,1,0.0,0
2002,NHL,ATL,EDM,0,1,1.0,0
2003,NHL,BUF,CAR,3,1,0.0,0
1999,NHL,PHI,BUF,3,1,0.0,0
1982,NHL,VAN,DET,1,1,1.0,
2008,NHL,SJS,ATL,1,0,,0
2008,NHL,AND,TOR,1,0,,0
1995,NHL,HAR,EDM,1,0,1.0,
1973,WHA,EDO,VAB,4,6,0.0,
2005,NHL,CAL,MIN,6,2,,0
2002,NHL,SJS,VAN,2,2,0.0,0
1994,NHL,QUE,BOS,3,0,1.0,
1981,NHL,TOR,EDM,1,2,0.0,
2011,NHL,WPG,COL,2,0,,0
1986,NHL,HAR,QUE,3,3,2.0,
2010,NHL,FLO,NYI,2,1,,1
2000,NHL,TOR,BOS,2,3,0.0,0
2007,NHL,CAR,OTT,2,2,,0
2011,NHL,CHI,SJS,2,2,,0
1980,NHL,BUF,PHI,2,0,2.0,
2001,NHL,DAL,BOS,1,0,0.0,0
2001,NHL,STL,PHO,2,2,0.0,0
1995,NHL,MTL,OTT,5,1,0.0,
