year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1973,NHL,NYR,13,7,6,0,38,39,245,,7,,1,8,,0
2001,NHL,DET,23,16,7,0,72,47,308,8,19,99,2,14,104,7
1934,NHL,MTM,7,5,0,2,16,8,56,,,,,,,
1972,WHA,LAS,6,2,4,0,16,23,,,4,25,0,9,20,1
1982,NHL,TOR,4,1,3,0,18,18,109,0,6,21,0,5,20,0
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
1933,NHL,MTM,4,1,2,1,4,7,26,,,,,,,
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
2007,NHL,COL,10,4,6,0,26,33,134,2,10,48,4,10,44,1
1973,WHA,TOT,12,7,5,0,45,43,,,,,,,,
1976,NHL,MNS,2,0,2,0,3,11,25,0,0,6,0,1,5,0
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
2010,NHL,BUF,7,3,4,0,18,22,109,2,7,31,0,5,35,0
1923,WCHL,CAT,5,3,1,1,14,9,,,,,,,,
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1998,NHL,PHO,7,3,4,0,16,19,95,0,5,41,0,9,33,0
1999,NHL,NJD,23,16,7,0,61,39,192,6,12,70,1,5,67,4
1986,NHL,HAR,6,2,4,0,19,27,317,2,6,35,1,12,39,0
2008,NHL,NJD,7,3,4,0,15,17,91,0,3,27,0,2,29,0
