year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2008,NHL,PIT,25,13,,3,20,15,,6,,,,,5,4,,2,9,2,,1,5,8,,1,5,8,,1,7,4,,1,10,1,,2,4,1,,1
1930,NHL,MTL,15,3,4.0,,11,7,4.0,,,,,,,,,,3,3,0,,6,1,3,,8,3,0.0,,6,1,3.0,,3,2,2,,,,,
1994,NHL,WAS,15,6,3.0,,7,12,5.0,,,,,,,,,,,,,,,,,,1,3,1.0,,2,7,4.0,,11,2,2,,7,6,1,
1934,NHL,BOS,17,7,0.0,,9,9,6.0,,,,,,,,,,4,3,0,,5,5,1,,7,3,2.0,,5,3,2.0,,5,2,1,,,,,
1957,NHL,MTL,23,8,4.0,,20,9,6.0,,,,,,6,2,2,,7,2,1,,8,4,2,,11,3,0.0,,6,2,4.0,,5,4,1,,,,,
1917,NHL,OTS,6,5,0.0,,3,8,0.0,,,,,,,,,,,,,,2,2,0,,3,6,0.0,,3,5,0.0,,1,0,0,,,,,
1970,NHL,BOS,33,4,2.0,,24,10,5.0,,,,,,6,1,1,,8,3,3,,11,2,1,,10,2,1.0,,9,2,1.0,,11,4,0,,2,0,0,
1985,NHL,MTL,25,11,4.0,,15,22,3.0,,,,,,4,6,0,,7,3,3,,8,3,1,,10,5,1.0,,5,6,1.0,,4,9,1,,2,1,0,
1990,NHL,LAK,26,9,5.0,,20,15,5.0,,,,,,9,3,1,,7,3,2,,3,7,2,,9,5,0.0,,10,2,2.0,,8,4,3,,,,,
1965,NHL,BOS,15,17,3.0,,6,26,3.0,,,,,,0,3,0,,5,5,2,,1,12,1,,5,8,1.0,,4,6,2.0,,5,9,0,,1,0,0,
1983,NHL,WIN,17,15,8.0,,14,23,3.0,,,,,,3,7,2,,4,7,1,,7,5,1,,5,5,4.0,,5,5,2.0,,6,9,1,,1,0,0,
1980,NHL,BOS,26,10,4.0,,11,20,9.0,,,,,,2,7,1,,5,3,5,,6,6,1,,9,4,1.0,,6,4,2.0,,8,4,3,,1,2,0,
1973,NHL,NYI,13,17,9.0,,6,24,9.0,,,,,,1,4,4,,3,5,3,,3,8,4,,6,5,1.0,,2,7,3.0,,2,11,3,,2,1,0,
1952,NHL,BOS,19,10,6.0,,9,19,7.0,,,,,,2,2,4,,7,6,0,,4,6,3,,4,6,3.0,,5,5,1.0,,6,4,2,,,,,
2010,NHL,FLO,16,17,,8,14,23,,4,,,,,4,5,,0,6,7,,0,6,5,,2,6,5,,3,4,7,,2,3,8,,5,1,3,,0
1987,NHL,HAR,21,14,5.0,,14,24,2.0,,,,,,4,5,1,,4,5,3,,6,6,2,,8,6,1.0,,4,8,0.0,,8,7,0,,1,1,0,
2007,NHL,CAR,24,13,,4,19,20,,2,,,,,7,3,,3,7,6,,0,6,9,,0,6,6,,1,7,5,,1,9,2,,1,1,2,,0
1965,NHL,MTL,23,11,1.0,,18,10,7.0,,,,,,3,1,1,,7,3,2,,6,4,1,,7,6,1.0,,8,2,2.0,,8,5,1,,2,0,0,
1997,NHL,STL,26,10,5.0,,19,19,3.0,,,,,,10,2,2,,5,7,1,,7,6,3,,6,5,2.0,,3,2,0.0,,8,4,0,,6,3,0,
1970,NHL,MTL,29,7,3.0,,13,16,10.0,,,,,,6,3,1,,5,5,2,,5,3,5,,6,5,3.0,,10,1,1.0,,9,5,1,,1,1,0,
2009,NHL,MIN,25,12,,4,13,24,,4,,,,,5,9,,0,5,3,,3,10,6,,0,7,6,,1,3,3,,0,7,7,,2,1,2,,2
1957,NHL,TOR,12,16,7.0,,9,22,4.0,,,,,,3,6,0,,4,5,4,,6,4,3,,3,7,3.0,,3,7,0.0,,2,9,1,,,,,
1983,NHL,STL,23,14,3.0,,9,27,4.0,,,,,,6,5,0,,3,7,3,,7,7,1,,5,8,1.0,,4,8,2.0,,7,6,0,,,,,
1927,NHL,BOS,13,4,5.0,,7,9,6.0,,,,,,,,,,3,1,2,,4,4,2,,4,4,4.0,,5,1,1.0,,4,3,2,,,,,
