coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
pulfobo01c,1984,CHI,NHL,2,,27,16,7,4,15,9,6,0
pagepi01c,1989,MNS,NHL,1,,80,36,40,4,7,3,4,0
hartlbo01c,2003,ATL,NHL,1,,82,33,41,8,,,,
krommbo01c,1977,DET,NHL,1,,80,32,34,14,7,3,4,0
greenpe01c,1920,OTS,NHL,1,,24,14,10,0,7,5,2,0
sathegl01c,1986,EDM,NHL,1,,80,50,24,6,21,16,5,0
adamsja01c,1931,DTF,NHL,1,,48,18,20,10,2,0,1,1
bouchfr01c,1953,NYR,NHL,1,,40,14,20,6,,,,
patrimu01c,1959,NYR,NHL,2,,2,0,1,1,,,,
keenami01c,1987,PHI,NHL,1,,80,38,33,9,7,3,4,0
berrybo01c,1984,PIT,NHL,1,,80,24,51,5,,,,
boondi01c,1915,MOW,NHA,1,,24,10,14,0,,,,
maxnewa01c,1980,DET,NHL,2,,60,16,29,15,,,,
neilsro01c,1990,NYR,NHL,1,,80,36,31,13,6,2,4,0
paterri01c,1997,TBL,NHL,2,interim,6,0,6,0,,,,
vachoro01c,1994,LAK,NHL,2,,7,3,2,2,,,,
reaybi01c,1965,CHI,NHL,1,,70,37,25,8,6,2,4,0
suttebr01c,1992,BOS,NHL,1,,84,51,26,7,4,0,4,0
colvine01c,1950,NYR,NHL,1,,70,20,29,21,,,,
sindeha01c,1984,BOS,NHL,2,,24,11,10,3,5,2,3,0
wilsoro02c,1993,ANA,NHL,1,,84,33,46,5,,,,
barkldo01c,1971,DET,NHL,1,,11,3,8,0,,,,
keenami01c,2003,FLO,NHL,1,,15,5,8,2,,,,
malonda01c,1987,WIN,NHL,1,,80,33,36,11,5,1,4,0
quennjo01c,2006,COL,NHL,1,,82,44,31,7,,,,
blaketo01c,1965,MTL,NHL,1,,70,41,21,8,10,8,2,0
longba01c,1984,WIN,NHL,1,,80,43,27,10,8,3,5,0
angotlo01c,1983,PIT,NHL,1,,80,16,58,6,,,,
gallage01c,2003,CBS,NHL,2,,45,16,25,4,,,,
irvindi01c,1952,MTL,NHL,1,,70,28,23,19,12,8,4,0
evansja01c,1975,CLF,NHL,1,,80,27,42,11,,,,
mccrebi01c,1973,VAN,NHL,1,,41,9,25,7,,,,
melroba01c,2008,TBL,NHL,1,,16,5,7,4,,,,
polanni01c,1983,DET,NHL,1,,80,31,42,7,4,1,3,0
brookhe01c,1999,PIT,NHL,2,,57,29,23,5,11,6,5,0
stuarbr02c,1912,OT1,NHA,1,,20,9,11,0,,,,
arboual01c,1982,NYI,NHL,1,,80,42,26,12,20,15,5,0
mccambo01c,1988,VAN,NHL,1,,80,33,39,8,7,3,4,0
hitchke01c,2008,CBS,NHL,1,,82,41,31,10,4,0,4,0
berrybo01c,1993,STL,NHL,1,,84,40,33,11,4,0,4,0
bassejo01c,1977,BIR,WHA,2,interim,3,0,3,0,,,,
quinnpa01c,1993,VAN,NHL,1,,84,41,40,3,24,15,9,0
schoeji01c,1985,BUF,NHL,1,,43,19,19,5,,,,
imlacpu01c,1966,TOR,NHL,1,,70,32,27,11,12,8,4,0
quennjo01c,2003,STL,NHL,1,,61,29,25,7,,,,
macneal01c,1981,CAL,NHL,1,,80,29,34,17,3,0,3,0
laviope01c,2005,CAR,NHL,1,,82,52,22,8,25,16,9,0
dayha01c,1945,TOR,NHL,1,,50,19,24,7,,,,
bouchfr01c,1948,NYR,NHL,1,,23,6,11,6,,,,
patrile01c,1923,VC1,PCHA,1,,30,11,18,1,,,,
suttebr02c,2011,CAL,NHL,1,,82,37,29,16,,,,
quennjo01c,2000,STL,NHL,1,,82,43,27,12,15,9,6,0
cunnijo01c,1989,NJD,NHL,2,,66,31,28,7,6,2,4,0
irvindi01c,1938,TOR,NHL,1,,48,19,20,9,10,5,5,0
gainebo01c,1991,MNS,NHL,1,,80,32,42,6,7,3,4,0
dandule01c,1923,MTL,NHL,1,,24,13,11,0,6,6,0,0
johnsma01c,1981,COR,NHL,2,,56,15,32,9,,,,
muldope01c,1915,SEA,PCHA,1,,18,9,9,0,,,,
francbo01c,2000,PHO,NHL,1,,82,35,30,17,,,,
dayha01c,1941,TOR,NHL,1,,48,27,18,3,13,8,5,0
smithal03c,1915,OT1,NHA,1,,24,13,11,0,,,,
suttebr01c,1989,STL,NHL,1,,80,37,34,9,12,7,5,0
wilsoro02c,2002,SJS,NHL,3,,57,19,31,7,,,,
holmgpa01c,1988,PHI,NHL,1,,80,36,36,8,19,10,9,0
krommbo01c,1979,DET,NHL,1,,71,24,36,11,,,,
mccambo01c,1983,PHI,NHL,1,,80,44,26,10,3,0,3,0
creigfr01c,1978,ATF,NHL,1,,80,41,31,8,2,0,2,0
tippeda01c,2002,DAL,NHL,1,,82,46,21,15,12,6,6,0
murraan01c,2008,STL,NHL,1,,82,41,31,10,4,0,4,0
bergemi03c,1989,QUE,NHL,1,,80,12,61,7,,,,
patrile01c,1912,VA1,PCHA,1,,15,10,5,0,3,2,1,0
boondi01c,1912,MOW,NHA,1,,20,10,10,0,,,,
melroba01c,1994,LAK,NHL,1,,41,13,21,7,,,,
cherrdo01c,1979,COR,NHL,1,,80,19,48,13,,,,
mcvieto01c,1975,WAS,NHL,2,,44,8,31,5,,,,
bouchfr01c,1947,NYR,NHL,1,,60,21,26,13,6,2,4,0
arboual01c,1992,NYI,NHL,1,,84,40,37,7,18,9,9,0
constke01c,1994,SJS,NHL,1,,48,19,25,4,11,4,7,0
patrifr01c,1920,VML,PCHA,1,,24,13,11,0,7,4,3,0
munrodu01c,1930,MTM,NHL,1,,32,14,13,5,,,,
sonmogl01c,1977,BIR,WHA,1,,77,36,38,3,5,1,4,0
muldope01c,1926,CHI,NHL,1,,44,19,22,3,2,0,1,1
johnsed01c,1994,PIT,NHL,1,,48,29,16,3,12,5,7,0
therrmi01c,2008,PIT,NHL,1,,57,27,25,5,,,,
mollelo01c,1999,CHI,NHL,1,,24,5,15,4,,,,
pronoma01c,1977,BUF,NHL,1,,80,44,19,17,8,3,5,0
lalonne01c,1932,MTL,NHL,1,,48,18,25,5,2,0,1,1
popeila01c,1973,NYR,NHL,1,,41,18,14,9,,,,
plantja01c,1973,QUN,WHA,1,,78,38,36,4,,,,
gainebo01c,1995,DAL,NHL,1,,39,11,19,9,,,,
demerja01c,1976,IND,WHA,1,,81,36,37,8,9,5,4,0
irvindi01c,1948,MTL,NHL,1,,60,28,23,9,7,3,4,0
murrabr01c,1983,WAS,NHL,1,,80,48,27,5,8,4,4,0
wilsoro02c,2009,TOR,NHL,1,,82,30,38,14,,,,
ftorero01c,2001,BOS,NHL,1,,82,43,33,6,6,2,4,0
nykolmi01c,1981,TOR,NHL,1,,80,20,44,16,,,,
johnsto01c,1972,BOS,NHL,1,,52,31,16,5,,,,
murrabr01c,1985,WAS,NHL,1,,80,50,23,7,9,5,4,0
heffefr01c,1919,TRS,NHL,1,,12,5,7,0,,,,
goyetph01c,1972,NYI,NHL,1,,48,6,38,4,,,,
martija02c,2002,OTT,NHL,1,,82,52,22,8,18,11,7,0
oconnmi01c,2002,BOS,NHL,2,,9,3,3,3,5,1,4,0
melroba01c,1993,LAK,NHL,1,,84,27,45,12,,,,
