year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1926,NHL,OTS,STE,,CA,1,SC,44,30,10,4.0,,64,,,86,69,Ottawa Senators,607,,,,,,,
1983,NHL,WIN,PHO,CC,SM,4,DSF,80,31,38,11.0,,73,,,340,374,Winnipeg Jets,1579,10,80,374,18,86,341,13
1995,NHL,EDM,EDM,WC,PC,5,,82,30,44,8.0,,68,,,240,304,Edmonton Oilers,1709,12,72,452,12,80,417,10
2006,NHL,EDM,EDM,WC,NW,5,,82,32,43,,7,71,3,3,195,248,Edmonton Oilers,1285,22,53,373,4,59,382,6
1990,NHL,NYI,NYI,WA,PT,6,,80,25,45,10.0,,60,,,223,290,New York Islanders,1723,8,51,317,12,78,353,9
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Montreal Canadiens,1463,6,72,297,5,57,286,9
2006,NHL,MIN,MIN,WC,NW,2,CQF,82,48,26,,8,104,10,7,235,191,Minnesota Wild,862,12,72,380,8,48,342,9
1970,NHL,MNS,DAL,,WD,4,SF,78,28,34,16.0,,72,,,191,223,Minnesota North Stars,898,4,38,259,4,55,268,6
1997,NHL,MTL,MTL,EC,NE,4,CSF,82,37,32,13.0,,87,,,235,208,Montreal Canadiens,1547,16,68,372,8,62,401,13
1994,NHL,WAS,WAS,EC,AT,3,CQF,48,22,18,8.0,,52,,,136,120,Washington Capitals,1144,16,45,226,2,34,220,13
1974,WHA,PHR,PHR,,WW,4,AVQF,78,39,31,8.0,,86,,,300,265,Phoenix Roadrunners,1388,,50,304,6,76,315,7
1991,NHL,MNS,DAL,CC,NO,4,DSF,80,32,42,6.0,,70,,,246,278,Minnesota North Stars,2169,20,76,446,22,77,417,9
1951,NHL,MTL,MTL,,,2,F,70,34,26,10.0,,78,,,195,164,Montreal Canadiens,661,,,,,,,
1980,NHL,PHI,PHI,CC,PT,2,QF,80,41,24,15.0,,97,,,313,249,Philadelphia Flyers,2621,40,75,278,4,85,432,10
2008,NHL,WAS,WAS,EC,SE,1,CSF,82,50,24,,8,108,4,5,272,245,Washington Capitals,1041,20,85,337,11,75,387,7
2009,NHL,FLO,FLO,EC,SE,5,,82,32,37,,13,77,6,10,208,244,Florida Panthers,977,16,44,309,8,59,287,7
2001,NHL,COL,COL,WC,NW,1,CF,82,45,28,8.0,1,99,,,212,169,Colorado Avalanche,1007,10,62,344,7,41,315,7
1916,PCHA,SPO,SPO,,,4,,23,8,15,0.0,,16,,,89,143,Spokane Canaries,,,,,,,,
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7,115,5,5,257,184,Detroit Red Wings,937,4,81,391,7,57,357,5
1923,WCHL,SAC,SAS,,,3,,30,15,12,3.0,,33,,,91,73,Saskatoon Crescents,,,,,,,,
1992,NHL,MNS,DAL,CC,NO,5,,84,36,38,10.0,,82,,,272,293,Minnesota North Stars,1885,14,85,445,17,81,455,9
2011,NHL,EDM,EDM,WC,NW,5,,82,32,40,,10,74,5,7,212,239,Edmonton Oilers,942,20,54,262,8,52,296,5
1977,WHA,CIN,CIN,,,7,,80,35,42,3.0,,73,,,298,332,Cincinnati Stingers,1701,30,62,295,10,76,256,7
1984,NHL,NJD,NJD,WA,PT,5,,80,22,48,10.0,,54,,,264,346,New Jersey Devils,1282,16,70,362,15,73,317,9
1979,NHL,CHI,CHI,CC,SM,1,QF,80,34,27,19.0,,87,,,241,250,Chicago Black Hawks,1325,16,64,269,9,56,293,6
1936,NHL,MTM,MTM,,CA,2,SF,48,22,17,9.0,,53,,,126,110,Montreal Maroons,381,,,,,,,
1926,NHL,CHI,CHI,,AM,3,QF,44,19,22,3.0,,41,,,115,116,Chicago Black Hawks,436,,,,,,,
1978,NHL,TOR,TOR,WA,AD,3,QF,80,34,33,13.0,,81,,,267,252,Toronto Maple Leafs,1440,10,60,236,7,70,330,5
1994,NHL,CHI,CHI,WC,CE,3,CF,48,24,19,5.0,,53,,,156,115,Chicago Blackhawks,1123,8,52,212,3,36,228,7
2002,NHL,TBL,TBL,EC,SE,1,CSF,82,36,25,16.0,5,93,,,219,210,Tampa Bay Lightning,1079,30,70,391,5,55,316,6
1971,NHL,DET,DET,,ED,5,,78,33,35,10.0,,76,,,261,262,Detroit Red Wings,850,4,58,280,9,45,261,6
1985,NHL,HAR,CAR,WA,AD,4,DF,80,40,36,4.0,,84,,,332,302,Hartford Whalers,1759,24,83,378,8,72,376,12
1926,NHL,MTL,MTL,,CA,2,SF,44,28,14,2.0,,58,,,99,67,Montreal Canadiens,409,,,,,,,
1969,NHL,DET,DET,,ED,3,QF,76,40,21,15.0,,95,,,246,199,Detroit Red Wings,907,8,57,267,3,57,300,8
1910,NHA,OT1,STE,,,1,,16,13,3,0.0,,26,,,122,69,Ottawa Senators,,,,,,,,
1996,NHL,PHO,PHO,WC,CE,3,CQF,82,38,37,7.0,,83,,,240,243,Phoenix Coyotes,1582,16,65,359,14,47,334,9
1972,WHA,HOU,HOU,,WW,2,AVSF,78,39,35,4.0,,82,,,284,269,Houston Aeros,1363,0,50,188,2,63,330,10
1920,NHL,OTS,STE,,,2,SC,24,14,10,0.0,,28,,,97,75,Ottawa Senators,179,,,,,,,
1987,NHL,PHI,PHI,WA,PT,3,DSF,80,38,33,9.0,,85,,,292,292,Philadelphia Flyers,2194,26,83,461,6,90,475,15
1938,NHL,NYA,BKN,,,4,QF,48,17,21,10.0,,44,,,119,157,New York Americans,284,,,,,,,
2011,NHL,STL,STL,WC,CE,1,CSF,82,49,22,,11,109,4,10,210,165,St. Louis Blues,1062,16,45,270,3,40,282,7
1981,NHL,CHI,CHI,CC,NO,4,CF,80,30,38,12.0,,72,,,332,363,Chicago Black Hawks,1775,12,78,315,12,93,383,13
1922,NHL,TRS,TOR,,,3,,24,13,10,1.0,,27,,,82,88,Toronto St. Patricks,241,,,,,,,
1999,NHL,NYI,NYI,EC,AT,5,,82,24,48,9.0,1,58,,,194,275,New York Islanders,1376,8,45,319,8,84,419,8
1984,NHL,PIT,PIT,WA,PT,6,,80,24,51,5.0,,53,,,276,385,Pittsburgh Penguins,1493,16,62,363,22,74,311,7
1949,NHL,MTL,MTL,,,2,SF,70,29,22,19.0,,77,,,172,150,Montreal Canadiens,736,,,,,,,
1981,NHL,BUF,BUF,WA,AD,3,DSF,80,39,26,15.0,,93,,,307,273,Buffalo Sabres,1425,18,63,301,10,57,281,4
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847,28,99,423,20,71,379,11
1983,NHL,EDM,EDM,CC,SM,1,SC,80,57,18,5.0,,119,,,446,314,Edmonton Oilers,1577,18,81,318,12,77,386,36
2007,NHL,ATL,WPG,EC,SE,4,,82,34,40,,8,76,9,6,216,272,Atlanta Thrashers,1077,20,52,316,10,75,354,13
1964,NHL,TOR,TOR,,,4,SF,70,30,26,14.0,,74,,,204,173,Toronto Maple Leafs,1068,,51,280,12,56,343,9
1924,NHL,BOS,BOS,,,6,,30,6,24,0.0,,12,,,49,119,Boston Bruins,231,,,,,,,
1947,NHL,BOS,BOS,,,3,SF,60,23,24,13.0,,59,,,167,168,Boston Bruins,515,,,,,,,
1989,NHL,EDM,EDM,CC,SM,2,SC,80,38,28,14.0,,90,,,315,283,Edmonton Oilers,2046,22,84,407,6,82,417,22
1912,NHA,TBS,TBS,,,4,,20,9,11,0.0,,18,,,86,95,Toronto Blueshirts,,,,,,,,
1937,NHL,NYR,NYR,,AM,2,QF,48,27,15,6.0,,60,,,149,96,New York Rangers,445,,,,,,,
1971,NHL,MNS,DAL,,WD,2,QF,78,37,29,12.0,,86,,,212,191,Minnesota North Stars,853,8,53,262,6,49,277,4
1949,NHL,CHI,CHI,,,6,,70,22,38,10.0,,54,,,203,244,Chicago Black Hawks,620,,,,,,,
1982,NHL,HAR,CAR,WA,AD,5,,80,19,54,7.0,,45,,,261,403,Hartford Whalers,1392,28,51,264,9,70,293,6
1977,NHL,VAN,VAN,CC,SM,3,,80,20,43,17.0,,57,,,239,320,Vancouver Canucks,962,12,60,269,7,65,230,3
1968,NHL,PHI,PHI,,WD,3,QF,76,20,35,21.0,,61,,,174,225,Philadelphia Flyers,954,,40,263,8,44,286,6
1975,NHL,KCS,NJD,CC,SM,5,,80,12,56,12.0,,36,,,190,351,Kansas City Scouts,984,16,46,352,17,80,295,2
1964,NHL,CHI,CHI,,,3,F,70,34,28,8.0,,76,,,224,176,Chicago Black Hawks,1051,,48,340,9,46,323,14
1994,NHL,DET,DET,WC,CE,1,F,48,33,11,4.0,,70,,,180,117,Detroit Red Wings,932,10,52,215,7,28,206,5
1924,WCHL,EDE,EDE,,,4,,28,14,13,1.0,,29,,,97,109,Edmonton Eskimos,,,,,,,,
1976,NHL,MNS,DAL,CC,SM,2,PRE,80,23,39,18.0,,64,,,240,310,Minnesota North Stars,774,10,59,339,11,57,211,9
1929,NHL,MTL,MTL,,CA,2,SC,44,21,14,9.0,,51,,,142,114,Montreal Canadiens,596,,,,,,,
1980,NHL,STL,STL,CC,SM,1,QF,80,45,18,17.0,,107,,,352,281,St. Louis Blues,1657,34,85,359,12,61,338,16
2005,NHL,ANA,ANA,WC,PC,3,CF,82,43,27,,12,98,3,7,254,229,Mighty Ducks of Anaheim,1459,14,87,480,13,84,510,9
1960,NHL,MTL,MTL,,,1,SF,70,41,19,10.0,,92,,,254,188,Montreal Canadiens,811,,,,,,,
1993,NHL,TOR,TOR,WC,CE,2,CF,84,43,29,12.0,,98,,,280,243,Toronto Maple Leafs,1877,8,88,459,9,74,409,8
1925,NHL,PIP,PHQ,,,3,SF,36,19,16,1.0,,39,,,82,70,Pittsburgh Pirates,264,,,,,,,
1973,WHA,HOU,HOU,,WW,1,AVC,78,48,25,5.0,,101,,,318,219,Houston Aeros,1038,4,64,223,3,47,288,17
1962,NHL,MTL,MTL,,,3,SF,70,28,19,23.0,,79,,,225,183,Montreal Canadiens,751,,,,,,,
1976,WHA,CIN,CIN,,EW,2,AVQF,81,39,37,5.0,,83,,,354,303,Cincinnati Stingers,970,8,54,283,7,58,259,6
1999,NHL,WAS,WAS,EC,SE,1,CQF,82,44,24,12.0,2,102,,,227,194,Washington Capitals,994,14,43,286,3,47,340,9
2011,NHL,BOS,BOS,EC,NE,1,CQF,82,49,29,,4,102,9,3,269,202,Boston Bruins,1101,8,43,250,1,43,260,8
1965,NHL,CHI,CHI,,,2,SF,70,37,25,8.0,,82,,,240,187,Chicago Black Hawks,815,,70,281,4,40,251,8
1999,NHL,LAK,LAK,WC,PC,2,CQF,82,39,27,12.0,4,94,,,245,228,Los Angeles Kings,1313,4,60,356,12,66,373,4
2001,NHL,ANA,ANA,WC,PC,5,,82,29,42,8.0,3,69,,,175,198,Mighty Ducks of Anaheim,1254,14,43,373,9,46,330,4
1930,NHL,MTL,MTL,,CA,1,SC,44,26,10,8.0,,60,,,129,89,Montreal Canadiens,602,,,,,,,
1986,NHL,WIN,PHO,CC,SM,3,DF,80,40,32,8.0,,88,,,279,271,Winnipeg Jets,1537,10,52,300,9,53,324,8
1992,NHL,STL,STL,CC,NO,4,DF,84,37,36,11.0,,85,,,282,278,St. Louis Blues,1889,30,93,425,15,70,429,14
1996,NHL,BUF,BUF,EC,NE,1,CSF,82,40,30,12.0,,92,,,237,208,Buffalo Sabres,1840,12,43,326,4,59,364,16
1945,NHL,BOS,BOS,,,2,F,50,24,18,8.0,,56,,,167,156,Boston Bruins,273,,,,,,,
2000,NHL,DAL,DAL,WC,PC,1,CSF,82,48,24,8.0,2,106,,,241,187,Dallas Stars,1041,10,72,367,7,49,355,7
1933,NHL,NYR,NYR,,AM,3,QF,48,21,19,8.0,,50,,,120,113,New York Rangers,401,,,,,,,
1912,NHA,MOC,MTL,,,5,,20,9,11,0.0,,18,,,83,81,Montreal Canadiens,,,,,,,,
1988,NHL,VAN,VAN,CC,SM,4,DSF,80,33,39,8.0,,74,,,251,253,Vancouver Canucks,1569,10,78,410,14,66,341,8
1985,NHL,STL,STL,CC,NO,3,CF,80,37,34,9.0,,83,,,302,291,St. Louis Blues,1478,10,78,362,14,74,324,9
1913,NHA,TOO,TOO,,,6,,20,4,16,0.0,,8,,,61,118,Toronto Ontarios,,,,,,,,
1993,NHL,PIT,PIT,EC,NE,1,CQF,84,44,27,13.0,,101,,,299,285,Pittsburgh Penguins,1624,20,76,404,11,72,401,6
1934,NHL,STE,STE,,CA,5,,48,11,31,6.0,,28,,,86,144,St. Louis Eagles,402,,,,,,,
2000,NHL,CBS,CBS,WC,CE,5,,82,28,39,9.0,6,71,,,190,233,Columbus Blue Jackets,1234,20,56,381,8,70,363,3
1973,NHL,BOS,BOS,,ED,1,F,78,52,17,9.0,,113,,,349,221,Boston Bruins,968,8,65,225,2,48,258,12
1993,NHL,CHI,CHI,WC,CE,5,CQF,84,39,36,9.0,,87,,,254,240,Chicago Blackhawks,2125,24,67,383,10,71,427,15
1953,NHL,MTL,MTL,,,2,F,70,35,24,11.0,,81,,,195,141,Montreal Canadiens,1064,,,,,,,
1985,NHL,BUF,BUF,WA,AD,5,,80,37,37,6.0,,80,,,296,291,Buffalo Sabres,1608,16,72,351,14,66,342,12
1984,NHL,BUF,BUF,WA,AD,3,DSF,80,38,28,14.0,,90,,,290,237,Buffalo Sabres,1221,18,76,322,5,52,295,9
2001,NHL,VAN,VAN,WC,NW,2,CQF,82,42,30,7.0,3,94,,,254,211,Vancouver Canucks,1342,28,69,372,9,57,379,3
1932,NHL,OTS,STE,,CA,5,,48,11,27,10.0,,32,,,88,131,Ottawa Senators,398,,,,,,,
1998,NHL,PHO,PHO,WC,PC,2,CQF,82,39,31,12.0,,90,,,205,197,Phoenix Coyotes,1412,12,41,342,5,45,348,8
