year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
1991,SCF,O,PIT,NHL,CHI,NHL,4,0,0,15,10,
1971,SF,E,BOS,NHL,STL,NHL,4,0,0,28,8,
1992,DF,K,TOR,NHL,STL,NHL,4,3,0,22,11,
1988,DSF,D,PIT,NHL,NYR,NHL,4,0,0,19,11,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,TG
1986,DSF,F,DET,NHL,CHI,NHL,4,0,0,15,6,
1997,CSF,I,WAS,NHL,OTT,NHL,4,1,0,18,7,
1965,SF,B,DET,NHL,CHI,NHL,4,2,0,22,10,
1982,DSF,E,CHI,NHL,STL,NHL,3,1,0,16,10,
2011,CQF,C,NJD,NHL,FLO,NHL,4,3,0,18,17,
1925,SF,,VIC,WCHL,SAS,WCHL,1,0,1,4,3,TG
2006,CQF,C,NYR,NHL,ATL,NHL,4,0,0,17,6,
1919,SCF,,SEA,PCHA,OTS,NHL,3,2,0,15,11,
2003,CQF,H,COL,NHL,DAL,NHL,4,1,0,19,10,
1976,DSF,,QUN,WHA,NEW,WHA,4,1,0,23,14,
1945,SF,B,BOS,NHL,DET,NHL,4,1,0,16,10,
1974,SF,I,PHI,NHL,NYI,NHL,4,3,0,19,16,
1914,F,,OT1,NHA,MOW,NHA,1,1,0,4,1,TG
1990,DSF,F,STL,NHL,DET,NHL,4,3,0,24,20,
1998,CSF,J,BUF,NHL,BOS,NHL,4,2,0,17,14,
2007,CF,N,DET,NHL,DAL,NHL,4,2,0,17,10,
2010,CQF,D,TBL,NHL,PIT,NHL,4,3,0,22,14,
2005,CQF,D,BUF,NHL,PHI,NHL,4,2,0,27,14,
1982,DF,I,BOS,NHL,BUF,NHL,4,3,0,33,23,
1963,SCF,C,TOR,NHL,DET,NHL,4,3,0,22,17,
1970,SF,F,CHI,NHL,NYR,NHL,4,3,0,21,14,
1979,QF,K,MNS,NHL,MTL,NHL,4,3,0,18,21,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1921,SF,,REG,WCHL,CAT,WCHL,1,0,1,2,1,TG
1968,SF,E,MTL,NHL,BOS,NHL,4,2,0,15,16,
2007,CSF,J,PIT,NHL,NYR,NHL,4,1,0,15,12,
2002,CQF,A,OTT,NHL,NYI,NHL,4,1,0,13,7,
1980,QF,L,CAL,NHL,PHI,NHL,4,3,0,22,26,
1941,SF,A,TOR,NHL,NYR,NHL,4,2,0,13,12,
1982,DSF,H,CAL,NHL,VAN,NHL,3,1,0,17,14,
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
1923,WP,,CAT,WCHL,VAM,PCHA,2,1,0,10,7,
1932,QF,C,NYR,NHL,MTL,NHL,1,0,1,8,5,TG
1998,CQF,C,BOS,NHL,CAR,NHL,4,2,0,16,10,
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
1933,QF,C,MTM,NHL,NYR,NHL,1,0,1,2,1,TG
2009,CSF,I,MTL,NHL,PIT,NHL,4,3,0,19,18,
1999,SCF,O,NJD,NHL,DAL,NHL,4,2,0,15,9,
1919,F,,SEA,PCHA,VML,PCHA,1,1,0,7,3,TG
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
1983,CF,N,EDM,NHL,MNS,NHL,4,0,0,22,10,
1913,SCF,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1987,DSF,H,EDM,NHL,WIN,NHL,4,1,0,25,17,
2000,CQF,B,TOR,NHL,OTT,NHL,4,0,0,10,3,
1988,DF,L,CAL,NHL,LAK,NHL,4,0,0,22,11,
1933,QF,B,CHI,NHL,MTL,NHL,1,0,1,4,3,TG
1995,SCF,O,COL,NHL,FLO,NHL,4,0,0,15,4,
1996,CSF,L,DET,NHL,ANA,NHL,4,0,0,13,8,
1984,DF,K,CHI,NHL,MNS,NHL,4,2,0,33,29,
1933,SF,D,CHI,NHL,MTM,NHL,2,0,0,6,2,TG
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
2002,SCF,O,NJD,NHL,ANA,NHL,4,3,0,19,12,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
2010,CQF,B,PHI,NHL,BUF,NHL,4,3,0,22,18,
1979,Pre,A,PHI,NHL,EDM,NHL,3,0,0,12,6,
1934,QF,B,MTM,NHL,CHI,NHL,1,0,1,1,0,TG
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1974,QF,E,PHI,NHL,TOR,NHL,4,0,0,15,6,
2009,CSF,K,SJS,NHL,DET,NHL,4,1,0,15,17,
1931,QF,B,TOR,NHL,CHI,NHL,1,1,0,6,2,TG
2001,CF,M,CAR,NHL,TOR,NHL,4,2,0,10,6,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
1926,QF,B,BOS,NHL,CHI,NHL,1,0,1,10,5,TG
1940,SF,D,DET,NHL,CHI,NHL,2,0,0,5,2,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
2007,CQF,A,MTL,NHL,BOS,NHL,4,3,0,19,15,
1972,QF,D,PHI,NHL,MNS,NHL,4,2,0,14,12,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
1936,SF,D,NYR,NHL,MTM,NHL,2,0,0,5,0,
1985,DSF,B,MTL,NHL,BOS,NHL,3,0,0,10,6,
2000,CQF,G,DAL,NHL,EDM,NHL,4,2,0,16,13,
1977,SCF,K,MTL,NHL,BOS,NHL,4,2,0,18,13,
1977,Pre,C,TOR,NHL,LAK,NHL,2,0,0,11,3,
1992,DSF,D,NYI,NHL,WAS,NHL,4,2,0,23,22,
2007,CQF,H,DAL,NHL,AND,NHL,4,2,0,20,13,
1973,DF,,CHC,WHA,TOT,WHA,4,3,0,34,27,
2008,CF,M,PIT,NHL,CAR,NHL,4,0,0,20,9,
1986,DSF,G,EDM,NHL,LAK,NHL,4,1,0,32,20,
1977,QF,E,MTL,NHL,DET,NHL,4,1,0,24,10,
1988,DF,J,PHI,NHL,PIT,NHL,4,3,0,31,24,
1974,QF,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1991,DSF,F,CHI,NHL,STL,NHL,4,2,0,23,19,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1941,SCF,E,TOR,NHL,DET,NHL,4,3,0,25,19,
1990,DF,I,BOS,NHL,MTL,NHL,4,3,0,18,18,
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
1999,CSF,K,DAL,NHL,SJS,NHL,4,1,0,15,7,
1993,CQF,G,TOR,NHL,CHI,NHL,4,2,0,15,10,
2001,CQF,H,STL,NHL,CHI,NHL,4,1,0,13,5,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
2009,SCF,O,CHI,NHL,PHI,NHL,4,2,0,25,22,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
1984,SCF,O,EDM,NHL,PHI,NHL,4,1,0,21,14,
1998,CSF,K,DAL,NHL,STL,NHL,4,2,0,17,12,
2011,CQF,D,PHI,NHL,PIT,NHL,4,2,0,30,26,
1980,Pre,D,NYR,NHL,LAK,NHL,3,1,0,23,12,
1972,DSF,,WIJ,WHA,MFS,WHA,4,1,0,23,16,
