playerid,year,ppa,sha
donnemi01,1987,2,
tantito01,1989,9,
kontoch01,1987,6,
skrikpe01,1990,5,
malondo01,1988,2,
mcbeawa01,1988,1,
picarro02,1989,1,1
cunnera01,1989,4,
stastpe01,1989,23,
hardyma01,1988,5,
bradlbr01,1990,10,
libaig01,1988,6,
macdepa01,1989,2,
manthmo01,1987,15,1
robergo01,1987,3,
vaiveri01,1988,15,
foligmi01,1990,1,
samueul01,1990,,2
charbjo01,1988,1,
playfla01,1988,,1
coxecr01,1987,1,
konrost01,1988,1,1
pavesji01,1987,1,
creigad01,1988,7,
adamsgr01,1988,1,
cyrpa01,1987,1,
zezelpe01,1990,5,1
erickbr01,1987,6,
nylunga01,1988,1,
gartnmi01,1989,14,1
bassebo01,1988,,1
broteaa01,1989,3,
hunteda01,1987,1,4
rousebo01,1988,,1
courtru01,1988,2,
gingrga01,1987,9,
ysebapa01,1990,4,1
johanca01,1988,7,
wilsoca01,1990,4,
hullbr01,1987,10,
tuckejo01,1990,1,
hardyma01,1987,10,1
bodgedo01,1988,25,1
klimape01,1989,11,
ruotsre01,1989,9,
hunteda01,1988,,1
allismi01,1987,5,
proppbr01,1989,9,
quinnda01,1989,15,1
mckegto01,1990,7,
huberwi01,1987,14,
paslagr01,1990,3,1
zezelpe01,1988,17,
adamsgr01,1989,1,
wilsoca01,1987,9,3
dineego01,1988,2,
petitmi01,1987,9,1
smaildo01,1990,1,1
kennede01,1988,,2
manthmo01,1988,9,
archida01,1989,4,
ramagro01,1987,19,2
crossdo01,1990,21,
fentopa01,1990,2,
frasecu01,1987,2,
jonssto01,1988,24,
lawtobr01,1988,4,
brookbo01,1989,1,2
carsoji01,1989,5,
bullami01,1988,13,
thibagi01,1989,2,
brownje02,1989,24,
mcintjo01,1990,,2
goulemi01,1989,15,1
mcdonhu01,1989,1,
hrdinji01,1990,4,
krushmi01,1990,3,
norwole01,1990,3,
simpscr01,1987,10,1
ciccadi01,1988,10,1
murphla01,1990,19,
